,Src,Dst,Prob,Src Cell,Dst Cell
5370477,PARD6A,TBC1D4,1.1116261,Endothelial,Cardiomyocyte
5368069,PARD6A,PPM1L,1.110867,Endothelial,vSMCs
39261,STX1A,TBC1D4,1.0977339,Fibroblast,Cardiomyocyte
36853,STX1A,PPM1L,1.096998,Fibroblast,vSMCs
5368942,PARD6A,ROR1,1.0964619,Endothelial,Neuronal
5370082,PARD6A,PAM,1.0964409,Endothelial,Lymphoid
1918545,KCNE1,TBC1D4,1.0962536,vSMCs,Cardiomyocyte
5368724,PARD6A,ARHGAP33,1.0958784,Endothelial,Myeloid
5368352,PARD6A,RCHY1,1.0913358,Endothelial,Mast
8193957,HLA-C,TBC1D4,1.0885594,Mast,Cardiomyocyte
5367748,PARD6A,RGS4,1.0880963,Endothelial,Fibroblast
8191549,HLA-C,PPM1L,1.0878375,Mast,vSMCs
5369217,PARD6A,SUMO3,1.0834697,Endothelial,Pericyte
37726,STX1A,ROR1,1.0831362,Fibroblast,Neuronal
38866,STX1A,PAM,1.0830957,Fibroblast,Lymphoid
37508,STX1A,ARHGAP33,1.0825765,Fibroblast,Myeloid
1917010,KCNE1,ROR1,1.0816237,vSMCs,Neuronal
1918150,KCNE1,PAM,1.0815859,vSMCs,Lymphoid
1916792,KCNE1,ARHGAP33,1.0810624,vSMCs,Myeloid
2584057,PPP2R5D,PPM1L,1.0787559,Cardiomyocyte,vSMCs
37136,STX1A,RCHY1,1.078046,Fibroblast,Mast
1916420,KCNE1,RCHY1,1.0765442,vSMCs,Mast
980421,WRN,TBC1D4,1.0761856,Lymphoid,Cardiomyocyte
1906401,DAG1,TBC1D4,1.0759208,Pericyte,Cardiomyocyte
978013,WRN,PPM1L,1.0754777,Lymphoid,vSMCs
1903993,DAG1,PPM1L,1.0752084,Pericyte,vSMCs
8192422,HLA-C,ROR1,1.0742924,Mast,Neuronal
8193562,HLA-C,PAM,1.0742412,Mast,Lymphoid
8192204,HLA-C,ARHGAP33,1.0737466,Mast,Myeloid
1915816,KCNE1,RGS4,1.0731809,vSMCs,Fibroblast
36823,STX1A,ARRB1,1.071997,Fibroblast,Endothelial
1916107,KCNE1,ARRB1,1.0705183,vSMCs,Endothelial
38001,STX1A,SUMO3,1.0703388,Fibroblast,Pericyte
10686513,KLF6,TBC1D4,1.0698433,Neuronal,Cardiomyocyte
10684105,KLF6,PPM1L,1.0690824,Neuronal,vSMCs
1917285,KCNE1,SUMO3,1.0688391,vSMCs,Pericyte
8191228,HLA-C,RGS4,1.0657542,Mast,Fibroblast
2584930,PPP2R5D,ROR1,1.0653508,Cardiomyocyte,Neuronal
2586070,PPP2R5D,PAM,1.0652986,Cardiomyocyte,Lymphoid
2584712,PPP2R5D,ARHGAP33,1.0648109,Cardiomyocyte,Myeloid
2550033,CD3G,TBC1D4,1.0637882,Myeloid,Cardiomyocyte
8191519,HLA-C,ARRB1,1.0631714,Mast,Endothelial
2547625,CD3G,PPM1L,1.0631162,Myeloid,vSMCs
978886,WRN,ROR1,1.0622416,Lymphoid,Neuronal
1904866,DAG1,ROR1,1.0618528,Pericyte,Neuronal
1906006,DAG1,PAM,1.0618005,Pericyte,Lymphoid
978668,WRN,ARHGAP33,1.061709,Lymphoid,Myeloid
8192697,HLA-C,SUMO3,1.0616199,Mast,Pericyte
1904648,DAG1,ARHGAP33,1.0613148,Pericyte,Myeloid
2584340,PPP2R5D,RCHY1,1.0603276,Cardiomyocyte,Mast
978296,WRN,RCHY1,1.0572237,Lymphoid,Mast
2583736,PPP2R5D,RGS4,1.0568674,Cardiomyocyte,Fibroblast
1904276,DAG1,RCHY1,1.0568458,Pericyte,Mast
10686118,KLF6,PAM,1.0544478,Neuronal,Lymphoid
2584027,PPP2R5D,ARRB1,1.0543127,Cardiomyocyte,Endothelial
3674636,HNRNPH2,ARHGAP33,1.0539073,Neuronal,Myeloid
977692,WRN,RGS4,1.053705,Lymphoid,Fibroblast
1903672,DAG1,RGS4,1.053394,Pericyte,Fibroblast
2585205,PPP2R5D,SUMO3,1.0527866,Cardiomyocyte,Pericyte
977983,WRN,ARRB1,1.0511892,Lymphoid,Endothelial
1903963,DAG1,ARRB1,1.050849,Pericyte,Endothelial
2548498,CD3G,ROR1,1.0507578,Myeloid,Neuronal
2549638,CD3G,PAM,1.0506595,Myeloid,Lymphoid
979161,WRN,SUMO3,1.049727,Lymphoid,Pericyte
10684388,KLF6,RCHY1,1.0495529,Neuronal,Mast
10683784,KLF6,RGS4,1.046863,Neuronal,Fibroblast
2547908,CD3G,RCHY1,1.0457411,Myeloid,Mast
10684075,KLF6,ARRB1,1.0439966,Neuronal,Endothelial
3675129,HNRNPH2,SUMO3,1.0420241,Neuronal,Pericyte
2547304,CD3G,RGS4,1.0418723,Myeloid,Fibroblast
2549124,CD3G,SHANK3,1.0396631,Myeloid,Endothelial
2548773,CD3G,SUMO3,1.0384521,Myeloid,Pericyte
