,Src,Dst,Prob,Src Cell,Dst Cell
1367268,SATB2,RAB29,1.282158,Cardiomyocyte,vSMCs
4826579,IL2RA,ARHGEF11,1.280841,Myeloid,Cardiomyocyte
9246995,CTSG,ARHGEF11,1.2807126,Fibroblast,Cardiomyocyte
4825272,IL2RA,RAB29,1.2751546,Myeloid,vSMCs
9245688,CTSG,RAB29,1.2748002,Fibroblast,vSMCs
1007291,STK19,ARHGEF11,1.2701721,Mast,Cardiomyocyte
1366677,SATB2,AKAP5,1.2687032,Cardiomyocyte,Endothelial
1368793,SATB2,CHD2,1.2665396,Cardiomyocyte,Neuronal
1368988,SATB2,DOCK7,1.2662197,Cardiomyocyte,Mast
1101407,CNTN4,ARHGEF11,1.2661649,Endothelial,Cardiomyocyte
1005984,STK19,RAB29,1.2643905,Mast,vSMCs
4824681,IL2RA,AKAP5,1.261827,Myeloid,Endothelial
9245097,CTSG,AKAP5,1.2616613,Fibroblast,Endothelial
1100100,CNTN4,RAB29,1.2604436,Endothelial,vSMCs
10540331,NOTCH1,ARHGEF11,1.2600284,Pericyte,Cardiomyocyte
8979827,PAPLN,ARHGEF11,1.2598102,vSMCs,Cardiomyocyte
9247213,CTSG,CHD2,1.2597755,Fibroblast,Neuronal
4826797,IL2RA,CHD2,1.2597349,Myeloid,Neuronal
9247408,CTSG,DOCK7,1.2596936,Fibroblast,Mast
4826992,IL2RA,DOCK7,1.25947,Myeloid,Mast
1366270,SATB2,PTPN22,1.2579637,Cardiomyocyte,Myeloid
7625771,PTGES3,ARHGEF11,1.2576405,Neuronal,Cardiomyocyte
1366600,SATB2,IGDCC4,1.2564656,Cardiomyocyte,Fibroblast
10539024,NOTCH1,RAB29,1.2539386,Pericyte,vSMCs
7624464,PTGES3,RAB29,1.2515607,Neuronal,vSMCs
1005393,STK19,AKAP5,1.2512919,Mast,Endothelial
9244690,CTSG,PTPN22,1.2510567,Fibroblast,Myeloid
4824604,IL2RA,IGDCC4,1.2496977,Myeloid,Fibroblast
1007509,STK19,CHD2,1.2493467,Mast,Neuronal
1366739,SATB2,RHOC,1.2470325,Cardiomyocyte,Lymphoid
1805759,C2,ARHGEF11,1.2467433,Lymphoid,Cardiomyocyte
1101625,CNTN4,CHD2,1.2453743,Endothelial,Neuronal
1101820,CNTN4,DOCK7,1.2451932,Endothelial,Mast
1367403,SATB2,IRAK3,1.2441338,Cardiomyocyte,Pericyte
10538433,NOTCH1,AKAP5,1.2412376,Pericyte,Endothelial
8977929,PAPLN,AKAP5,1.2410249,vSMCs,Endothelial
1004986,STK19,PTPN22,1.2407532,Mast,Myeloid
9245159,CTSG,RHOC,1.2407374,Fibroblast,Lymphoid
1804452,C2,RAB29,1.2406864,Lymphoid,vSMCs
4824743,IL2RA,RHOC,1.2404147,Myeloid,Lymphoid
10540744,NOTCH1,DOCK7,1.2397708,Pericyte,Mast
10540549,NOTCH1,CHD2,1.2396307,Pericyte,Neuronal
8980240,PAPLN,DOCK7,1.2395372,vSMCs,Mast
8980045,PAPLN,CHD2,1.2394071,vSMCs,Neuronal
1005316,STK19,IGDCC4,1.2393547,Mast,Fibroblast
7623873,PTGES3,AKAP5,1.238885,Neuronal,Endothelial
9245823,CTSG,IRAK3,1.2378913,Fibroblast,Pericyte
4825407,IL2RA,IRAK3,1.23754,Myeloid,Pericyte
7626184,PTGES3,DOCK7,1.2374234,Neuronal,Mast
1099102,CNTN4,PTPN22,1.2368351,Endothelial,Myeloid
1099432,CNTN4,IGDCC4,1.2354251,Endothelial,Fibroblast
10538026,NOTCH1,PTPN22,1.2308751,Pericyte,Myeloid
8977522,PAPLN,PTPN22,1.2306609,vSMCs,Myeloid
1005455,STK19,RHOC,1.2303636,Mast,Lymphoid
10538356,NOTCH1,IGDCC4,1.2296228,Pericyte,Fibroblast
8977852,PAPLN,IGDCC4,1.2294043,vSMCs,Fibroblast
7623466,PTGES3,PTPN22,1.2285424,Neuronal,Myeloid
1803861,C2,AKAP5,1.2281452,Lymphoid,Endothelial
1006119,STK19,IRAK3,1.2275307,Mast,Pericyte
7623796,PTGES3,IGDCC4,1.2272933,Neuronal,Fibroblast
1806172,C2,DOCK7,1.2267474,Lymphoid,Mast
1805977,C2,CHD2,1.2265837,Lymphoid,Neuronal
1099571,CNTN4,RHOC,1.2263992,Endothelial,Lymphoid
1100235,CNTN4,IRAK3,1.2235699,Endothelial,Pericyte
10538495,NOTCH1,RHOC,1.2212377,Pericyte,Lymphoid
8977991,PAPLN,RHOC,1.2210021,vSMCs,Lymphoid
7623935,PTGES3,RHOC,1.2189261,Neuronal,Lymphoid
8978655,PAPLN,IRAK3,1.218235,vSMCs,Pericyte
1803454,C2,PTPN22,1.2179,Lymphoid,Myeloid
1803784,C2,IGDCC4,1.2166729,Lymphoid,Fibroblast
7624599,PTGES3,IRAK3,1.2161655,Neuronal,Pericyte
1804587,C2,IRAK3,1.2056903,Lymphoid,Pericyte
