,Src,Dst,Prob,Src Cell,Dst Cell
9077552,ARHGAP39,DHH,1.4244145,Myeloid,Fibroblast
9076059,ARHGAP39,ADAM9,1.4209126,Myeloid,Mast
9077245,ARHGAP39,PRKCZ,1.4114195,Myeloid,Cardiomyocyte
9077579,ARHGAP39,CTDSP1,1.4081701,Myeloid,Neuronal
9077556,ARHGAP39,PRG4,1.4081111,Myeloid,vSMCs
9076166,ARHGAP39,MIB1,1.4061329,Myeloid,Pericyte
9076411,ARHGAP39,RPGR,1.3916981,Myeloid,Endothelial
9074900,ARHGAP39,STAT5A,1.3811127,Myeloid,Lymphoid
6287190,GTF2E2,NUP214,1.3677948,Neuronal,Myeloid
5789286,E2F6,NUP214,1.3676499,Endothelial,Myeloid
6287468,GTF2E2,DHH,1.364154,Neuronal,Fibroblast
5789564,E2F6,DHH,1.3640139,Endothelial,Fibroblast
6285975,GTF2E2,ADAM9,1.360859,Neuronal,Mast
5788071,E2F6,ADAM9,1.3607122,Endothelial,Mast
1405302,CD3G,NUP214,1.3576729,Fibroblast,Myeloid
6287161,GTF2E2,PRKCZ,1.3518595,Neuronal,Cardiomyocyte
5789257,E2F6,PRKCZ,1.3517023,Endothelial,Cardiomyocyte
1404087,CD3G,ADAM9,1.350786,Fibroblast,Mast
6287472,GTF2E2,PRG4,1.3491659,Neuronal,vSMCs
5789568,E2F6,PRG4,1.3489516,Endothelial,vSMCs
5789591,E2F6,CTDSP1,1.3488159,Endothelial,Neuronal
6286082,GTF2E2,MIB1,1.3468204,Neuronal,Pericyte
5788178,E2F6,MIB1,1.346661,Endothelial,Pericyte
1405273,CD3G,PRKCZ,1.3418424,Fibroblast,Cardiomyocyte
1405584,CD3G,PRG4,1.3391145,Fibroblast,vSMCs
1405607,CD3G,CTDSP1,1.3389786,Fibroblast,Neuronal
1404194,CD3G,MIB1,1.3368379,Fibroblast,Pericyte
6286327,GTF2E2,RPGR,1.3334453,Neuronal,Endothelial
3639798,RGS2,NUP214,1.3311871,Mast,Myeloid
1435662,MAP3K1,NUP214,1.3277212,Pericyte,Myeloid
3640076,RGS2,DHH,1.3276359,Mast,Fibroblast
1435940,MAP3K1,DHH,1.3241762,Pericyte,Fibroblast
1404439,CD3G,RPGR,1.3235104,Fibroblast,Endothelial
6284816,GTF2E2,STAT5A,1.3229048,Neuronal,Lymphoid
5786912,E2F6,STAT5A,1.3227422,Endothelial,Lymphoid
1434447,MAP3K1,ADAM9,1.3209963,Pericyte,Mast
7595706,HPN,NUP214,1.3196119,Cardiomyocyte,Myeloid
4514166,AURKA,NUP214,1.3181286,vSMCs,Myeloid
7595984,HPN,DHH,1.3160899,Cardiomyocyte,Fibroblast
3639769,RGS2,PRKCZ,1.3157051,Mast,Cardiomyocyte
4514444,AURKA,DHH,1.3146111,vSMCs,Fibroblast
3640080,RGS2,PRG4,1.3131927,Mast,vSMCs
1402928,CD3G,STAT5A,1.313094,Fibroblast,Lymphoid
3640103,RGS2,CTDSP1,1.3129847,Mast,Neuronal
7594491,HPN,ADAM9,1.3129271,Cardiomyocyte,Mast
1435633,MAP3K1,PRKCZ,1.3122891,Pericyte,Cardiomyocyte
4512951,AURKA,ADAM9,1.311451,vSMCs,Mast
3638690,RGS2,MIB1,1.3108064,Mast,Pericyte
1435944,MAP3K1,PRG4,1.3098235,Pericyte,vSMCs
1435967,MAP3K1,CTDSP1,1.3095975,Pericyte,Neuronal
4514137,AURKA,PRKCZ,1.3028016,vSMCs,Cardiomyocyte
7595988,HPN,PRG4,1.3018008,Cardiomyocyte,vSMCs
7596011,HPN,CTDSP1,1.3015847,Cardiomyocyte,Neuronal
4514471,AURKA,CTDSP1,1.300115,vSMCs,Neuronal
1122954,THBS2,NUP214,1.300034,Lymphoid,Myeloid
7594598,HPN,MIB1,1.2994148,Cardiomyocyte,Pericyte
4513058,AURKA,MIB1,1.2979517,vSMCs,Pericyte
3638935,RGS2,RPGR,1.2978926,Mast,Endothelial
1123232,THBS2,DHH,1.2965617,Lymphoid,Fibroblast
1434799,MAP3K1,RPGR,1.294563,Pericyte,Endothelial
1121739,THBS2,ADAM9,1.2934502,Lymphoid,Mast
3637424,RGS2,STAT5A,1.2875417,Mast,Lymphoid
7594843,HPN,RPGR,1.2866336,Cardiomyocyte,Endothelial
4513303,AURKA,RPGR,1.2851769,vSMCs,Endothelial
1122925,THBS2,PRKCZ,1.2849277,Lymphoid,Cardiomyocyte
1433288,MAP3K1,STAT5A,1.2842051,Pericyte,Lymphoid
1123236,THBS2,PRG4,1.2825296,Lymphoid,vSMCs
1123259,THBS2,CTDSP1,1.282301,Lymphoid,Neuronal
1121846,THBS2,MIB1,1.2801466,Lymphoid,Pericyte
7593332,HPN,STAT5A,1.2763544,Cardiomyocyte,Lymphoid
4511792,AURKA,STAT5A,1.2749164,vSMCs,Lymphoid
1122091,THBS2,RPGR,1.2675873,Lymphoid,Endothelial
