,Src,Dst,Prob,Src Cell,Dst Cell
10937133,RBL1,USP18,1.15242,Fibroblast,Endothelial
10936055,RBL1,CD3G,1.1521729,Fibroblast,Myeloid
4634397,IL12RB1,USP18,1.151496,Myeloid,Endothelial
9318945,SPRY2,USP18,1.1498333,Neuronal,Endothelial
9317867,SPRY2,CD3G,1.1495351,Neuronal,Myeloid
10936363,RBL1,NKX3-1,1.1491909,Fibroblast,vSMCs
10782297,ARMC10,USP18,1.1490648,vSMCs,Endothelial
10781219,ARMC10,CD3G,1.1487497,vSMCs,Myeloid
4633627,IL12RB1,NKX3-1,1.1482724,Myeloid,vSMCs
3899685,CRY1,USP18,1.147089,Cardiomyocyte,Endothelial
3898607,CRY1,CD3G,1.1467953,Cardiomyocyte,Myeloid
9318175,SPRY2,NKX3-1,1.1466242,Neuronal,vSMCs
1476957,SRCAP,USP18,1.1458976,Pericyte,Endothelial
1475879,SRCAP,CD3G,1.1455209,Pericyte,Myeloid
2238993,CXCL10,USP18,1.1448773,Lymphoid,Endothelial
2237915,CXCL10,CD3G,1.1445564,Lymphoid,Myeloid
4300437,MARCHF8,USP18,1.1438956,Mast,Endothelial
3898915,CRY1,NKX3-1,1.1438867,Cardiomyocyte,vSMCs
4299359,MARCHF8,CD3G,1.14356,Mast,Myeloid
1476187,SRCAP,NKX3-1,1.1427189,Pericyte,vSMCs
10937551,RBL1,SDC2,1.1418831,Fibroblast,Neuronal
2238223,CXCL10,NKX3-1,1.141688,Lymphoid,vSMCs
10938625,RBL1,KCNE4,1.1416377,Fibroblast,Pericyte
4634815,IL12RB1,SDC2,1.1409705,Myeloid,Neuronal
10938428,RBL1,IL7R,1.1407455,Fibroblast,Lymphoid
4635889,IL12RB1,KCNE4,1.1407295,Myeloid,Pericyte
4299667,MARCHF8,NKX3-1,1.1407126,Mast,vSMCs
4635692,IL12RB1,IL7R,1.1398654,Myeloid,Lymphoid
10935811,RBL1,IL17RC,1.1394615,Fibroblast,Mast
9320437,SPRY2,KCNE4,1.1391076,Neuronal,Pericyte
10782715,ARMC10,SDC2,1.1385754,vSMCs,Neuronal
4633075,IL12RB1,IL17RC,1.1385645,Myeloid,Mast
10783789,ARMC10,KCNE4,1.1383568,vSMCs,Pericyte
9320240,SPRY2,IL7R,1.1383394,Neuronal,Lymphoid
10783592,ARMC10,IL7R,1.1376293,vSMCs,Lymphoid
9317623,SPRY2,IL17RC,1.1369777,Neuronal,Mast
10935891,RBL1,POP1,1.1367037,Fibroblast,Cardiomyocyte
3900103,CRY1,SDC2,1.1366127,Cardiomyocyte,Neuronal
3901177,CRY1,KCNE4,1.1363865,Cardiomyocyte,Pericyte
10780975,ARMC10,IL17RC,1.136242,vSMCs,Mast
4633155,IL12RB1,POP1,1.1358086,Myeloid,Cardiomyocyte
3900980,CRY1,IL7R,1.1356113,Cardiomyocyte,Lymphoid
1477375,SRCAP,SDC2,1.1354525,Pericyte,Neuronal
1478252,SRCAP,IL7R,1.1346803,Pericyte,Lymphoid
2239411,CXCL10,SDC2,1.1344279,Lymphoid,Neuronal
3898363,CRY1,IL17RC,1.1342587,Cardiomyocyte,Mast
9317703,SPRY2,POP1,1.1342254,Neuronal,Cardiomyocyte
2240485,CXCL10,KCNE4,1.1342127,Lymphoid,Pericyte
10781055,ARMC10,POP1,1.1334913,vSMCs,Cardiomyocyte
4300855,MARCHF8,SDC2,1.1334589,Mast,Neuronal
4301929,MARCHF8,KCNE4,1.1332496,Mast,Pericyte
1475635,SRCAP,IL17RC,1.1331996,Pericyte,Mast
4301732,MARCHF8,IL7R,1.1325771,Mast,Lymphoid
2237671,CXCL10,IL17RC,1.1321113,Lymphoid,Mast
1475715,SRCAP,POP1,1.1304555,Pericyte,Cardiomyocyte
2237751,CXCL10,POP1,1.1293705,Lymphoid,Cardiomyocyte
1885739,CSF3,CD3G,1.1292689,Endothelial,Myeloid
4299195,MARCHF8,POP1,1.1284232,Mast,Cardiomyocyte
1886047,CSF3,NKX3-1,1.1265281,Endothelial,vSMCs
1887235,CSF3,SDC2,1.1193646,Endothelial,Neuronal
1888309,CSF3,KCNE4,1.1191798,Endothelial,Pericyte
1888112,CSF3,IL7R,1.1186506,Endothelial,Lymphoid
1885495,CSF3,IL17RC,1.117164,Endothelial,Mast
1885575,CSF3,POP1,1.1144586,Endothelial,Cardiomyocyte
4633484,IL12RB1,HTR2A,1.1090269,Myeloid,Fibroblast
9318032,SPRY2,HTR2A,1.1076351,Neuronal,Fibroblast
10781384,ARMC10,HTR2A,1.1069837,vSMCs,Fibroblast
3898772,CRY1,HTR2A,1.104972,Cardiomyocyte,Fibroblast
1476044,SRCAP,HTR2A,1.104259,Pericyte,Fibroblast
2238080,CXCL10,HTR2A,1.1029859,Lymphoid,Fibroblast
4299524,MARCHF8,HTR2A,1.1021185,Mast,Fibroblast
1885904,CSF3,HTR2A,1.088699,Endothelial,Fibroblast
