,Src,Dst,Prob,Src Cell,Dst Cell
1419942,IRAK1BP1,AATK,1.0609325,Cardiomyocyte,vSMCs
1420268,IRAK1BP1,RFWD3,1.060853,Cardiomyocyte,Endothelial
1420590,IRAK1BP1,PIK3AP1,1.0590888,Cardiomyocyte,Myeloid
9219023,SEMA7A,SHC4,1.0579717,vSMCs,Cardiomyocyte
9219752,SEMA7A,RFWD3,1.0576994,vSMCs,Endothelial
1418041,IRAK1BP1,PHKG2,1.0562745,Cardiomyocyte,Mast
7931759,IL2RG,SHC4,1.0560676,Myeloid,Cardiomyocyte
9220074,SEMA7A,PIK3AP1,1.0559453,vSMCs,Myeloid
7932162,IL2RG,AATK,1.055945,Myeloid,vSMCs
7932488,IL2RG,RFWD3,1.0559002,Myeloid,Endothelial
1420242,IRAK1BP1,SLX4,1.0534959,Cardiomyocyte,Fibroblast
9217525,SEMA7A,PHKG2,1.053202,vSMCs,Mast
4288559,UNC5C,SHC4,1.0528063,Mast,Cardiomyocyte
4288962,UNC5C,AATK,1.0526413,Mast,vSMCs
4289288,UNC5C,RFWD3,1.0525615,Mast,Endothelial
1420343,IRAK1BP1,BAIAP2,1.0519062,Cardiomyocyte,Lymphoid
1474187,CD4,SHC4,1.0517378,Lymphoid,Cardiomyocyte
1474590,CD4,AATK,1.0515901,Lymphoid,vSMCs
1474916,CD4,RFWD3,1.0515244,Lymphoid,Endothelial
4743959,CHAMP1,SHC4,1.0515105,Fibroblast,Cardiomyocyte
4744362,CHAMP1,AATK,1.051417,Fibroblast,vSMCs
4744688,CHAMP1,RFWD3,1.0513958,Fibroblast,Endothelial
1418586,IRAK1BP1,KLC1,1.0512006,Cardiomyocyte,Neuronal
7930261,IL2RG,PHKG2,1.0511612,Myeloid,Mast
4289610,UNC5C,PIK3AP1,1.0508114,Mast,Myeloid
9219726,SEMA7A,SLX4,1.0504234,vSMCs,Fibroblast
1475238,CD4,PIK3AP1,1.0497707,Lymphoid,Myeloid
4745010,CHAMP1,PIK3AP1,1.0496254,Fibroblast,Myeloid
1380071,HMGA1,SHC4,1.0494518,Endothelial,Cardiomyocyte
1418313,IRAK1BP1,CDKN3,1.0493746,Cardiomyocyte,Pericyte
9750323,ROCK2,SHC4,1.049339,Pericyte,Cardiomyocyte
1380474,HMGA1,AATK,1.0492759,Endothelial,vSMCs
9750726,ROCK2,AATK,1.0491815,Pericyte,vSMCs
9751052,ROCK2,RFWD3,1.0491077,Pericyte,Endothelial
9219827,SEMA7A,BAIAP2,1.0487592,vSMCs,Lymphoid
7932462,IL2RG,SLX4,1.0484182,Myeloid,Fibroblast
9218070,SEMA7A,KLC1,1.0480529,vSMCs,Neuronal
1381122,HMGA1,PIK3AP1,1.0474461,Endothelial,Myeloid
9751374,ROCK2,PIK3AP1,1.0473611,Pericyte,Myeloid
7932563,IL2RG,BAIAP2,1.0470493,Myeloid,Lymphoid
1472689,CD4,PHKG2,1.0469164,Lymphoid,Mast
4742461,CHAMP1,PHKG2,1.0465528,Fibroblast,Mast
7930806,IL2RG,KLC1,1.0463545,Myeloid,Neuronal
9217797,SEMA7A,CDKN3,1.0461199,vSMCs,Pericyte
4289262,UNC5C,SLX4,1.045266,Mast,Fibroblast
7930533,IL2RG,CDKN3,1.0448403,Myeloid,Pericyte
1378573,HMGA1,PHKG2,1.0447135,Endothelial,Mast
9748825,ROCK2,PHKG2,1.0445545,Pericyte,Mast
1474890,CD4,SLX4,1.0441709,Lymphoid,Fibroblast
4289363,UNC5C,BAIAP2,1.0436833,Mast,Lymphoid
4287606,UNC5C,KLC1,1.0429829,Mast,Neuronal
4744763,CHAMP1,BAIAP2,1.0426195,Fibroblast,Lymphoid
1473234,CD4,KLC1,1.0419805,Lymphoid,Neuronal
1380774,HMGA1,SLX4,1.0419587,Endothelial,Fibroblast
4743006,CHAMP1,KLC1,1.0419327,Fibroblast,Neuronal
9751026,ROCK2,SLX4,1.0418098,Pericyte,Fibroblast
2995223,USO1,SHC4,1.0415195,Neuronal,Cardiomyocyte
2995626,USO1,AATK,1.041364,Neuronal,vSMCs
2995952,USO1,RFWD3,1.0412914,Neuronal,Endothelial
4287333,UNC5C,CDKN3,1.0411633,Mast,Pericyte
4742733,CHAMP1,CDKN3,1.040632,Fibroblast,Pericyte
1380875,HMGA1,BAIAP2,1.0403223,Endothelial,Lymphoid
1472961,CD4,CDKN3,1.040287,Lymphoid,Pericyte
9751127,ROCK2,BAIAP2,1.0402675,Pericyte,Lymphoid
1379118,HMGA1,KLC1,1.0396222,Endothelial,Neuronal
9749370,ROCK2,KLC1,1.0395707,Pericyte,Neuronal
2996274,USO1,PIK3AP1,1.0395576,Neuronal,Myeloid
1378845,HMGA1,CDKN3,1.0377252,Endothelial,Pericyte
2993725,USO1,PHKG2,1.0367687,Neuronal,Mast
2995926,USO1,SLX4,1.0340449,Neuronal,Fibroblast
2996027,USO1,BAIAP2,1.0325181,Neuronal,Lymphoid
2993997,USO1,CDKN3,1.0300822,Neuronal,Pericyte
