,Src,Dst,Prob,Src Cell,Dst Cell
11012731,CNKSR1,DSC1,0.8172371,Fibroblast,Cardiomyocyte
11012928,CNKSR1,CRTAM,0.81321365,Fibroblast,Myeloid
11014548,CNKSR1,COL9A1,0.8080519,Fibroblast,Endothelial
2229583,PHKG1,DSC1,0.80702573,Mast,Cardiomyocyte
2184043,TBX2,DSC1,0.80694145,Neuronal,Cardiomyocyte
11012926,CNKSR1,CAPN3,0.80692637,Fibroblast,Neuronal
1740787,PTPN22,DSC1,0.80463964,Myeloid,Cardiomyocyte
2229780,PHKG1,CRTAM,0.8030507,Mast,Myeloid
2229173,PHKG1,CAMK2A,0.8030464,Mast,Fibroblast
2184240,TBX2,CRTAM,0.8029685,Neuronal,Myeloid
2183633,TBX2,CAMK2A,0.80296415,Neuronal,Fibroblast
11012788,CNKSR1,XBP1,0.8019094,Fibroblast,Mast
1434151,MAP3K1,DSC1,0.80121523,Pericyte,Cardiomyocyte
1740377,PTPN22,CAMK2A,0.80065346,Myeloid,Fibroblast
2231400,PHKG1,COL9A1,0.79796,Mast,Endothelial
2185860,TBX2,COL9A1,0.7978724,Neuronal,Endothelial
1434348,MAP3K1,CRTAM,0.797258,Pericyte,Myeloid
1433741,MAP3K1,CAMK2A,0.7972538,Pericyte,Fibroblast
4497475,NPW,DSC1,0.79707724,vSMCs,Cardiomyocyte
11014149,CNKSR1,GTF2H3,0.797011,Fibroblast,Pericyte
3881167,CEP76,DSC1,0.7970002,Endothelial,Cardiomyocyte
2229778,PHKG1,CAPN3,0.79684395,Mast,Neuronal
11012177,CNKSR1,CXCL10,0.79637045,Fibroblast,Lymphoid
11013235,CNKSR1,HMMR,0.79610664,Fibroblast,vSMCs
1742604,PTPN22,COL9A1,0.79564863,Myeloid,Endothelial
1740982,PTPN22,CAPN3,0.7944891,Myeloid,Neuronal
4497672,NPW,CRTAM,0.79313123,vSMCs,Myeloid
4497065,NPW,CAMK2A,0.79312706,vSMCs,Fibroblast
3881364,CEP76,CRTAM,0.793056,Endothelial,Myeloid
3880757,CEP76,CAMK2A,0.7930518,Endothelial,Fibroblast
8474635,KDM6A,DSC1,0.79271865,Lymphoid,Cardiomyocyte
1435968,MAP3K1,COL9A1,0.7922426,Pericyte,Endothelial
2184100,TBX2,XBP1,0.7918074,Neuronal,Mast
1434346,MAP3K1,CAPN3,0.7911074,Pericyte,Neuronal
1740844,PTPN22,XBP1,0.789602,Myeloid,Mast
107616,NRTN,CRTAM,0.78927886,Cardiomyocyte,Myeloid
107009,NRTN,CAMK2A,0.78927463,Cardiomyocyte,Fibroblast
8474832,KDM6A,CRTAM,0.7887865,Lymphoid,Myeloid
8474225,KDM6A,CAMK2A,0.7887823,Lymphoid,Fibroblast
4499292,NPW,COL9A1,0.78817457,vSMCs,Endothelial
2231001,PHKG1,GTF2H3,0.78706163,Mast,Pericyte
4497670,NPW,CAPN3,0.7870222,vSMCs,Neuronal
2185461,TBX2,GTF2H3,0.7869712,Neuronal,Pericyte
3881362,CEP76,CAPN3,0.78694606,Endothelial,Neuronal
2229029,PHKG1,CXCL10,0.7864308,Mast,Lymphoid
2183489,TBX2,CXCL10,0.7863389,Neuronal,Lymphoid
1434208,MAP3K1,XBP1,0.78622127,Pericyte,Mast
2230087,PHKG1,HMMR,0.7861746,Mast,vSMCs
2184547,TBX2,HMMR,0.7860789,Neuronal,vSMCs
1742205,PTPN22,GTF2H3,0.7848289,Myeloid,Pericyte
109236,NRTN,COL9A1,0.78436565,Cardiomyocyte,Endothelial
1740233,PTPN22,CXCL10,0.78421694,Myeloid,Lymphoid
1741291,PTPN22,HMMR,0.7840058,Myeloid,vSMCs
8476452,KDM6A,COL9A1,0.78388464,Lymphoid,Endothelial
107614,NRTN,CAPN3,0.78320515,Cardiomyocyte,Neuronal
8474830,KDM6A,CAPN3,0.782719,Lymphoid,Neuronal
4497532,NPW,XBP1,0.7821849,vSMCs,Mast
3881224,CEP76,XBP1,0.7821056,Endothelial,Mast
1433597,MAP3K1,CXCL10,0.7808332,Pericyte,Lymphoid
1434655,MAP3K1,HMMR,0.7806046,Pericyte,vSMCs
107476,NRTN,XBP1,0.7784053,Cardiomyocyte,Mast
8474692,KDM6A,XBP1,0.7779281,Lymphoid,Mast
4498893,NPW,GTF2H3,0.7774603,vSMCs,Pericyte
3882585,CEP76,GTF2H3,0.7773781,Endothelial,Pericyte
4496921,NPW,CXCL10,0.77685547,vSMCs,Lymphoid
3880613,CEP76,CXCL10,0.7767721,Endothelial,Lymphoid
3881671,CEP76,HMMR,0.7765632,Endothelial,vSMCs
108837,NRTN,GTF2H3,0.7737168,Cardiomyocyte,Pericyte
8476053,KDM6A,GTF2H3,0.77324826,Lymphoid,Pericyte
106865,NRTN,CXCL10,0.7731199,Cardiomyocyte,Lymphoid
107923,NRTN,HMMR,0.7729283,Cardiomyocyte,vSMCs
8475139,KDM6A,HMMR,0.77246785,Lymphoid,vSMCs
