,Src,Dst,Prob,Src Cell,Dst Cell
2634288,ADRB2,ERCC2,1.6634842,vSMCs,Fibroblast
2633348,ADRB2,CXCR2,1.624452,vSMCs,Endothelial
4267656,ASXL1,ERCC2,1.6030148,Mast,Fibroblast
2633842,ADRB2,RAP1GAP,1.6010535,vSMCs,Cardiomyocyte
4266716,ASXL1,CXCR2,1.5655457,Mast,Endothelial
2634565,ADRB2,SPN,1.5545139,vSMCs,Myeloid
4267210,ASXL1,RAP1GAP,1.5429533,Mast,Cardiomyocyte
900732,PHF12,ERCC2,1.5243056,Cardiomyocyte,Fibroblast
2635084,ADRB2,UBE2I,1.5120436,vSMCs,Lymphoid
4267933,ASXL1,SPN,1.4982632,Mast,Myeloid
2634347,ADRB2,SENP6,1.4966762,vSMCs,Pericyte
6660024,RNF4,ERCC2,1.4959894,Myeloid,Fibroblast
2633274,ADRB2,AZI2,1.4911712,vSMCs,Mast
899792,PHF12,CXCR2,1.4889215,Cardiomyocyte,Endothelial
4266721,ASXL1,RXRG,1.4809395,Mast,vSMCs
2633965,ADRB2,MAPK6,1.4791467,vSMCs,Neuronal
6659084,RNF4,CXCR2,1.461303,Myeloid,Endothelial
4268452,ASXL1,UBE2I,1.4573241,Mast,Lymphoid
4191756,RAPGEF1,ERCC2,1.454038,Pericyte,Fibroblast
1368276,GDF6,ERCC2,1.4517051,Endothelial,Fibroblast
4267715,ASXL1,SENP6,1.4426413,Mast,Pericyte
6659578,RNF4,RAP1GAP,1.4401323,Myeloid,Cardiomyocyte
4267333,ASXL1,MAPK6,1.4258031,Mast,Neuronal
901009,PHF12,SPN,1.4251359,Cardiomyocyte,Myeloid
4190816,RAPGEF1,CXCR2,1.420344,Pericyte,Endothelial
899797,PHF12,RXRG,1.4086403,Cardiomyocyte,vSMCs
8235708,SCAF11,ERCC2,1.4045137,Lymphoid,Fibroblast
4191310,RAPGEF1,RAP1GAP,1.3997607,Pericyte,Cardiomyocyte
1367830,GDF6,RAP1GAP,1.3976828,Endothelial,Cardiomyocyte
901528,PHF12,UBE2I,1.3861852,Cardiomyocyte,Lymphoid
6659089,RNF4,RXRG,1.382541,Myeloid,vSMCs
9667760,CEP152,CXCR2,1.3811494,Fibroblast,Endothelial
900791,PHF12,SENP6,1.372438,Cardiomyocyte,Pericyte
8234768,SCAF11,CXCR2,1.3721915,Lymphoid,Endothelial
899718,PHF12,AZI2,1.3674508,Cardiomyocyte,Mast
9668254,CEP152,RAP1GAP,1.3609174,Fibroblast,Cardiomyocyte
6660820,RNF4,UBE2I,1.3605032,Myeloid,Lymphoid
4192033,RAPGEF1,SPN,1.3595449,Pericyte,Myeloid
1368553,GDF6,SPN,1.3577974,Endothelial,Myeloid
900409,PHF12,MAPK6,1.3565186,Cardiomyocyte,Neuronal
8235262,SCAF11,RAP1GAP,1.3522402,Lymphoid,Cardiomyocyte
6660083,RNF4,SENP6,1.3470465,Myeloid,Pericyte
2294256,NSD3,ERCC2,1.3459063,Neuronal,Fibroblast
4190821,RAPGEF1,RXRG,1.3438042,Pericyte,vSMCs
6659010,RNF4,AZI2,1.3421581,Myeloid,Mast
1367341,GDF6,RXRG,1.3420597,Endothelial,vSMCs
6659701,RNF4,MAPK6,1.3314381,Myeloid,Neuronal
9668977,CEP152,SPN,1.32264,Fibroblast,Myeloid
4192552,RAPGEF1,UBE2I,1.3223845,Pericyte,Lymphoid
1369072,GDF6,UBE2I,1.3206753,Endothelial,Lymphoid
2293316,NSD3,CXCR2,1.3155056,Neuronal,Endothelial
8235985,SCAF11,SPN,1.3136399,Lymphoid,Myeloid
1368335,GDF6,SENP6,1.3078462,Endothelial,Pericyte
9667765,CEP152,RXRG,1.3072743,Fibroblast,vSMCs
4190742,RAPGEF1,AZI2,1.3045739,Pericyte,Mast
1367262,GDF6,AZI2,1.3031418,Endothelial,Mast
8234773,SCAF11,RXRG,1.2984148,Lymphoid,vSMCs
2293810,NSD3,RAP1GAP,1.29621,Neuronal,Cardiomyocyte
4191433,RAPGEF1,MAPK6,1.2941588,Pericyte,Neuronal
1367953,GDF6,MAPK6,1.2927983,Endothelial,Neuronal
9669496,CEP152,UBE2I,1.2864592,Fibroblast,Lymphoid
9668759,CEP152,SENP6,1.2744089,Fibroblast,Pericyte
9667686,CEP152,AZI2,1.2699045,Fibroblast,Mast
8235767,SCAF11,SENP6,1.2653042,Lymphoid,Pericyte
8234694,SCAF11,AZI2,1.2607511,Lymphoid,Mast
9668377,CEP152,MAPK6,1.2599486,Fibroblast,Neuronal
2294533,NSD3,SPN,1.2598478,Neuronal,Myeloid
8235385,SCAF11,MAPK6,1.2507415,Lymphoid,Neuronal
2293321,NSD3,RXRG,1.2452055,Neuronal,vSMCs
2295052,NSD3,UBE2I,1.2253813,Neuronal,Lymphoid
2294315,NSD3,SENP6,1.2139791,Neuronal,Pericyte
2293242,NSD3,AZI2,1.2097018,Neuronal,Mast
