,Src,Dst,Prob,Src Cell,Dst Cell
7521589,SPAG5,CTTN,0.96103746,Fibroblast,Cardiomyocyte
7522666,SPAG5,GRIN2A,0.9547839,Fibroblast,vSMCs
10904887,PKD2,IL12RB1,0.9537278,vSMCs,Fibroblast
10000159,PARP2,IL12RB1,0.9536816,Endothelial,Fibroblast
9405103,CDCP1,IL12RB1,0.9527934,Myeloid,Fibroblast
7520178,SPAG5,PRKCSH,0.95266706,Fibroblast,Mast
7521052,SPAG5,ANAPC11,0.9523866,Fibroblast,Pericyte
7521784,SPAG5,ERP44,0.9523173,Fibroblast,Endothelial
6850633,UBXN2B,CTTN,0.95171976,vSMCs,Cardiomyocyte
4966187,DSC1,HRH1,0.9517122,Cardiomyocyte,Endothelial
9998965,PARP2,CTTN,0.9516809,Endothelial,Cardiomyocyte
9403909,CDCP1,CTTN,0.9510319,Myeloid,Cardiomyocyte
9517435,FBXW11,IL12RB1,0.9506401,Mast,Fibroblast
2974855,CD14,IL12RB1,0.9504037,Lymphoid,Fibroblast
10267327,TMED7,IL12RB1,0.9503593,Neuronal,Fibroblast
7522199,SPAG5,BNIP2,0.95031834,Fibroblast,Neuronal
4966471,DSC1,IL12RB1,0.9502591,Cardiomyocyte,Fibroblast
7316051,CYLD,HRH1,0.95013905,vSMCs,Endothelial
4966489,DSC1,PRTG,0.9499158,Cardiomyocyte,vSMCs
9516241,FBXW11,CTTN,0.949015,Mast,Cardiomyocyte
4965949,DSC1,CCAR2,0.9489433,Cardiomyocyte,Neuronal
2973661,CD14,CTTN,0.9489388,Lymphoid,Cardiomyocyte
5215139,MDC1,HRH1,0.9486029,Myeloid,Endothelial
5093699,SERPINA5,HRH1,0.9485892,Mast,Endothelial
10266133,TMED7,CTTN,0.9485585,Neuronal,Cardiomyocyte
4964073,DSC1,PIK3CD,0.9483077,Cardiomyocyte,Mast
7520903,SPAG5,ITM2B,0.9476385,Fibroblast,Lymphoid
6329351,HGS,HRH1,0.94733626,Neuronal,Endothelial
7315813,CYLD,CCAR2,0.9472332,vSMCs,Neuronal
10971697,WNT9B,PRTG,0.94716597,Endothelial,vSMCs
5215441,MDC1,PRTG,0.9468157,Myeloid,vSMCs
5094001,SERPINA5,PRTG,0.946802,Mast,vSMCs
7313937,CYLD,PIK3CD,0.9465548,vSMCs,Mast
10971157,WNT9B,CCAR2,0.9462812,Endothelial,Neuronal
4964556,DSC1,ATG13,0.9461792,Cardiomyocyte,Pericyte
4964591,DSC1,ITM2B,0.9459065,Cardiomyocyte,Lymphoid
5214901,MDC1,CCAR2,0.945856,Myeloid,Neuronal
5093461,SERPINA5,CCAR2,0.9458422,Mast,Neuronal
10969281,WNT9B,PIK3CD,0.94568264,Endothelial,Mast
6329653,HGS,PRTG,0.94557446,Neuronal,vSMCs
5213025,MDC1,PIK3CD,0.94522643,Myeloid,Mast
3089939,SSH2,HRH1,0.9449291,Lymphoid,Endothelial
6850096,UBXN2B,ANAPC11,0.9441242,vSMCs,Pericyte
6327237,HGS,PIK3CD,0.9440828,Neuronal,Mast
9998428,PARP2,ANAPC11,0.9439688,Endothelial,Pericyte
2974738,CD14,GRIN2A,0.94389766,Lymphoid,vSMCs
7314455,CYLD,ITM2B,0.9438263,vSMCs,Lymphoid
9403372,CDCP1,ANAPC11,0.9437387,Myeloid,Pericyte
10969799,WNT9B,ITM2B,0.9435549,Endothelial,Lymphoid
5092068,SERPINA5,ATG13,0.9431235,Mast,Pericyte
4245059,CELF6,ITM2B,0.94287366,Myeloid,Lymphoid
5092103,SERPINA5,ITM2B,0.94284934,Mast,Lymphoid
3089701,SSH2,CCAR2,0.9425695,Lymphoid,Neuronal
2972591,CD14,ANAPC1,0.94246966,Lymphoid,Mast
6329056,HGS,TGS1,0.9422717,Neuronal,Pericyte
2975012,CD14,CTDSPL,0.94217896,Lymphoid,Pericyte
6327755,HGS,ITM2B,0.94193465,Neuronal,Lymphoid
