,Src,Dst,Prob,Src Cell,Dst Cell
7559760,ELANE,MAP2K4,0.8596375,Cardiomyocyte,vSMCs
4633056,PTPN22,MAP2K4,0.85932755,Myeloid,vSMCs
7559775,ELANE,AKAP5,0.85825384,Cardiomyocyte,Endothelial
4633071,PTPN22,AKAP5,0.85796833,Myeloid,Endothelial
7562195,ELANE,IRAK3,0.85315394,Cardiomyocyte,Pericyte
4635491,PTPN22,IRAK3,0.8528694,Myeloid,Pericyte
7562143,ELANE,CD96,0.8520526,Cardiomyocyte,Fibroblast
4635439,PTPN22,CD96,0.8519035,Myeloid,Fibroblast
7574940,MAP3K7,MAP2K4,0.850434,Endothelial,vSMCs
5382948,CD58,MAP2K4,0.8503417,Neuronal,vSMCs
5382963,CD58,AKAP5,0.84896773,Neuronal,Endothelial
7559943,ELANE,RGS19,0.8489546,Cardiomyocyte,Neuronal
4633239,PTPN22,RGS19,0.8486834,Myeloid,Neuronal
7561680,ELANE,SORL1,0.8483213,Cardiomyocyte,Myeloid
334080,ARID5B,MAP2K4,0.8477015,Pericyte,vSMCs
334095,ARID5B,AKAP5,0.84633476,Pericyte,Endothelial
7560973,ELANE,SHOC2,0.84633094,Cardiomyocyte,Mast
4634269,PTPN22,SHOC2,0.84608006,Myeloid,Mast
6870588,F2RL2,MAP2K4,0.84571743,Mast,vSMCs
6870603,F2RL2,AKAP5,0.8443589,Mast,Endothelial
7562369,ELANE,CSNK2B,0.8440594,Cardiomyocyte,Lymphoid
7577375,MAP3K7,IRAK3,0.8440168,Endothelial,Pericyte
5385383,CD58,IRAK3,0.84392315,Neuronal,Pericyte
4635665,PTPN22,CSNK2B,0.8438045,Myeloid,Lymphoid
1994787,ESR1,AKAP5,0.84353423,vSMCs,Endothelial
7577323,MAP3K7,CD96,0.8429093,Endothelial,Fibroblast
5385331,CD58,CD96,0.8428041,Neuronal,Fibroblast
336463,ARID5B,CD96,0.840207,Pericyte,Fibroblast
7575123,MAP3K7,RGS19,0.83986086,Endothelial,Neuronal
6873023,F2RL2,IRAK3,0.8393415,Mast,Pericyte
7576860,MAP3K7,SORL1,0.8392321,Endothelial,Myeloid
5384868,CD58,SORL1,0.8391365,Neuronal,Myeloid
1997207,ESR1,IRAK3,0.83852166,vSMCs,Pericyte
2143536,LFNG,MAP2K4,0.83842844,Lymphoid,vSMCs
6872971,F2RL2,CD96,0.8382736,Mast,Fibroblast
1997155,ESR1,CD96,0.8374514,vSMCs,Fibroblast
7576153,MAP3K7,SHOC2,0.8372627,Endothelial,Mast
5384161,CD58,SHOC2,0.83716714,Neuronal,Mast
334263,ARID5B,RGS19,0.8371636,Pericyte,Neuronal
2143551,LFNG,AKAP5,0.8370965,Lymphoid,Endothelial
336000,ARID5B,SORL1,0.83653754,Pericyte,Myeloid
6870771,F2RL2,RGS19,0.8352116,Mast,Neuronal
7577549,MAP3K7,CSNK2B,0.83501613,Endothelial,Lymphoid
5385557,CD58,CSNK2B,0.83492124,Neuronal,Lymphoid
6872508,F2RL2,SORL1,0.8345905,Mast,Myeloid
335293,ARID5B,SHOC2,0.8345746,Pericyte,Mast
1994955,ESR1,RGS19,0.83439547,vSMCs,Neuronal
1996692,ESR1,SORL1,0.83377457,vSMCs,Myeloid
336689,ARID5B,CSNK2B,0.83233505,Pericyte,Lymphoid
2145971,LFNG,IRAK3,0.83212173,Lymphoid,Pericyte
1995985,ESR1,SHOC2,0.8318185,vSMCs,Mast
2145919,LFNG,CD96,0.8311467,Lymphoid,Fibroblast
6873197,F2RL2,CSNK2B,0.8303973,Mast,Lymphoid
1997381,ESR1,CSNK2B,0.82958555,vSMCs,Lymphoid
2143719,LFNG,RGS19,0.8280347,Lymphoid,Neuronal
2145456,LFNG,SORL1,0.8274296,Lymphoid,Myeloid
2144749,LFNG,SHOC2,0.82549,Lymphoid,Mast
