,Src,Dst,Prob,Src Cell,Dst Cell
2065610,CD200,CXCL3,1.2655976,Fibroblast,Cardiomyocyte
1057658,GATA3,CXCL3,1.2597787,Endothelial,Cardiomyocyte
2554406,LILRB1,CXCL3,1.2593426,Myeloid,Cardiomyocyte
2414750,PTPRG,CXCL3,1.258782,vSMCs,Cardiomyocyte
8529254,PPP2R3A,CXCL3,1.2525461,Pericyte,Cardiomyocyte
6161174,APPL1,CXCL3,1.2516797,Mast,Cardiomyocyte
10633202,PDGFD,CXCL3,1.2515048,Lymphoid,Cardiomyocyte
2064859,CD200,IKBKB,1.2477645,Fibroblast,Endothelial
2065748,CD200,MAP3K4,1.2467988,Fibroblast,Pericyte
2067015,CD200,POLA2,1.246216,Fibroblast,Myeloid
3771842,NSD3,CXCL3,1.2452233,Neuronal,Cardiomyocyte
2413999,PTPRG,IKBKB,1.2419299,vSMCs,Endothelial
2553655,LILRB1,IKBKB,1.2414958,Myeloid,Endothelial
1057796,GATA3,MAP3K4,1.2413515,Endothelial,Pericyte
2416155,PTPRG,POLA2,1.2413003,vSMCs,Myeloid
2414888,PTPRG,MAP3K4,1.2412877,vSMCs,Pericyte
1059063,GATA3,POLA2,1.240912,Endothelial,Myeloid
5844679,EFNA4,IKBKB,1.2409103,Cardiomyocyte,Endothelial
2416205,PTPRG,POLD1,1.240707,vSMCs,Fibroblast
2064615,CD200,NCOR1,1.2406553,Fibroblast,vSMCs
2554544,LILRB1,MAP3K4,1.2404982,Myeloid,Pericyte
5845568,EFNA4,MAP3K4,1.2402102,Cardiomyocyte,Pericyte
5846835,EFNA4,POLA2,1.2401142,Cardiomyocyte,Myeloid
1059113,GATA3,POLD1,1.2398721,Endothelial,Fibroblast
5846885,EFNA4,POLD1,1.2394143,Cardiomyocyte,Fibroblast
3269321,SDC3,POLD1,1.2389314,Myeloid,Fibroblast
2065392,CD200,SOX10,1.237553,Fibroblast,Neuronal
8530659,PPP2R3A,POLA2,1.2367373,Pericyte,Myeloid
8530709,PPP2R3A,POLD1,1.236663,Pericyte,Fibroblast
8528503,PPP2R3A,IKBKB,1.2365592,Pericyte,Endothelial
2067109,CD200,STRN4,1.235888,Fibroblast,Lymphoid
2065803,CD200,PRNP,1.2358489,Fibroblast,Mast
1056663,GATA3,NCOR1,1.2352622,Endothelial,vSMCs
10632451,PDGFD,IKBKB,1.2351471,Lymphoid,Endothelial
6160423,APPL1,IKBKB,1.2350581,Mast,Endothelial
10634607,PDGFD,POLA2,1.2349298,Lymphoid,Myeloid
10633340,PDGFD,MAP3K4,1.2346516,Lymphoid,Pericyte
10634657,PDGFD,POLD1,1.2346021,Lymphoid,Fibroblast
6162579,APPL1,POLA2,1.2345715,Mast,Myeloid
6161312,APPL1,MAP3K4,1.2344683,Mast,Pericyte
2553411,LILRB1,NCOR1,1.2343727,Myeloid,vSMCs
3897773,TESK1,POLD1,1.2342914,Mast,Fibroblast
5844435,EFNA4,NCOR1,1.2341926,Cardiomyocyte,vSMCs
2414532,PTPRG,SOX10,1.2333995,vSMCs,Neuronal
1057440,GATA3,SOX10,1.2324584,Endothelial,Neuronal
5845212,EFNA4,SOX10,1.2320877,Cardiomyocyte,Neuronal
2414943,PTPRG,PRNP,1.232031,vSMCs,Mast
3267648,SDC3,SOX10,1.2316618,Myeloid,Neuronal
2416249,PTPRG,STRN4,1.2314137,vSMCs,Lymphoid
1057851,GATA3,PRNP,1.2308395,Endothelial,Mast
1059157,GATA3,STRN4,1.2307229,Endothelial,Lymphoid
5845623,EFNA4,PRNP,1.2306603,Cardiomyocyte,Mast
3268059,SDC3,PRNP,1.2303576,Myeloid,Mast
8528259,PPP2R3A,NCOR1,1.2303252,Pericyte,vSMCs
5846929,EFNA4,STRN4,1.2301637,Cardiomyocyte,Lymphoid
3269365,SDC3,STRN4,1.229617,Myeloid,Lymphoid
8529036,PPP2R3A,SOX10,1.2295077,Pericyte,Neuronal
3771091,NSD3,IKBKB,1.2290056,Neuronal,Endothelial
3773247,NSD3,POLA2,1.2288489,Neuronal,Myeloid
10632207,PDGFD,NCOR1,1.2287331,Lymphoid,vSMCs
3773297,NSD3,POLD1,1.2285612,Neuronal,Fibroblast
3771980,NSD3,MAP3K4,1.2285334,Neuronal,Pericyte
6160179,APPL1,NCOR1,1.2285169,Mast,vSMCs
8529447,PPP2R3A,PRNP,1.2284343,Pericyte,Mast
10632984,PDGFD,SOX10,1.2273958,Lymphoid,Neuronal
8530753,PPP2R3A,STRN4,1.2272403,Pericyte,Lymphoid
3896100,TESK1,SOX10,1.2271034,Mast,Neuronal
10633395,PDGFD,PRNP,1.2261816,Lymphoid,Mast
3897817,TESK1,STRN4,1.2249445,Mast,Lymphoid
3770847,NSD3,NCOR1,1.2226516,Neuronal,vSMCs
3772035,NSD3,PRNP,1.2202128,Neuronal,Mast
3773341,NSD3,STRN4,1.2192663,Neuronal,Lymphoid
