,Src,Dst,Prob,Src Cell,Dst Cell
6915248,NGF,PPP1R1B,1.1182986,Endothelial,Fibroblast
3029168,TDG,PPP1R1B,1.114838,vSMCs,Fibroblast
4738436,DSC1,PPP1R1B,1.1143932,Cardiomyocyte,Fibroblast
718772,DLL1,PPP1R1B,1.1120061,Mast,Fibroblast
6915849,NGF,KLRK1,1.1118685,Endothelial,Myeloid
3029769,TDG,KLRK1,1.1081382,vSMCs,Myeloid
4739037,DSC1,KLRK1,1.1080081,Cardiomyocyte,Myeloid
1183280,SCAF11,PPP1R1B,1.1065999,Lymphoid,Fibroblast
719373,DLL1,KLRK1,1.1054715,Mast,Myeloid
9823736,AIP,PPP1R1B,1.1017911,Myeloid,Fibroblast
3029826,TDG,RFWD3,1.1008214,vSMCs,Endothelial
4739094,DSC1,RFWD3,1.1006793,Cardiomyocyte,Endothelial
1183881,SCAF11,KLRK1,1.1003878,Lymphoid,Myeloid
4225352,MAML1,PPP1R1B,1.0999193,Neuronal,Fibroblast
7382792,IL32,PPP1R1B,1.0996143,Pericyte,Fibroblast
467385,SLA2,KLRK1,1.0992935,Fibroblast,Myeloid
6914946,NGF,NINL,1.0981747,Endothelial,Mast
719430,DLL1,RFWD3,1.0981661,Mast,Endothelial
6915438,NGF,PSMA5,1.0967733,Endothelial,vSMCs
4738134,DSC1,NINL,1.0943743,Cardiomyocyte,Mast
3028866,TDG,NINL,1.0943301,vSMCs,Mast
7383393,IL32,KLRK1,1.0935022,Pericyte,Myeloid
4225953,MAML1,KLRK1,1.0933416,Neuronal,Myeloid
1183938,SCAF11,RFWD3,1.0931041,Lymphoid,Endothelial
4738626,DSC1,PSMA5,1.0929677,Cardiomyocyte,vSMCs
467442,SLA2,RFWD3,1.0920428,Fibroblast,Endothelial
718962,DLL1,PSMA5,1.090448,Mast,vSMCs
6913084,NGF,L3MBTL2,1.0899875,Endothelial,Neuronal
6914453,NGF,MIB1,1.0898582,Endothelial,Pericyte
9824394,AIP,RFWD3,1.0881443,Myeloid,Endothelial
1182978,SCAF11,NINL,1.0869188,Lymphoid,Mast
6913618,NGF,CXCL3,1.0866325,Endothelial,Cardiomyocyte
7383450,IL32,RFWD3,1.0862614,Pericyte,Endothelial
4736272,DSC1,L3MBTL2,1.0862279,Cardiomyocyte,Neuronal
4226010,MAML1,RFWD3,1.0861211,Neuronal,Endothelial
4737641,DSC1,MIB1,1.0860945,Cardiomyocyte,Pericyte
3027004,TDG,L3MBTL2,1.0860115,vSMCs,Neuronal
3028373,TDG,MIB1,1.0859417,vSMCs,Pericyte
466482,SLA2,NINL,1.0854902,Fibroblast,Mast
1183470,SCAF11,PSMA5,1.0854646,Lymphoid,vSMCs
466974,SLA2,PSMA5,1.0843179,Fibroblast,vSMCs
716608,DLL1,L3MBTL2,1.0835613,Mast,Neuronal
717977,DLL1,MIB1,1.0834614,Mast,Pericyte
3028813,TDG,ASB2,1.0829926,vSMCs,Cardiomyocyte
9823434,AIP,NINL,1.0818563,Myeloid,Mast
9823926,AIP,PSMA5,1.080507,Myeloid,vSMCs
717142,DLL1,CXCL3,1.0803714,Mast,Cardiomyocyte
7382490,IL32,NINL,1.080151,Pericyte,Mast
6913435,NGF,DPYSL2,1.0797381,Endothelial,Lymphoid
4225050,MAML1,NINL,1.0797356,Neuronal,Mast
1181116,SCAF11,L3MBTL2,1.0788989,Lymphoid,Neuronal
1182485,SCAF11,MIB1,1.0787402,Lymphoid,Pericyte
7382982,IL32,PSMA5,1.0786787,Pericyte,vSMCs
4225542,MAML1,PSMA5,1.0784708,Neuronal,vSMCs
464620,SLA2,L3MBTL2,1.0771339,Fibroblast,Neuronal
465989,SLA2,MIB1,1.0771033,Fibroblast,Pericyte
3027355,TDG,DPYSL2,1.0761225,vSMCs,Lymphoid
4736623,DSC1,DPYSL2,1.0759888,Cardiomyocyte,Lymphoid
1181650,SCAF11,CXCL3,1.0754223,Lymphoid,Cardiomyocyte
466429,SLA2,ASB2,1.0744998,Fibroblast,Cardiomyocyte
9821572,AIP,L3MBTL2,1.073752,Myeloid,Neuronal
9822941,AIP,MIB1,1.0736389,Myeloid,Pericyte
716959,DLL1,DPYSL2,1.0735292,Mast,Lymphoid
7380628,IL32,L3MBTL2,1.0722145,Pericyte,Neuronal
4224557,MAML1,MIB1,1.0714704,Neuronal,Pericyte
9822106,AIP,CXCL3,1.0705193,Myeloid,Cardiomyocyte
7381162,IL32,CXCL3,1.0686967,Pericyte,Cardiomyocyte
4223722,MAML1,CXCL3,1.0685095,Neuronal,Cardiomyocyte
464971,SLA2,DPYSL2,1.0675377,Fibroblast,Lymphoid
9821923,AIP,DPYSL2,1.0637335,Myeloid,Lymphoid
7380979,IL32,DPYSL2,1.0618975,Pericyte,Lymphoid
4223539,MAML1,DPYSL2,1.0617526,Neuronal,Lymphoid
