,Src,Dst,Prob,Src Cell,Dst Cell
309265,ELAVL1,HOXB7,1.1311878,Mast,Myeloid
307070,ELAVL1,RNF43,1.131187,Mast,Fibroblast
6766837,SIAH1,HOXB7,1.129328,Fibroblast,Myeloid
306860,ELAVL1,BRAF,1.1277322,Mast,vSMCs
309185,ELAVL1,FZD2,1.1277304,Mast,Endothelial
308614,ELAVL1,INHBA,1.127442,Mast,Lymphoid
3339193,SMARCB1,HOXB7,1.1265793,vSMCs,Myeloid
3336998,SMARCB1,RNF43,1.1265786,vSMCs,Fibroblast
6764432,SIAH1,BRAF,1.1258892,Fibroblast,vSMCs
6766757,SIAH1,FZD2,1.1258874,Fibroblast,Endothelial
6766186,SIAH1,INHBA,1.1255648,Fibroblast,Lymphoid
3338542,SMARCB1,INHBA,1.1230443,vSMCs,Lymphoid
3339113,SMARCB1,FZD2,1.1230427,vSMCs,Endothelial
6585518,TYSND1,RNF43,1.1229851,Myeloid,Fibroblast
2695561,TFG,HOXB7,1.1225929,Cardiomyocyte,Myeloid
2693366,TFG,RNF43,1.122592,Cardiomyocyte,Fibroblast
10662025,CCN3,HOXB7,1.1225797,Neuronal,Myeloid
10659830,CCN3,RNF43,1.1225787,Neuronal,Fibroblast
307543,ELAVL1,CAMK2A,1.1200188,Mast,Cardiomyocyte
7689781,RDX,HOXB7,1.119663,Pericyte,Myeloid
7687586,RDX,RNF43,1.1196623,Pericyte,Fibroblast
6587062,TYSND1,INHBA,1.1194777,Myeloid,Lymphoid
6585308,TYSND1,BRAF,1.1194551,Myeloid,vSMCs
6587633,TYSND1,FZD2,1.1194532,Myeloid,Endothelial
6766047,SIAH1,ITGB4,1.1194501,Fibroblast,Mast
8470033,CD1D,HOXB7,1.1194073,Endothelial,Myeloid
8467838,CD1D,RNF43,1.1194066,Endothelial,Fibroblast
2693156,TFG,BRAF,1.1193036,Cardiomyocyte,vSMCs
2695481,TFG,FZD2,1.119302,Cardiomyocyte,Endothelial
10659620,CCN3,BRAF,1.1192907,Neuronal,vSMCs
10661945,CCN3,FZD2,1.1192892,Neuronal,Endothelial
2694910,TFG,INHBA,1.118581,Cardiomyocyte,Lymphoid
10661374,CCN3,INHBA,1.1185671,Neuronal,Lymphoid
6765115,SIAH1,CAMK2A,1.1182039,Fibroblast,Cardiomyocyte
309058,ELAVL1,GTF2H3,1.1175865,Mast,Pericyte
3338403,SMARCB1,ITGB4,1.1168032,vSMCs,Mast
7687376,RDX,BRAF,1.1162567,Pericyte,vSMCs
7689701,RDX,FZD2,1.116255,Pericyte,Endothelial
8467628,CD1D,BRAF,1.115944,Endothelial,vSMCs
7689130,RDX,INHBA,1.1159257,Pericyte,Lymphoid
8469382,CD1D,INHBA,1.1157922,Endothelial,Lymphoid
6766630,SIAH1,GTF2H3,1.1157713,Fibroblast,Pericyte
3337471,SMARCB1,CAMK2A,1.1152352,vSMCs,Cardiomyocyte
9569065,CBY1,HOXB7,1.1150366,Lymphoid,Myeloid
9566870,CBY1,RNF43,1.1150358,Lymphoid,Fibroblast
307724,ELAVL1,CD9,1.1146781,Mast,Neuronal
6586923,TYSND1,ITGB4,1.1132464,Myeloid,Mast
3338986,SMARCB1,GTF2H3,1.1128482,vSMCs,Pericyte
6765296,SIAH1,CD9,1.1128459,Fibroblast,Neuronal
2694771,TFG,ITGB4,1.1126779,Cardiomyocyte,Mast
10661235,CCN3,ITGB4,1.1126646,Neuronal,Mast
10660303,CCN3,CAMK2A,1.1118287,Neuronal,Cardiomyocyte
6585991,TYSND1,CAMK2A,1.1116604,Myeloid,Cardiomyocyte
9566660,CBY1,BRAF,1.1116184,Lymphoid,vSMCs
9568985,CBY1,FZD2,1.1116166,Lymphoid,Endothelial
3337652,SMARCB1,CD9,1.1101325,vSMCs,Neuronal
7688991,RDX,ITGB4,1.1098676,Pericyte,Mast
8469243,CD1D,ITGB4,1.109657,Endothelial,Mast
2695354,TFG,GTF2H3,1.1093739,Cardiomyocyte,Pericyte
10661818,CCN3,GTF2H3,1.1093615,Neuronal,Pericyte
6587506,TYSND1,GTF2H3,1.1092837,Myeloid,Pericyte
7688059,RDX,CAMK2A,1.1086414,Pericyte,Cardiomyocyte
8468311,CD1D,CAMK2A,1.1082513,Endothelial,Cardiomyocyte
6586172,TYSND1,CD9,1.1065911,Myeloid,Neuronal
2694020,TFG,CD9,1.1062152,Cardiomyocyte,Neuronal
8469826,CD1D,GTF2H3,1.1058608,Endothelial,Pericyte
9568275,CBY1,ITGB4,1.1053008,Lymphoid,Mast
9567343,CBY1,CAMK2A,1.103999,Lymphoid,Cardiomyocyte
7688240,RDX,CD9,1.1033223,Pericyte,Neuronal
8468492,CD1D,CD9,1.1030675,Endothelial,Neuronal
9568858,CBY1,GTF2H3,1.1016059,Lymphoid,Pericyte
9567524,CBY1,CD9,1.098762,Lymphoid,Neuronal
