,Src,Dst,Prob,Src Cell,Dst Cell
10976721,DUSP18,PPP1CA,1.3387903,Fibroblast,Pericyte
611817,HMMR,PPP1CA,1.3373878,vSMCs,Pericyte
7670517,SP3,PPP1CA,1.33269,Mast,Pericyte
10976284,DUSP18,JMJD1C,1.331495,Fibroblast,Endothelial
8226105,GNRH1,PPP1CA,1.3313766,Cardiomyocyte,Pericyte
611380,HMMR,JMJD1C,1.3301119,vSMCs,Endothelial
10975679,DUSP18,STRN4,1.328688,Fibroblast,Lymphoid
10977606,DUSP18,LRFN4,1.3282512,Fibroblast,Cardiomyocyte
10976434,DUSP18,ACVR1,1.3280553,Fibroblast,vSMCs
10978009,DUSP18,ARID4A,1.327894,Fibroblast,Myeloid
7372989,CAPNS1,PPP1CA,1.3277448,Myeloid,Pericyte
10976925,DUSP18,PLAAT4,1.3274822,Fibroblast,Mast
610775,HMMR,STRN4,1.3273611,vSMCs,Lymphoid
4734705,HGS,PPP1CA,1.3271405,Neuronal,Pericyte
612702,HMMR,LRFN4,1.3269254,vSMCs,Cardiomyocyte
1155261,MAP2K5,PPP1CA,1.3266661,Endothelial,Pericyte
613105,HMMR,ARID4A,1.3265831,vSMCs,Myeloid
612021,HMMR,PLAAT4,1.326123,vSMCs,Mast
7670080,SP3,JMJD1C,1.3254409,Mast,Endothelial
8225668,GNRH1,JMJD1C,1.3241359,Cardiomyocyte,Endothelial
5827228,IL34,JMJD1C,1.3240253,Pericyte,Endothelial
7669475,SP3,STRN4,1.3227061,Mast,Lymphoid
7671402,SP3,LRFN4,1.322272,Mast,Cardiomyocyte
7670230,SP3,ACVR1,1.3220282,Mast,vSMCs
7671805,SP3,ARID4A,1.3219326,Mast,Myeloid
10977820,DUSP18,TP53INP1,1.3216172,Fibroblast,Neuronal
8225063,GNRH1,STRN4,1.3214091,Cardiomyocyte,Lymphoid
5826623,IL34,STRN4,1.3212955,Pericyte,Lymphoid
5828550,IL34,LRFN4,1.3208618,Pericyte,Cardiomyocyte
8225818,GNRH1,ACVR1,1.3207276,Cardiomyocyte,vSMCs
8227393,GNRH1,ARID4A,1.3206378,Cardiomyocyte,Myeloid
5827378,IL34,ACVR1,1.3206166,Pericyte,vSMCs
5828953,IL34,ARID4A,1.3205234,Pericyte,Myeloid
7372552,CAPNS1,JMJD1C,1.3205227,Myeloid,Endothelial
612916,HMMR,TP53INP1,1.3202167,vSMCs,Neuronal
8226309,GNRH1,PLAAT4,1.3201692,Cardiomyocyte,Mast
5827869,IL34,PLAAT4,1.3200577,Pericyte,Mast
4734268,HGS,JMJD1C,1.3199259,Neuronal,Endothelial
7371947,CAPNS1,STRN4,1.3177977,Myeloid,Lymphoid
7373874,CAPNS1,LRFN4,1.317365,Myeloid,Cardiomyocyte
4733663,HGS,STRN4,1.317222,Neuronal,Lymphoid
7372702,CAPNS1,ACVR1,1.3171225,Myeloid,vSMCs
4735590,HGS,LRFN4,1.3167899,Neuronal,Cardiomyocyte
1154219,MAP2K5,STRN4,1.3166646,Endothelial,Lymphoid
7373193,CAPNS1,PLAAT4,1.3165647,Myeloid,Mast
4734418,HGS,ACVR1,1.3165312,Neuronal,vSMCs
4735993,HGS,ARID4A,1.3164574,Neuronal,Myeloid
1156146,MAP2K5,LRFN4,1.3162317,Endothelial,Cardiomyocyte
1154974,MAP2K5,ACVR1,1.3160313,Endothelial,vSMCs
4734909,HGS,PLAAT4,1.3159771,Neuronal,Mast
1156549,MAP2K5,ARID4A,1.3158798,Endothelial,Myeloid
7671616,SP3,TP53INP1,1.3155773,Mast,Neuronal
1155465,MAP2K5,PLAAT4,1.3154649,Endothelial,Mast
8227204,GNRH1,TP53INP1,1.3142792,Cardiomyocyte,Neuronal
5828764,IL34,TP53INP1,1.3141712,Pericyte,Neuronal
610713,HMMR,SPAG5,1.3110459,vSMCs,Fibroblast
7374088,CAPNS1,TP53INP1,1.3106956,Myeloid,Neuronal
1156360,MAP2K5,TP53INP1,1.3096462,Endothelial,Neuronal
2733981,TTN,PPP1CA,1.306755,Lymphoid,Pericyte
7669413,SP3,SPAG5,1.306432,Mast,Fibroblast
8225001,GNRH1,SPAG5,1.3051374,Cardiomyocyte,Fibroblast
5826561,IL34,SPAG5,1.3050334,Pericyte,Fibroblast
7371885,CAPNS1,SPAG5,1.3015847,Myeloid,Fibroblast
4733601,HGS,SPAG5,1.3009654,Neuronal,Fibroblast
1154157,MAP2K5,SPAG5,1.3005966,Endothelial,Fibroblast
2733544,TTN,JMJD1C,1.2996545,Lymphoid,Endothelial
2734866,TTN,LRFN4,1.296582,Lymphoid,Cardiomyocyte
2733694,TTN,ACVR1,1.2963148,Lymphoid,vSMCs
2735269,TTN,ARID4A,1.2962587,Lymphoid,Myeloid
2734185,TTN,PLAAT4,1.295772,Lymphoid,Mast
2735080,TTN,TP53INP1,1.289965,Lymphoid,Neuronal
2732877,TTN,SPAG5,1.2809616,Lymphoid,Fibroblast
