,Src,Dst,Prob,Src Cell,Dst Cell
2569360,IL12RB1,SLIT2,0.96578777,Myeloid,Fibroblast
2569508,IL12RB1,NGLY1,0.9647567,Myeloid,Endothelial
2569039,IL12RB1,ANGPTL1,0.96335566,Myeloid,vSMCs
2570665,IL12RB1,PAK6,0.962503,Myeloid,Cardiomyocyte
6810652,HPGDS,SLIT2,0.9615283,Endothelial,Fibroblast
2569652,IL12RB1,CTHRC1,0.96046466,Myeloid,Neuronal
6809765,HPGDS,PDCD1LG2,0.9602645,Endothelial,Myeloid
8195068,E4F1,SLIT2,0.9602094,Pericyte,Fibroblast
2569906,IL12RB1,MAP3K5,0.96005946,Myeloid,Mast
2569021,IL12RB1,CABP1,0.9597441,Myeloid,Pericyte
2571116,IL12RB1,ADGRG1,0.95963377,Myeloid,Lymphoid
8195216,E4F1,NGLY1,0.9591232,Pericyte,Endothelial
6810331,HPGDS,ANGPTL1,0.9591145,Endothelial,vSMCs
8194181,E4F1,PDCD1LG2,0.95890164,Pericyte,Myeloid
10954792,NTRK1,SLIT2,0.95841783,Cardiomyocyte,Fibroblast
6811957,HPGDS,PAK6,0.9582313,Endothelial,Cardiomyocyte
6103264,LIMK2,SLIT2,0.958218,vSMCs,Fibroblast
8194747,E4F1,ANGPTL1,0.95780647,Pericyte,vSMCs
10954940,NTRK1,NGLY1,0.9573957,Cardiomyocyte,Endothelial
10953905,NTRK1,PDCD1LG2,0.9572046,Cardiomyocyte,Myeloid
6103412,LIMK2,NGLY1,0.9571096,vSMCs,Endothelial
8196373,E4F1,PAK6,0.9568897,Pericyte,Cardiomyocyte
6102377,LIMK2,PDCD1LG2,0.9568768,vSMCs,Myeloid
6810944,HPGDS,CTHRC1,0.95633084,Endothelial,Neuronal
10954471,NTRK1,ANGPTL1,0.956004,Cardiomyocyte,vSMCs
6811198,HPGDS,MAP3K5,0.95588315,Endothelial,Mast
6810313,HPGDS,CABP1,0.95563173,Endothelial,Pericyte
6812408,HPGDS,ADGRG1,0.95547116,Endothelial,Lymphoid
8195360,E4F1,CTHRC1,0.9551228,Pericyte,Neuronal
8702080,PRKAR2A,SLIT2,0.9551026,Neuronal,Fibroblast
1907512,PLA2G6,SLIT2,0.95502746,Mast,Fibroblast
6104569,LIMK2,PAK6,0.95488364,vSMCs,Cardiomyocyte
8195614,E4F1,MAP3K5,0.95463073,Pericyte,Mast
8196824,E4F1,ADGRG1,0.95423144,Pericyte,Lymphoid
8702228,PRKAR2A,NGLY1,0.9540037,Neuronal,Endothelial
1907660,PLA2G6,NGLY1,0.9539078,Mast,Endothelial
8701193,PRKAR2A,PDCD1LG2,0.9537745,Neuronal,Myeloid
157889,FBXO6,PDCD1LG2,0.95367455,Mast,Myeloid
911996,CBX4,CTHRC1,0.9532484,Cardiomyocyte,Neuronal
6103556,LIMK2,CTHRC1,0.9532239,vSMCs,Neuronal
10955338,NTRK1,MAP3K5,0.9527311,Cardiomyocyte,Mast
8701759,PRKAR2A,ANGPTL1,0.952717,Neuronal,vSMCs
6103810,LIMK2,MAP3K5,0.9526973,vSMCs,Mast
1907191,PLA2G6,ANGPTL1,0.95264727,Mast,vSMCs
911365,CBX4,CABP1,0.95258176,Cardiomyocyte,Pericyte
6102925,LIMK2,CABP1,0.9525604,vSMCs,Pericyte
913460,CBX4,ADGRG1,0.9523385,Cardiomyocyte,Lymphoid
6105020,LIMK2,ADGRG1,0.9523083,vSMCs,Lymphoid
11024620,UBB,SLIT2,0.9518341,Lymphoid,Fibroblast
8703385,PRKAR2A,PAK6,0.95178425,Neuronal,Cardiomyocyte
1908817,PLA2G6,PAK6,0.95169103,Mast,Cardiomyocyte
11024768,UBB,NGLY1,0.95071685,Lymphoid,Endothelial
11023733,UBB,PDCD1LG2,0.95047766,Lymphoid,Myeloid
1907804,PLA2G6,CTHRC1,0.95010054,Mast,Neuronal
8702626,PRKAR2A,MAP3K5,0.94958866,Neuronal,Mast
11024299,UBB,ANGPTL1,0.9494622,Lymphoid,vSMCs
1907173,PLA2G6,CABP1,0.9494484,Mast,Pericyte
8701741,PRKAR2A,CABP1,0.9494401,Neuronal,Pericyte
8703836,PRKAR2A,ADGRG1,0.94919866,Neuronal,Lymphoid
1909268,PLA2G6,ADGRG1,0.949172,Mast,Lymphoid
11025925,UBB,PAK6,0.9485076,Lymphoid,Cardiomyocyte
11024912,UBB,CTHRC1,0.9469282,Lymphoid,Neuronal
11025166,UBB,MAP3K5,0.9463813,Lymphoid,Mast
201428,EFNB3,NGLY1,0.9463522,Fibroblast,Endothelial
11024281,UBB,CABP1,0.94627905,Lymphoid,Pericyte
200393,EFNB3,PDCD1LG2,0.9460866,Fibroblast,Myeloid
200959,EFNB3,ANGPTL1,0.9451745,Fibroblast,vSMCs
202585,EFNB3,PAK6,0.9441597,Fibroblast,Cardiomyocyte
201572,EFNB3,CTHRC1,0.94283,Fibroblast,Neuronal
200941,EFNB3,CABP1,0.94221824,Fibroblast,Pericyte
201826,EFNB3,MAP3K5,0.9422022,Fibroblast,Mast
203036,EFNB3,ADGRG1,0.94184643,Fibroblast,Lymphoid
