,Src,Dst,Prob,Src Cell,Dst Cell
5076172,NUDT3,VPS11,1.3184133,vSMCs,Myeloid
5073321,NUDT3,MAP3K6,1.3181262,vSMCs,Pericyte
5074514,NUDT3,ABL2,1.3168163,vSMCs,Neuronal
5075172,NUDT3,PPM1B,1.3164778,vSMCs,Lymphoid
10735276,PDGFD,VPS11,1.3158593,Lymphoid,Myeloid
5075116,NUDT3,ACE,1.315697,vSMCs,Mast
10732425,PDGFD,MAP3K6,1.3156031,Lymphoid,Pericyte
10547044,TNFRSF25,VPS11,1.315591,Mast,Myeloid
3697828,GRK6,VPS11,1.3154198,Pericyte,Myeloid
10544193,TNFRSF25,MAP3K6,1.3153296,Mast,Pericyte
5074938,NUDT3,EGF,1.315162,vSMCs,Cardiomyocyte
5075612,NUDT3,SOX9,1.3143889,vSMCs,Fibroblast
10733618,PDGFD,ABL2,1.3142899,Lymphoid,Neuronal
5425312,MT3,VPS11,1.314157,Neuronal,Myeloid
10545386,TNFRSF25,ABL2,1.3140177,Mast,Neuronal
10733915,PDGFD,UBR1,1.3139989,Lymphoid,vSMCs
5422461,MT3,MAP3K6,1.3139079,Neuronal,Pericyte
3696170,GRK6,ABL2,1.3138427,Pericyte,Neuronal
10545683,TNFRSF25,UBR1,1.3137312,Mast,vSMCs
10546044,TNFRSF25,PPM1B,1.3137261,Mast,Lymphoid
3696467,GRK6,UBR1,1.3135605,Pericyte,vSMCs
3696828,GRK6,PPM1B,1.3135417,Pericyte,Lymphoid
2465212,IRAK1BP1,VPS11,1.313207,Cardiomyocyte,Myeloid
3958924,CDH23,VPS11,1.3132046,Endothelial,Myeloid
10734220,PDGFD,ACE,1.3131967,Lymphoid,Mast
7131729,FZD5,MAP3K6,1.3129284,Myeloid,Pericyte
2462361,IRAK1BP1,MAP3K6,1.3129283,Cardiomyocyte,Pericyte
3956073,CDH23,MAP3K6,1.3129259,Endothelial,Pericyte
3696772,GRK6,ACE,1.3127415,Pericyte,Mast
10734042,PDGFD,EGF,1.3125982,Lymphoid,Cardiomyocyte
10545810,TNFRSF25,EGF,1.3123333,Mast,Cardiomyocyte
3797016,VWF,PPM1B,1.3123292,Neuronal,Lymphoid
5423951,MT3,UBR1,1.3122988,Neuronal,vSMCs
3696594,GRK6,EGF,1.3121654,Pericyte,Cardiomyocyte
10734716,PDGFD,SOX9,1.3118896,Lymphoid,Fibroblast
7132922,FZD5,ABL2,1.3116224,Myeloid,Neuronal
2463554,IRAK1BP1,ABL2,1.3116221,Cardiomyocyte,Neuronal
3957266,CDH23,ABL2,1.3116199,Endothelial,Neuronal
10546484,TNFRSF25,SOX9,1.311614,Mast,Fibroblast
5424256,MT3,ACE,1.3115085,Neuronal,Mast
3697268,GRK6,SOX9,1.3114356,Pericyte,Fibroblast
7133219,FZD5,UBR1,1.3113514,Myeloid,vSMCs
2463851,IRAK1BP1,UBR1,1.3113513,Cardiomyocyte,vSMCs
3957563,CDH23,UBR1,1.3113489,Endothelial,vSMCs
7133580,FZD5,PPM1B,1.3112984,Myeloid,Lymphoid
2464212,IRAK1BP1,PPM1B,1.3112981,Cardiomyocyte,Lymphoid
3957924,CDH23,PPM1B,1.3112957,Endothelial,Lymphoid
5424078,MT3,EGF,1.3108965,Neuronal,Cardiomyocyte
2255728,MFAP3L,VPS11,1.3108479,Fibroblast,Myeloid
2252877,MFAP3L,MAP3K6,1.3105773,Fibroblast,Pericyte
7133524,FZD5,ACE,1.310513,Myeloid,Mast
2464156,IRAK1BP1,ACE,1.3105128,Cardiomyocyte,Mast
3957868,CDH23,ACE,1.3105104,Endothelial,Mast
5424752,MT3,SOX9,1.310203,Neuronal,Fibroblast
7133346,FZD5,EGF,1.309965,Myeloid,Cardiomyocyte
3957690,CDH23,EGF,1.3099625,Endothelial,Cardiomyocyte
2254070,MFAP3L,ABL2,1.309272,Fibroblast,Neuronal
7134020,FZD5,SOX9,1.3092098,Myeloid,Fibroblast
2464652,IRAK1BP1,SOX9,1.3092097,Cardiomyocyte,Fibroblast
3958364,CDH23,SOX9,1.3092073,Endothelial,Fibroblast
2254367,MFAP3L,UBR1,1.3089952,Fibroblast,vSMCs
2254728,MFAP3L,PPM1B,1.3089626,Fibroblast,Lymphoid
2254672,MFAP3L,ACE,1.3081707,Fibroblast,Mast
2254494,MFAP3L,EGF,1.3076075,Fibroblast,Cardiomyocyte
5074733,NUDT3,EDA,1.3062875,vSMCs,Endothelial
10733837,PDGFD,EDA,1.3037717,Lymphoid,Endothelial
10545605,TNFRSF25,EDA,1.3035034,Mast,Endothelial
3696389,GRK6,EDA,1.3033314,Pericyte,Endothelial
5423873,MT3,EDA,1.3020884,Neuronal,Endothelial
7133141,FZD5,EDA,1.3011329,Myeloid,Endothelial
2463773,IRAK1BP1,EDA,1.3011327,Cardiomyocyte,Endothelial
2254289,MFAP3L,EDA,1.2987989,Fibroblast,Endothelial
