,Src,Dst,Prob,Src Cell,Dst Cell
3269531,STX1A,PARVA,1.3559732,Fibroblast,Endothelial
3267249,STX1A,PTGER3,1.3420123,Fibroblast,Myeloid
3268331,STX1A,TGS1,1.3210839,Fibroblast,Pericyte
3269126,STX1A,GNAL,1.3177215,Fibroblast,vSMCs
3269334,STX1A,PPP2R2C,1.310925,Fibroblast,Cardiomyocyte
1402391,MAP7,PARVA,1.2977306,Myeloid,Endothelial
3269132,STX1A,SPAG9,1.2735873,Fibroblast,Neuronal
3269477,STX1A,DLG1,1.2659398,Fibroblast,Mast
3269487,STX1A,CDC42,1.265637,Fibroblast,Lymphoid
1401191,MAP7,TGS1,1.2643342,Myeloid,Pericyte
1401986,MAP7,GNAL,1.26112,Myeloid,vSMCs
1402194,MAP7,PPP2R2C,1.2546148,Myeloid,Cardiomyocyte
1400484,MAP7,STX1A,1.2461264,Myeloid,Fibroblast
1401992,MAP7,SPAG9,1.2188826,Myeloid,Neuronal
154595,S100A12,PARVA,1.217448,Cardiomyocyte,Endothelial
795191,PRRX1,PARVA,1.2149123,Mast,Endothelial
4584119,SENP6,PARVA,1.2121328,Pericyte,Endothelial
1402337,MAP7,DLG1,1.2115622,Myeloid,Mast
1402347,MAP7,CDC42,1.2112702,Myeloid,Lymphoid
152313,S100A12,PTGER3,1.2043139,Cardiomyocyte,Myeloid
792909,PRRX1,PTGER3,1.2017684,Mast,Myeloid
4581837,SENP6,PTGER3,1.1989796,Pericyte,Myeloid
6214451,SETD7,PARVA,1.1989046,Lymphoid,Endothelial
153395,S100A12,TGS1,1.1877238,Cardiomyocyte,Pericyte
6212169,SETD7,PTGER3,1.1858348,Lymphoid,Myeloid
5753733,HHAT,PTGER3,1.185718,Endothelial,Myeloid
793991,PRRX1,TGS1,1.185349,Mast,Pericyte
154190,S100A12,GNAL,1.1836047,Cardiomyocyte,vSMCs
8254643,NSMF,PARVA,1.1826544,vSMCs,Endothelial
794786,PRRX1,GNAL,1.1811706,Mast,vSMCs
4583714,SENP6,GNAL,1.1785011,Pericyte,vSMCs
552311,BAK1,PARVA,1.1762593,Neuronal,Endothelial
794994,PRRX1,PPP2R2C,1.1752863,Mast,Cardiomyocyte
4583922,SENP6,PPP2R2C,1.1726431,Pericyte,Cardiomyocyte
152688,S100A12,STX1A,1.1700562,Cardiomyocyte,Fibroblast
6213251,SETD7,TGS1,1.1699955,Lymphoid,Pericyte
8252361,NSMF,PTGER3,1.1699756,vSMCs,Myeloid
5754815,HHAT,TGS1,1.1697149,Endothelial,Pericyte
793284,PRRX1,STX1A,1.167682,Mast,Fibroblast
6214046,SETD7,GNAL,1.1656902,Lymphoid,vSMCs
5755610,HHAT,GNAL,1.1654932,Endothelial,vSMCs
4582212,SENP6,STX1A,1.1650773,Pericyte,Fibroblast
550029,BAK1,PTGER3,1.1632967,Neuronal,Myeloid
6214254,SETD7,PPP2R2C,1.1599154,Lymphoid,Cardiomyocyte
5755818,HHAT,PPP2R2C,1.1597047,Endothelial,Cardiomyocyte
8253443,NSMF,TGS1,1.1535656,vSMCs,Pericyte
6212544,SETD7,STX1A,1.1524647,Lymphoid,Fibroblast
5754108,HHAT,STX1A,1.1522306,Endothelial,Fibroblast
551111,BAK1,TGS1,1.1482686,Neuronal,Pericyte
8254446,NSMF,PPP2R2C,1.1439458,vSMCs,Cardiomyocyte
551906,BAK1,GNAL,1.1437887,Neuronal,vSMCs
154196,S100A12,SPAG9,1.1437132,Cardiomyocyte,Neuronal
794792,PRRX1,SPAG9,1.1413455,Mast,Neuronal
4583720,SENP6,SPAG9,1.1387498,Pericyte,Neuronal
552114,BAK1,PPP2R2C,1.1381681,Neuronal,Cardiomyocyte
154551,S100A12,CDC42,1.1375811,Cardiomyocyte,Lymphoid
154541,S100A12,DLG1,1.137206,Cardiomyocyte,Mast
8252736,NSMF,STX1A,1.136481,vSMCs,Fibroblast
795147,PRRX1,CDC42,1.1352885,Mast,Lymphoid
4584075,SENP6,CDC42,1.1327727,Pericyte,Lymphoid
4584065,SENP6,DLG1,1.1323167,Pericyte,Mast
550404,BAK1,STX1A,1.1309329,Neuronal,Fibroblast
6214052,SETD7,SPAG9,1.126346,Lymphoid,Neuronal
5755616,HHAT,SPAG9,1.1261744,Endothelial,Neuronal
5755971,HHAT,CDC42,1.1202884,Endothelial,Lymphoid
6214397,SETD7,DLG1,1.1200192,Lymphoid,Mast
5755961,HHAT,DLG1,1.1198214,Endothelial,Mast
8254244,NSMF,SPAG9,1.1109954,vSMCs,Neuronal
8254599,NSMF,CDC42,1.1049042,vSMCs,Lymphoid
8254589,NSMF,DLG1,1.1046262,vSMCs,Mast
552267,BAK1,CDC42,1.0996585,Neuronal,Lymphoid
552257,BAK1,DLG1,1.0990019,Neuronal,Mast
