,Src,Dst,Prob,Src Cell,Dst Cell
3690337,HPN,IRAK2,1.0809025,Cardiomyocyte,vSMCs
3691026,HPN,HNRNPH2,1.0740241,Cardiomyocyte,Neuronal
3691308,HPN,VSIG4,1.0723159,Cardiomyocyte,Mast
3691311,HPN,GPKOW,1.0717444,Cardiomyocyte,Fibroblast
3691748,HPN,NSD2,1.070724,Cardiomyocyte,Pericyte
3691015,HPN,DNAJC3,1.0706754,Cardiomyocyte,Endothelial
8742241,AKAP8L,IRAK2,1.069519,Mast,vSMCs
1401193,ZAP70,IRAK2,1.0662031,Fibroblast,vSMCs
4160917,ACTR2,IRAK2,1.0653431,Lymphoid,vSMCs
8741251,AKAP8L,MATK,1.0619268,Mast,Cardiomyocyte
375025,PPP3R1,IRAK2,1.0608346,Neuronal,vSMCs
8743215,AKAP8L,GPKOW,1.0606846,Mast,Fibroblast
8742930,AKAP8L,HNRNPH2,1.0604508,Mast,Neuronal
8742919,AKAP8L,DNAJC3,1.0596969,Mast,Endothelial
3689825,HPN,SQSTM1,1.0592036,Cardiomyocyte,Lymphoid
1400203,ZAP70,MATK,1.0588355,Fibroblast,Cardiomyocyte
4159927,ACTR2,MATK,1.0577056,Lymphoid,Cardiomyocyte
4161606,ACTR2,HNRNPH2,1.0574205,Lymphoid,Neuronal
1237249,PTHLH,IRAK2,1.0573062,Endothelial,vSMCs
4825801,PTPRO,IRAK2,1.0570834,Myeloid,vSMCs
1401871,ZAP70,DNAJC3,1.0568035,Fibroblast,Endothelial
8743652,AKAP8L,NSD2,1.0567074,Mast,Pericyte
4161891,ACTR2,GPKOW,1.0564317,Lymphoid,Fibroblast
4161888,ACTR2,VSIG4,1.0563209,Lymphoid,Mast
4161595,ACTR2,DNAJC3,1.0554135,Lymphoid,Endothelial
143299,MAST3,MATK,1.0551934,vSMCs,Cardiomyocyte
1402164,ZAP70,VSIG4,1.0551707,Fibroblast,Mast
1401882,ZAP70,HNRNPH2,1.0541799,Fibroblast,Neuronal
145263,MAST3,GPKOW,1.053976,vSMCs,Fibroblast
4162328,ACTR2,NSD2,1.0539262,Lymphoid,Pericyte
374035,PPP3R1,MATK,1.0532882,Neuronal,Cardiomyocyte
144978,MAST3,HNRNPH2,1.0531801,vSMCs,Neuronal
144967,MAST3,DNAJC3,1.0530105,vSMCs,Endothelial
145260,MAST3,VSIG4,1.0529104,vSMCs,Mast
375999,PPP3R1,GPKOW,1.0520484,Neuronal,Fibroblast
375996,PPP3R1,VSIG4,1.0514244,Neuronal,Mast
375703,PPP3R1,DNAJC3,1.0510614,Neuronal,Endothelial
1402341,ZAP70,MAST2,1.0505587,Fibroblast,Pericyte
1236259,PTHLH,MATK,1.050037,Endothelial,Cardiomyocyte
4824811,PTPRO,MATK,1.0497676,Myeloid,Cardiomyocyte
145700,MAST3,NSD2,1.0493523,vSMCs,Pericyte
1238223,PTHLH,GPKOW,1.0489247,Endothelial,Fibroblast
4826775,PTPRO,GPKOW,1.048632,Myeloid,Fibroblast
376436,PPP3R1,NSD2,1.0484109,Neuronal,Pericyte
4826479,PTPRO,DNAJC3,1.0477424,Myeloid,Endothelial
9777517,SRCAP,IRAK2,1.0475274,Pericyte,vSMCs
8741729,AKAP8L,SQSTM1,1.0474453,Mast,Lymphoid
4826772,PTPRO,VSIG4,1.0462258,Myeloid,Mast
1238220,PTHLH,VSIG4,1.0460979,Endothelial,Mast
4826490,PTPRO,HNRNPH2,1.0453277,Myeloid,Neuronal
1237938,PTHLH,HNRNPH2,1.0448358,Endothelial,Neuronal
1400681,ZAP70,SQSTM1,1.0434021,Fibroblast,Lymphoid
1238397,PTHLH,MAST2,1.0418822,Endothelial,Pericyte
4826949,PTPRO,MAST2,1.0415457,Myeloid,Pericyte
143777,MAST3,SQSTM1,1.0406331,vSMCs,Lymphoid
9776527,SRCAP,MATK,1.0403005,Pericyte,Cardiomyocyte
9778491,SRCAP,GPKOW,1.0391861,Pericyte,Fibroblast
374513,PPP3R1,SQSTM1,1.0390027,Neuronal,Lymphoid
9778195,SRCAP,DNAJC3,1.0383149,Pericyte,Endothelial
9778488,SRCAP,VSIG4,1.0366042,Pericyte,Mast
9778206,SRCAP,HNRNPH2,1.0355431,Pericyte,Neuronal
1236737,PTHLH,SQSTM1,1.0345494,Endothelial,Lymphoid
4825289,PTPRO,SQSTM1,1.0345212,Myeloid,Lymphoid
9777005,SRCAP,SQSTM1,1.02508,Pericyte,Lymphoid
