,Src,Dst,Prob,Src Cell,Dst Cell
8333444,WLS,SREK1,1.2216253,Neuronal,Mast
8332448,WLS,PIAS3,1.2214112,Neuronal,Endothelial
11138708,TNFSF8,SREK1,1.2210327,Myeloid,Mast
11137712,TNFSF8,PIAS3,1.2208186,Myeloid,Endothelial
8332963,WLS,NFAT5,1.2180824,Neuronal,Cardiomyocyte
11138227,TNFSF8,NFAT5,1.2174911,Myeloid,Cardiomyocyte
4167056,THBS3,PIAS3,1.215382,Mast,Endothelial
6590780,MLLT11,SREK1,1.215266,Cardiomyocyte,Mast
11136691,TNFSF8,BRD3,1.2151204,Myeloid,Neuronal
6589784,MLLT11,PIAS3,1.2150054,Cardiomyocyte,Endothelial
8330914,WLS,SLA2,1.2149796,Neuronal,Myeloid
2935436,ATAD2,SREK1,1.2125751,Endothelial,Mast
4167571,THBS3,NFAT5,1.2120904,Mast,Cardiomyocyte
10613480,EFNB3,SREK1,1.2113771,Fibroblast,Mast
10612484,EFNB3,PIAS3,1.2111399,Fibroblast,Endothelial
2698628,PRPF19,SREK1,1.210179,Lymphoid,Mast
2697632,PRPF19,PIAS3,1.2099392,Lymphoid,Endothelial
4166035,THBS3,BRD3,1.2096952,Mast,Neuronal
6588763,MLLT11,BRD3,1.2094095,Cardiomyocyte,Neuronal
8332458,WLS,DAB2,1.2092798,Neuronal,Lymphoid
4165522,THBS3,SLA2,1.2089769,Mast,Myeloid
2934955,ATAD2,NFAT5,1.20889,Endothelial,Cardiomyocyte
11137722,TNFSF8,DAB2,1.2086939,Myeloid,Lymphoid
6588250,MLLT11,SLA2,1.2086371,Cardiomyocyte,Myeloid
9116732,CABP1,SREK1,1.2085998,Pericyte,Mast
9115736,CABP1,PIAS3,1.2083628,Pericyte,Endothelial
10612999,EFNB3,NFAT5,1.20778,Fibroblast,Cardiomyocyte
2933419,ATAD2,BRD3,1.206733,Endothelial,Neuronal
2698147,PRPF19,NFAT5,1.2065768,Lymphoid,Cardiomyocyte
2932906,ATAD2,SLA2,1.2059598,Endothelial,Myeloid
8330786,WLS,SMG1,1.205642,Neuronal,Pericyte
10611463,EFNB3,BRD3,1.2055262,Fibroblast,Neuronal
11136050,TNFSF8,SMG1,1.2050579,Myeloid,Pericyte
9116251,CABP1,NFAT5,1.2050102,Pericyte,Cardiomyocyte
10610950,EFNB3,SLA2,1.2047778,Fibroblast,Myeloid
2696611,PRPF19,BRD3,1.2043351,Lymphoid,Neuronal
2696098,PRPF19,SLA2,1.2035851,Lymphoid,Myeloid
4167066,THBS3,DAB2,1.2032669,Mast,Lymphoid
6589794,MLLT11,DAB2,1.2031764,Cardiomyocyte,Lymphoid
9114715,CABP1,BRD3,1.2027624,Pericyte,Neuronal
9114202,CABP1,SLA2,1.2020155,Pericyte,Myeloid
2934450,ATAD2,DAB2,1.2005227,Endothelial,Lymphoid
8332342,WLS,ADCYAP1,1.1998563,Neuronal,vSMCs
4165394,THBS3,SMG1,1.1996502,Mast,Pericyte
6588122,MLLT11,SMG1,1.1995405,Cardiomyocyte,Pericyte
11137606,TNFSF8,ADCYAP1,1.1992748,Myeloid,vSMCs
10612494,EFNB3,DAB2,1.1992359,Fibroblast,Lymphoid
2249300,RAC3,SREK1,1.1972861,vSMCs,Mast
2248304,RAC3,PIAS3,1.1970031,vSMCs,Endothelial
2932778,ATAD2,SMG1,1.1968939,Endothelial,Pericyte
9115746,CABP1,DAB2,1.1964872,Pericyte,Lymphoid
10610822,EFNB3,SMG1,1.1956197,Fibroblast,Pericyte
2695970,PRPF19,SMG1,1.1944462,Lymphoid,Pericyte
4166950,THBS3,ADCYAP1,1.1939067,Mast,vSMCs
6589678,MLLT11,ADCYAP1,1.193711,Cardiomyocyte,vSMCs
2248819,RAC3,NFAT5,1.1935682,vSMCs,Cardiomyocyte
8332372,WLS,PTGFR,1.1925633,Neuronal,Fibroblast
11137636,TNFSF8,PTGFR,1.1919855,Myeloid,Fibroblast
2247283,RAC3,BRD3,1.1915314,vSMCs,Neuronal
2934334,ATAD2,ADCYAP1,1.1910733,Endothelial,vSMCs
2246770,RAC3,SLA2,1.1907454,vSMCs,Myeloid
10612378,EFNB3,ADCYAP1,1.1898438,Fibroblast,vSMCs
2697526,PRPF19,ADCYAP1,1.1886721,Lymphoid,vSMCs
9115630,CABP1,ADCYAP1,1.1871161,Pericyte,vSMCs
4166980,THBS3,PTGFR,1.1866357,Mast,Fibroblast
6589708,MLLT11,PTGFR,1.186532,Cardiomyocyte,Fibroblast
2248314,RAC3,DAB2,1.1854805,vSMCs,Lymphoid
2934364,ATAD2,PTGFR,1.1839144,Endothelial,Fibroblast
2246642,RAC3,SMG1,1.181889,vSMCs,Pericyte
2697556,PRPF19,PTGFR,1.1814914,Lymphoid,Fibroblast
9115660,CABP1,PTGFR,1.179941,Pericyte,Fibroblast
2248228,RAC3,PTGFR,1.1690742,vSMCs,Fibroblast
