,Src,Dst,Prob,Src Cell,Dst Cell
7712332,PTPRE,TNFRSF10C,1.0420246,vSMCs,Myeloid
9767704,WNT9A,TNFRSF10C,1.0373971,Cardiomyocyte,Myeloid
6728668,ZAP70,TNFRSF10C,1.0365678,Fibroblast,Myeloid
2286812,VIP,FLT3LG,1.036532,Endothelial,Myeloid
7712627,PTPRE,IL1RL1,1.0292001,vSMCs,Fibroblast
7879312,RNF111,TNFRSF10C,1.0286664,Lymphoid,Myeloid
4752044,TNNI3K,FLT3LG,1.0243607,Pericyte,Myeloid
9767999,WNT9A,IL1RL1,1.0242536,Cardiomyocyte,Fibroblast
8602175,CD3G,IL1RL1,1.0241075,Myeloid,Fibroblast
2287295,VIP,IL1RL1,1.0232244,Endothelial,Fibroblast
7713059,PTPRE,DVL1,1.0221616,vSMCs,Cardiomyocyte
7711603,PTPRE,TNFRSF8,1.0217664,vSMCs,Mast
4166284,CDK5,TNFRSF10C,1.0198128,Mast,Myeloid
8601151,CD3G,TNFRSF8,1.0173794,Myeloid,Mast
2287727,VIP,DVL1,1.017284,Endothelial,Cardiomyocyte
9646991,HOXB7,DVL1,1.0172813,Myeloid,Cardiomyocyte
9766975,WNT9A,TNFRSF8,1.017128,Cardiomyocyte,Mast
6727939,ZAP70,TNFRSF8,1.0163112,Fibroblast,Mast
6729395,ZAP70,DVL1,1.0160968,Fibroblast,Cardiomyocyte
7879607,RNF111,IL1RL1,1.0155053,Lymphoid,Fibroblast
2286271,VIP,TNFRSF8,1.0149176,Endothelial,Mast
7712311,PTPRE,WASL,1.0144391,vSMCs,Pericyte
10299004,JAG1,TNFRSF10C,1.0110732,Neuronal,Myeloid
9767683,WNT9A,WASL,1.0095403,Cardiomyocyte,Pericyte
7712488,PTPRE,ARHGEF7,1.0094907,vSMCs,Endothelial
8601859,CD3G,WASL,1.0093626,Myeloid,Pericyte
4752527,TNNI3K,IL1RL1,1.0087901,Pericyte,Fibroblast
6728647,ZAP70,WASL,1.0087191,Fibroblast,Pericyte
2286979,VIP,WASL,1.008627,Endothelial,Pericyte
7878583,RNF111,TNFRSF8,1.0085334,Lymphoid,Mast
7880039,RNF111,DVL1,1.008142,Lymphoid,Cardiomyocyte
4166579,CDK5,IL1RL1,1.0068383,Mast,Fibroblast
7712673,PTPRE,IL7R,1.0057931,vSMCs,Lymphoid
8602921,CD3G,ITPR1,1.005565,Myeloid,vSMCs
9767012,WNT9A,APLF,1.005264,Cardiomyocyte,vSMCs
2286420,VIP,TLR7,1.0046118,Endothelial,vSMCs
9767860,WNT9A,ARHGEF7,1.004573,Cardiomyocyte,Endothelial
6727976,ZAP70,APLF,1.0044551,Fibroblast,vSMCs
8602036,CD3G,ARHGEF7,1.0043336,Myeloid,Endothelial
6728824,ZAP70,ARHGEF7,1.0037543,Fibroblast,Endothelial
4752959,TNNI3K,DVL1,1.0037334,Pericyte,Cardiomyocyte
7711758,PTPRE,LMO4,1.0028412,vSMCs,Neuronal
9768045,WNT9A,IL7R,1.0009456,Cardiomyocyte,Lymphoid
7879291,RNF111,WASL,1.0009099,Lymphoid,Pericyte
4751374,TNNI3K,RAC2,1.000799,Pericyte,Mast
8602221,CD3G,IL7R,1.0007832,Myeloid,Lymphoid
6729009,ZAP70,IL7R,1.0001316,Fibroblast,Lymphoid
2287341,VIP,IL7R,0.9999986,Endothelial,Lymphoid
4167011,CDK5,DVL1,0.99959904,Mast,Cardiomyocyte
8601306,CD3G,LMO4,0.9990173,Myeloid,Neuronal
9767130,WNT9A,LMO4,0.99848485,Cardiomyocyte,Neuronal
10299299,JAG1,IL1RL1,0.99781513,Neuronal,Fibroblast
6728094,ZAP70,LMO4,0.99769014,Fibroblast,Neuronal
7880353,RNF111,ITPR1,0.99676454,Lymphoid,vSMCs
7879468,RNF111,ARHGEF7,0.99597037,Lymphoid,Endothelial
2286426,VIP,LMO4,0.99545926,Endothelial,Neuronal
4166263,CDK5,WASL,0.992372,Mast,Pericyte
10298275,JAG1,TNFRSF8,0.9911981,Neuronal,Mast
4751652,TNNI3K,TLR7,0.991097,Pericyte,vSMCs
10299731,JAG1,DVL1,0.9903106,Neuronal,Cardiomyocyte
7878738,RNF111,LMO4,0.9901145,Lymphoid,Neuronal
4753278,TNNI3K,RXRA,0.99010223,Pericyte,Endothelial
4165592,CDK5,APLF,0.9882035,Mast,vSMCs
4166440,CDK5,ARHGEF7,0.98748296,Mast,Endothelial
4752573,TNNI3K,IL7R,0.98592633,Pericyte,Lymphoid
4166625,CDK5,IL7R,0.98392475,Mast,Lymphoid
10298983,JAG1,WASL,0.9834541,Neuronal,Pericyte
4752472,TNNI3K,BBC3,0.98251843,Pericyte,Neuronal
4165710,CDK5,LMO4,0.98157394,Mast,Neuronal
10300045,JAG1,ITPR1,0.979676,Neuronal,vSMCs
10299160,JAG1,ARHGEF7,0.9785639,Neuronal,Endothelial
10299345,JAG1,IL7R,0.9750927,Neuronal,Lymphoid
