,Src,Dst,Prob,Src Cell,Dst Cell
463926,CADM4,KLC2,0.88457525,Fibroblast,vSMCs
461574,CADM4,CXCR1,0.88456625,Fibroblast,Pericyte
463896,CADM4,IKZF1,0.88233024,Fibroblast,Myeloid
1556886,E2F3,KLC2,0.88203806,Cardiomyocyte,vSMCs
1554534,E2F3,CXCR1,0.88202906,Cardiomyocyte,Pericyte
10704354,NKRF,KLC2,0.88165414,Mast,vSMCs
10702002,NKRF,CXCR1,0.8816452,Mast,Pericyte
462160,CADM4,RAP1GAP,0.8805541,Fibroblast,Cardiomyocyte
10762038,HERPUD1,KLC2,0.88030267,Pericyte,vSMCs
1556856,E2F3,IKZF1,0.87979794,Cardiomyocyte,Myeloid
2139798,PRMT2,KLC2,0.8797566,Neuronal,vSMCs
2137446,PRMT2,CXCR1,0.8797477,Neuronal,Pericyte
10486446,MYOCD,CXCR1,0.8795485,vSMCs,Pericyte
10704324,NKRF,IKZF1,0.8794166,Mast,Myeloid
10762008,HERPUD1,IKZF1,0.87806875,Pericyte,Myeloid
461952,CADM4,PTPN5,0.87799364,Fibroblast,Endothelial
10702588,NKRF,RAP1GAP,0.8776464,Mast,Cardiomyocyte
5570478,PTPN22,KLC2,0.877624,Myeloid,vSMCs
5568126,PTPN22,CXCR1,0.8776152,Myeloid,Pericyte
2139768,PRMT2,IKZF1,0.877523,Neuronal,Myeloid
462436,CADM4,MPZ,0.87740344,Fibroblast,Neuronal
10488768,MYOCD,IKZF1,0.87732667,vSMCs,Myeloid
10760272,HERPUD1,RAP1GAP,0.87630147,Pericyte,Cardiomyocyte
1732974,SERPINE1,KLC2,0.8759483,Lymphoid,vSMCs
1730622,SERPINE1,CXCR1,0.8759395,Lymphoid,Pericyte
2425182,RAC1,KLC2,0.87584573,Endothelial,vSMCs
2422830,RAC1,CXCR1,0.87583685,Endothelial,Pericyte
2138032,PRMT2,RAP1GAP,0.87575513,Neuronal,Cardiomyocyte
463632,CADM4,DUSP8,0.8756873,Fibroblast,Mast
10487032,MYOCD,RAP1GAP,0.875563,vSMCs,Cardiomyocyte
1554912,E2F3,PTPN5,0.8754724,Cardiomyocyte,Endothelial
10702380,NKRF,PTPN5,0.87509435,Mast,Endothelial
1555396,E2F3,MPZ,0.8748839,Cardiomyocyte,Neuronal
1556935,E2F3,FGFR3,0.8748639,Cardiomyocyte,Fibroblast
10702864,NKRF,MPZ,0.8745061,Mast,Neuronal
10704403,NKRF,FGFR3,0.87448615,Mast,Fibroblast
10760064,HERPUD1,PTPN5,0.87375325,Pericyte,Endothelial
1732944,SERPINE1,IKZF1,0.8737272,Lymphoid,Myeloid
5568712,PTPN22,RAP1GAP,0.8736561,Myeloid,Cardiomyocyte
2425152,RAC1,IKZF1,0.87362534,Endothelial,Myeloid
2137824,PRMT2,PTPN5,0.8732093,Neuronal,Endothelial
1556592,E2F3,DUSP8,0.87317175,Cardiomyocyte,Mast
10760548,HERPUD1,MPZ,0.8731659,Pericyte,Neuronal
10762087,HERPUD1,FGFR3,0.873146,Pericyte,Fibroblast
10486824,MYOCD,PTPN5,0.873016,vSMCs,Endothelial
2139847,PRMT2,FGFR3,0.87260234,Neuronal,Fibroblast
10487308,MYOCD,MPZ,0.8724292,vSMCs,Neuronal
10488847,MYOCD,FGFR3,0.8724092,vSMCs,Fibroblast
1731208,SERPINE1,RAP1GAP,0.87197167,Lymphoid,Cardiomyocyte
2423416,RAC1,RAP1GAP,0.8718708,Endothelial,Cardiomyocyte
10761744,HERPUD1,DUSP8,0.8714581,Pericyte,Mast
5568504,PTPN22,PTPN5,0.8711096,Myeloid,Endothelial
2139504,PRMT2,DUSP8,0.87091494,Neuronal,Mast
10488504,MYOCD,DUSP8,0.8707236,vSMCs,Mast
5568988,PTPN22,MPZ,0.87052435,Myeloid,Neuronal
5570527,PTPN22,FGFR3,0.8705042,Myeloid,Fibroblast
1731000,SERPINE1,PTPN5,0.86943465,Lymphoid,Endothelial
463970,CADM4,COMP,0.86915666,Fibroblast,Lymphoid
1731484,SERPINE1,MPZ,0.8688503,Lymphoid,Neuronal
1733023,SERPINE1,FGFR3,0.8688304,Lymphoid,Fibroblast
5570184,PTPN22,DUSP8,0.8688265,Myeloid,Mast
2423692,RAC1,MPZ,0.86874944,Endothelial,Neuronal
2425231,RAC1,FGFR3,0.86872953,Endothelial,Fibroblast
1732680,SERPINE1,DUSP8,0.86715204,Lymphoid,Mast
2424888,RAC1,DUSP8,0.8670517,Endothelial,Mast
1556930,E2F3,COMP,0.8666572,Cardiomyocyte,Lymphoid
10704398,NKRF,COMP,0.86628664,Mast,Lymphoid
10762082,HERPUD1,COMP,0.8649594,Pericyte,Lymphoid
2139842,PRMT2,COMP,0.86441845,Neuronal,Lymphoid
10488842,MYOCD,COMP,0.86423266,vSMCs,Lymphoid
5570522,PTPN22,COMP,0.86236143,Myeloid,Lymphoid
2425226,RAC1,COMP,0.86058986,Endothelial,Lymphoid
