,Src,Dst,Prob,Src Cell,Dst Cell
6083415,SLPI,SNTB1,1.1775821,Fibroblast,vSMCs
6363418,FGF11,NTRK1,1.1575946,vSMCs,Fibroblast
6081942,SLPI,IRF8,1.1467227,Fibroblast,Myeloid
919870,DIAPH1,NTRK1,1.1456298,Mast,Fibroblast
6706486,TGFBR2,NTRK1,1.1437346,Pericyte,Fibroblast
919179,DIAPH1,SNTB1,1.143627,Mast,vSMCs
10319326,PRKACB,NTRK1,1.1424351,Myeloid,Fibroblast
6705795,TGFBR2,SNTB1,1.1418029,Pericyte,vSMCs
3470110,MPZ,NTRK1,1.1417407,Neuronal,Fibroblast
151762,WNT9A,NTRK1,1.1416659,Cardiomyocyte,Fibroblast
10318635,PRKACB,SNTB1,1.1405127,Myeloid,vSMCs
6047674,HAS2,NTRK1,1.1403915,Endothelial,Fibroblast
3469419,MPZ,SNTB1,1.1398088,Neuronal,vSMCs
151071,WNT9A,SNTB1,1.1397274,Cardiomyocyte,vSMCs
6046983,HAS2,SNTB1,1.1383756,Endothelial,vSMCs
6083086,SLPI,CBL,1.1375705,Fibroblast,Cardiomyocyte
5971774,ENSA,NTRK1,1.1339357,Lymphoid,Fibroblast
5971083,ENSA,SNTB1,1.1320181,Lymphoid,vSMCs
6361254,FGF11,IRF8,1.1258254,vSMCs,Myeloid
6083749,SLPI,BCL3,1.1201853,Fibroblast,Mast
6082885,SLPI,CXCL12,1.1199216,Fibroblast,Lymphoid
6362398,FGF11,CBL,1.1175388,vSMCs,Cardiomyocyte
917706,DIAPH1,IRF8,1.1141201,Mast,Myeloid
6081618,SLPI,PTPN13,1.1123786,Fibroblast,Neuronal
6704322,TGFBR2,IRF8,1.1120033,Pericyte,Myeloid
3467946,MPZ,IRF8,1.1100793,Neuronal,Myeloid
149598,WNT9A,IRF8,1.1100339,Cardiomyocyte,Myeloid
6045510,HAS2,IRF8,1.1091164,Endothelial,Myeloid
918850,DIAPH1,CBL,1.1058124,Mast,Cardiomyocyte
6081254,SLPI,KIF1C,1.1044191,Fibroblast,Pericyte
6705466,TGFBR2,CBL,1.1032826,Pericyte,Cardiomyocyte
5969610,ENSA,IRF8,1.102486,Lymphoid,Myeloid
10318306,PRKACB,CBL,1.1019553,Myeloid,Cardiomyocyte
3469090,MPZ,CBL,1.1013964,Neuronal,Cardiomyocyte
6046654,HAS2,CBL,1.1009874,Endothelial,Cardiomyocyte
6363061,FGF11,BCL3,1.1003505,vSMCs,Mast
6362197,FGF11,CXCL12,1.0998185,vSMCs,Lymphoid
6083669,SLPI,ICAM5,1.0965505,Fibroblast,Endothelial
6360930,FGF11,PTPN13,1.0956459,vSMCs,Neuronal
5970754,ENSA,CBL,1.0938554,Lymphoid,Cardiomyocyte
918649,DIAPH1,CXCL12,1.0883367,Mast,Lymphoid
6706129,TGFBR2,BCL3,1.0863972,Pericyte,Mast
6705265,TGFBR2,CXCL12,1.0860813,Pericyte,Lymphoid
6362695,FGF11,PTPN3,1.0854527,vSMCs,Pericyte
10318969,PRKACB,BCL3,1.0850973,Myeloid,Mast
10318105,PRKACB,CXCL12,1.0847993,Myeloid,Lymphoid
3469753,MPZ,BCL3,1.0845363,Neuronal,Mast
151405,WNT9A,BCL3,1.0845274,Cardiomyocyte,Mast
3468889,MPZ,CXCL12,1.0842121,Neuronal,Lymphoid
150541,WNT9A,CXCL12,1.0841864,Cardiomyocyte,Lymphoid
6047317,HAS2,BCL3,1.0840484,Endothelial,Mast
917382,DIAPH1,PTPN13,1.0837106,Mast,Neuronal
6046453,HAS2,CXCL12,1.0835106,Endothelial,Lymphoid
9345318,SHC4,PTPN13,1.083252,Cardiomyocyte,Neuronal
6045186,HAS2,PTPN13,1.07956,Endothelial,Neuronal
6703998,TGFBR2,PTPN13,1.0794805,Pericyte,Neuronal
10316838,PRKACB,PTPN13,1.0779976,Myeloid,Neuronal
6362981,FGF11,ICAM5,1.077409,vSMCs,Endothelial
5971417,ENSA,BCL3,1.0771118,Lymphoid,Mast
9347083,SHC4,PTPN3,1.0742882,Cardiomyocyte,Pericyte
917018,DIAPH1,KIF1C,1.0736017,Mast,Pericyte
5969286,ENSA,PTPN13,1.0703197,Lymphoid,Neuronal
10316474,PRKACB,KIF1C,1.0698447,Myeloid,Pericyte
6046951,HAS2,PTPN3,1.0695605,Endothelial,Pericyte
3467258,MPZ,KIF1C,1.0693039,Neuronal,Pericyte
919433,DIAPH1,ICAM5,1.0660778,Mast,Endothelial
6706049,TGFBR2,ICAM5,1.0635359,Pericyte,Endothelial
10318889,PRKACB,ICAM5,1.0622457,Myeloid,Endothelial
5968922,ENSA,KIF1C,1.0619824,Lymphoid,Pericyte
9347369,SHC4,ICAM5,1.0619239,Cardiomyocyte,Endothelial
3469673,MPZ,ICAM5,1.0617232,Neuronal,Endothelial
5971337,ENSA,ICAM5,1.0544521,Lymphoid,Endothelial
