,Src,Dst,Prob,Src Cell,Dst Cell
10937708,RBL1,ABL2,1.1573086,Myeloid,Neuronal
10937535,RBL1,PPM1D,1.1566353,Myeloid,Cardiomyocyte
10936443,RBL1,PDGFRA,1.1554999,Myeloid,Fibroblast
9195044,ANGPTL1,ABL2,1.1529438,vSMCs,Neuronal
10937642,RBL1,ADCYAP1R1,1.1526662,Myeloid,Endothelial
9194871,ANGPTL1,PPM1D,1.1520549,vSMCs,Cardiomyocyte
10935782,RBL1,NSD2,1.1519579,Myeloid,Pericyte
9193779,ANGPTL1,PDGFRA,1.1509403,vSMCs,Fibroblast
10935890,RBL1,CD22,1.1489831,Myeloid,Mast
9194978,ANGPTL1,ADCYAP1R1,1.1478745,vSMCs,Endothelial
9193118,ANGPTL1,NSD2,1.1472149,vSMCs,Pericyte
5263424,MBIP,ABL2,1.146598,Endothelial,Neuronal
10935839,RBL1,POMC,1.1463401,Myeloid,vSMCs
5263251,MBIP,PPM1D,1.146233,Endothelial,Cardiomyocyte
9193483,ANGPTL1,PTPN22,1.1458265,vSMCs,Myeloid
5262159,MBIP,PDGFRA,1.1450852,Endothelial,Fibroblast
9193226,ANGPTL1,CD22,1.1446689,vSMCs,Mast
10936919,RBL1,H3-3A,1.1431632,Myeloid,Lymphoid
9231476,SETD5,ABL2,1.1429808,Pericyte,Neuronal
9231303,SETD5,PPM1D,1.1421319,Pericyte,Cardiomyocyte
5261498,MBIP,NSD2,1.1418483,Endothelial,Pericyte
6550688,ASXL1,ABL2,1.1417247,Mast,Neuronal
782288,LAMB3,ABL2,1.141207,Cardiomyocyte,Neuronal
5261863,MBIP,PTPN22,1.1411737,Endothelial,Myeloid
6550515,ASXL1,PPM1D,1.1410725,Mast,Cardiomyocyte
9230211,SETD5,PDGFRA,1.1410245,Pericyte,Fibroblast
7844024,PASK,ABL2,1.1400701,Fibroblast,Neuronal
1963119,SIVA1,PPM1D,1.140021,Neuronal,Cardiomyocyte
6549423,ASXL1,PDGFRA,1.1399515,Mast,Fibroblast
781023,LAMB3,PDGFRA,1.1395891,Cardiomyocyte,Fibroblast
1962027,SIVA1,PDGFRA,1.1388745,Neuronal,Fibroblast
7843851,PASK,PPM1D,1.1388624,Fibroblast,Cardiomyocyte
9194255,ANGPTL1,H3-3A,1.1384779,vSMCs,Lymphoid
5261606,MBIP,CD22,1.1383231,Endothelial,Mast
9231410,SETD5,ADCYAP1R1,1.1380211,Pericyte,Endothelial
6550622,ASXL1,ADCYAP1R1,1.1371692,Mast,Endothelial
782222,LAMB3,ADCYAP1R1,1.1369941,Cardiomyocyte,Endothelial
5261555,MBIP,POMC,1.1365439,Endothelial,vSMCs
1963226,SIVA1,ADCYAP1R1,1.1364888,Neuronal,Endothelial
6548762,ASXL1,NSD2,1.1364679,Mast,Pericyte
780362,LAMB3,NSD2,1.1362579,Cardiomyocyte,Pericyte
9229915,SETD5,PTPN22,1.1360277,Pericyte,Myeloid
1961366,SIVA1,NSD2,1.1357138,Neuronal,Pericyte
780727,LAMB3,PTPN22,1.1354213,Cardiomyocyte,Myeloid
6549127,ASXL1,PTPN22,1.1354033,Mast,Myeloid
1961731,SIVA1,PTPN22,1.1351312,Neuronal,Myeloid
9229658,SETD5,CD22,1.1347746,Pericyte,Mast
7843958,PASK,ADCYAP1R1,1.1343877,Fibroblast,Endothelial
7842098,PASK,NSD2,1.1338048,Fibroblast,Pericyte
5262635,MBIP,H3-3A,1.133101,Endothelial,Lymphoid
780470,LAMB3,CD22,1.1329817,Cardiomyocyte,Mast
1961474,SIVA1,CD22,1.1320839,Neuronal,Mast
7842463,PASK,PTPN22,1.1319845,Fibroblast,Myeloid
7842206,PASK,CD22,1.1319164,Fibroblast,Mast
9229607,SETD5,POMC,1.1316528,Pericyte,vSMCs
6548819,ASXL1,POMC,1.1309363,Mast,vSMCs
780419,LAMB3,POMC,1.1308733,Cardiomyocyte,vSMCs
1961423,SIVA1,POMC,1.1304946,Neuronal,vSMCs
3833468,FIS1,ABL2,1.1302345,Lymphoid,Neuronal
3833295,FIS1,PPM1D,1.1293093,Lymphoid,Cardiomyocyte
9230687,SETD5,H3-3A,1.1286952,Pericyte,Lymphoid
3832203,FIS1,PDGFRA,1.1282207,Lymphoid,Fibroblast
7842155,PASK,POMC,1.1277996,Fibroblast,vSMCs
6549899,ASXL1,H3-3A,1.1277903,Mast,Lymphoid
781499,LAMB3,H3-3A,1.1275654,Cardiomyocyte,Lymphoid
1962503,SIVA1,H3-3A,1.1270071,Neuronal,Lymphoid
7843235,PASK,H3-3A,1.1252024,Fibroblast,Lymphoid
3833402,FIS1,ADCYAP1R1,1.1251553,Lymphoid,Endothelial
3831542,FIS1,NSD2,1.1245201,Lymphoid,Pericyte
3831907,FIS1,PTPN22,1.1230856,Lymphoid,Myeloid
3831650,FIS1,CD22,1.1221273,Lymphoid,Mast
3831599,FIS1,POMC,1.1188021,Lymphoid,vSMCs
