,Src,Dst,Prob,Src Cell,Dst Cell
10248286,TMED5,TNFRSF10C,1.1490436,Endothelial,Myeloid
6271126,CD24,TNFRSF10C,1.139002,Fibroblast,Myeloid
23038,TGFBR1,TNFRSF10C,1.1369183,Neuronal,Myeloid
10249019,TMED5,NKIRAS1,1.1331993,Endothelial,Cardiomyocyte
10351510,DISC1,TNFRSF10C,1.1331115,vSMCs,Myeloid
10247550,TMED5,TRPV4,1.1314466,Endothelial,Fibroblast
4397914,DHX9,TNFRSF10C,1.1284618,Pericyte,Myeloid
4659010,RHOC,TNFRSF10C,1.1279854,Lymphoid,Myeloid
9890038,SND1,TNFRSF10C,1.1275346,Mast,Myeloid
10247013,TMED5,CDK11A,1.1273502,Endothelial,Mast
10247284,TMED5,AURKA,1.1256,Endothelial,vSMCs
10249456,TMED5,BRMS1,1.1255167,Endothelial,Pericyte
4249150,EXOC3-AS1,TNFRSF10C,1.1232544,Cardiomyocyte,Myeloid
6271859,CD24,NKIRAS1,1.1223544,Fibroblast,Cardiomyocyte
10248134,TMED5,COMP,1.1219255,Endothelial,Lymphoid
23771,TGFBR1,NKIRAS1,1.121466,Neuronal,Cardiomyocyte
10247743,TMED5,DUSP16,1.1208937,Endothelial,Neuronal
22302,TGFBR1,TRPV4,1.1196786,Neuronal,Fibroblast
10352243,DISC1,NKIRAS1,1.1178792,vSMCs,Cardiomyocyte
6269853,CD24,CDK11A,1.1165892,Fibroblast,Mast
10350774,DISC1,TRPV4,1.116058,vSMCs,Fibroblast
6270124,CD24,AURKA,1.1159871,Fibroblast,vSMCs
21765,TGFBR1,CDK11A,1.1156709,Neuronal,Mast
6272296,CD24,BRMS1,1.1148583,Fibroblast,Pericyte
24208,TGFBR1,BRMS1,1.1138359,Neuronal,Pericyte
22036,TGFBR1,AURKA,1.1136684,Neuronal,vSMCs
6269896,CD24,DCLRE1C,1.1134502,Fibroblast,Endothelial
4398647,DHX9,NKIRAS1,1.1129054,Pericyte,Cardiomyocyte
4659743,RHOC,NKIRAS1,1.1126088,Lymphoid,Cardiomyocyte
21808,TGFBR1,DCLRE1C,1.1122344,Neuronal,Endothelial
10350237,DISC1,CDK11A,1.1120976,vSMCs,Mast
9890771,SND1,NKIRAS1,1.1119848,Mast,Cardiomyocyte
4397178,DHX9,TRPV4,1.111183,Pericyte,Fibroblast
6270974,CD24,COMP,1.1110467,Fibroblast,Lymphoid
4658274,RHOC,TRPV4,1.1108463,Lymphoid,Fibroblast
6270312,CD24,NFATC2,1.1105474,Fibroblast,Neuronal
22886,TGFBR1,COMP,1.1103427,Neuronal,Lymphoid
9889302,SND1,TRPV4,1.1102655,Mast,Fibroblast
10352680,DISC1,BRMS1,1.1102533,vSMCs,Pericyte
10350280,DISC1,DCLRE1C,1.1086287,vSMCs,Endothelial
4396641,DHX9,CDK11A,1.1071609,Pericyte,Mast
4657737,RHOC,CDK11A,1.1068608,Lymphoid,Mast
10351358,DISC1,COMP,1.1068168,vSMCs,Lymphoid
4248414,EXOC3-AS1,TRPV4,1.1063073,Cardiomyocyte,Fibroblast
10350967,DISC1,DUSP16,1.105723,vSMCs,Neuronal
4396912,DHX9,AURKA,1.1054372,Pericyte,vSMCs
4660180,RHOC,BRMS1,1.1050444,Lymphoid,Pericyte
4658008,RHOC,AURKA,1.1049291,Lymphoid,vSMCs
9198563,SIGLEC14,NKIRAS1,1.1047775,Myeloid,Cardiomyocyte
9889036,SND1,AURKA,1.1045303,Mast,vSMCs
9891208,SND1,BRMS1,1.1044463,Mast,Pericyte
4396684,DHX9,DCLRE1C,1.1038071,Pericyte,Endothelial
4657780,RHOC,DCLRE1C,1.103463,Lymphoid,Endothelial
9197094,SIGLEC14,TRPV4,1.1029634,Myeloid,Fibroblast
9888808,SND1,DCLRE1C,1.1028959,Mast,Endothelial
4247877,EXOC3-AS1,CDK11A,1.1023703,Cardiomyocyte,Mast
4397762,DHX9,COMP,1.101834,Pericyte,Lymphoid
9889886,SND1,COMP,1.1009218,Mast,Lymphoid
4397371,DHX9,DUSP16,1.10082,Pericyte,Neuronal
4250320,EXOC3-AS1,BRMS1,1.1005471,Cardiomyocyte,Pericyte
4658467,RHOC,DUSP16,1.1005191,Lymphoid,Neuronal
4248148,EXOC3-AS1,AURKA,1.1002575,Cardiomyocyte,vSMCs
9889495,SND1,DUSP16,1.0999098,Mast,Neuronal
9196557,SIGLEC14,CDK11A,1.0990618,Myeloid,Mast
4247920,EXOC3-AS1,DCLRE1C,1.098946,Cardiomyocyte,Endothelial
9199000,SIGLEC14,BRMS1,1.0972338,Myeloid,Pericyte
4248998,EXOC3-AS1,COMP,1.0971258,Cardiomyocyte,Lymphoid
9196828,SIGLEC14,AURKA,1.096817,Myeloid,vSMCs
4248607,EXOC3-AS1,DUSP16,1.0960522,Cardiomyocyte,Neuronal
9196600,SIGLEC14,DCLRE1C,1.0956181,Myeloid,Endothelial
9197678,SIGLEC14,COMP,1.0938538,Myeloid,Lymphoid
9197287,SIGLEC14,DUSP16,1.0927612,Myeloid,Neuronal
