,Src,Dst,Prob,Src Cell,Dst Cell
9214895,INSIG1,TMOD1,1.1510434,vSMCs,Cardiomyocyte
9217193,INSIG1,CASK,1.1492468,vSMCs,Endothelial
9216929,INSIG1,CFLAR,1.1491714,vSMCs,Pericyte
9217031,INSIG1,RAB5A,1.1488793,vSMCs,Neuronal
9215024,INSIG1,ARHGEF15,1.1486249,vSMCs,Mast
9215430,INSIG1,FZR1,1.1484805,vSMCs,Myeloid
9216163,INSIG1,ARHGAP19,1.1483006,vSMCs,Fibroblast
9216280,INSIG1,USF2,1.1480258,vSMCs,Lymphoid
8747855,TARBP2,TRAF7,1.1448679,Mast,vSMCs
8747351,TARBP2,TMOD1,1.1446604,Mast,Cardiomyocyte
8222627,COL1A1,TRAF7,1.143076,Lymphoid,vSMCs
1352159,SOX10,TRAF7,1.1429235,Neuronal,vSMCs
9610079,RAD9A,TRAF7,1.1429008,Fibroblast,vSMCs
8749649,TARBP2,CASK,1.1428758,Mast,Endothelial
8222123,COL1A1,TMOD1,1.1428412,Lymphoid,Cardiomyocyte
8749385,TARBP2,CFLAR,1.1427988,Mast,Pericyte
1351655,SOX10,TMOD1,1.1427203,Neuronal,Cardiomyocyte
9609575,RAD9A,TMOD1,1.1426978,Fibroblast,Cardiomyocyte
7241999,SEMA3E,TRAF7,1.1426326,Cardiomyocyte,vSMCs
8749487,TARBP2,RAB5A,1.1425102,Mast,Neuronal
8186195,VHL,TRAF7,1.142246,Myeloid,vSMCs
8747886,TARBP2,FZR1,1.1421107,Mast,Myeloid
2317607,PDE4DIP,TRAF7,1.1420462,Pericyte,vSMCs
8185691,VHL,TMOD1,1.1420215,Myeloid,Cardiomyocyte
8748619,TARBP2,ARHGAP19,1.1419334,Mast,Fibroblast
2317103,PDE4DIP,TMOD1,1.1418195,Pericyte,Cardiomyocyte
8748736,TARBP2,USF2,1.1416588,Mast,Lymphoid
8224421,COL1A1,CASK,1.1410054,Lymphoid,Endothelial
8224157,COL1A1,CFLAR,1.1409789,Lymphoid,Pericyte
1353953,SOX10,CASK,1.1409465,Neuronal,Endothelial
9611873,RAD9A,CASK,1.1409245,Fibroblast,Endothelial
8492831,KDR,TRAF7,1.1408926,Endothelial,vSMCs
1353689,SOX10,CFLAR,1.1408623,Neuronal,Pericyte
9611609,RAD9A,CFLAR,1.1408399,Fibroblast,Pericyte
8492327,KDR,TMOD1,1.14069,Endothelial,Cardiomyocyte
8224259,COL1A1,RAB5A,1.1406419,Lymphoid,Neuronal
7243793,SEMA3E,CASK,1.1405926,Cardiomyocyte,Endothelial
9611711,RAD9A,RAB5A,1.1405592,Fibroblast,Neuronal
7243529,SEMA3E,CFLAR,1.1405478,Cardiomyocyte,Pericyte
8222252,COL1A1,ARHGEF15,1.1404542,Lymphoid,Mast
8222658,COL1A1,FZR1,1.1403242,Lymphoid,Myeloid
1351784,SOX10,ARHGEF15,1.1403166,Neuronal,Mast
9609704,RAD9A,ARHGEF15,1.1402941,Fibroblast,Mast
7243631,SEMA3E,RAB5A,1.1402286,Cardiomyocyte,Neuronal
8187989,VHL,CASK,1.1402069,Myeloid,Endothelial
1352190,SOX10,FZR1,1.1401708,Neuronal,Myeloid
8187725,VHL,CFLAR,1.140162,Myeloid,Pericyte
9610110,RAD9A,FZR1,1.1401482,Fibroblast,Myeloid
8223391,COL1A1,ARHGAP19,1.1401018,Lymphoid,Fibroblast
7241624,SEMA3E,ARHGEF15,1.1400164,Cardiomyocyte,Mast
2319401,PDE4DIP,CASK,1.1400003,Pericyte,Endothelial
1352923,SOX10,ARHGAP19,1.1400003,Neuronal,Fibroblast
7242030,SEMA3E,FZR1,1.1398815,Cardiomyocyte,Myeloid
8187827,VHL,RAB5A,1.1398431,Myeloid,Neuronal
1353040,SOX10,USF2,1.1397214,Neuronal,Lymphoid
9610960,RAD9A,USF2,1.1396989,Fibroblast,Lymphoid
7242763,SEMA3E,ARHGAP19,1.1396757,Cardiomyocyte,Fibroblast
2319239,PDE4DIP,RAB5A,1.1396366,Pericyte,Neuronal
8185820,VHL,ARHGEF15,1.1396308,Myeloid,Mast
2317232,PDE4DIP,ARHGEF15,1.1394304,Pericyte,Mast
7242880,SEMA3E,USF2,1.139423,Cardiomyocyte,Lymphoid
2317638,PDE4DIP,FZR1,1.1392967,Pericyte,Myeloid
8186959,VHL,ARHGAP19,1.1392903,Myeloid,Fibroblast
2318371,PDE4DIP,ARHGAP19,1.1390872,Pericyte,Fibroblast
8187076,VHL,USF2,1.1390375,Myeloid,Lymphoid
2318488,PDE4DIP,USF2,1.1388373,Pericyte,Lymphoid
8494361,KDR,CFLAR,1.1388354,Endothelial,Pericyte
8494463,KDR,RAB5A,1.1385552,Endothelial,Neuronal
8492456,KDR,ARHGEF15,1.1382904,Endothelial,Mast
8492862,KDR,FZR1,1.1381447,Endothelial,Myeloid
8493595,KDR,ARHGAP19,1.137975,Endothelial,Fibroblast
8493712,KDR,USF2,1.1376963,Endothelial,Lymphoid
