,Src,Dst,Prob,Src Cell,Dst Cell
9913349,CD3D,FRAT1,1.0163466,Myeloid,vSMCs
8369202,DRD4,CD24,1.0141617,vSMCs,Cardiomyocyte
8369976,DRD4,CD200,1.0140318,vSMCs,Fibroblast
9915300,CD3D,CD200,1.0097204,Myeloid,Fibroblast
9914526,CD3D,CD24,1.0069824,Myeloid,Cardiomyocyte
9637073,HSPA4,FRAT1,1.0068007,Cardiomyocyte,vSMCs
6312653,PTHLH,FRAT1,1.0029068,Endothelial,vSMCs
8368309,DRD4,RIN2,1.0010064,vSMCs,Mast
8369611,DRD4,CRK,1.0003089,vSMCs,Neuronal
9639024,HSPA4,CD200,1.000254,Cardiomyocyte,Fibroblast
9913251,CD3D,SAFB,0.9981928,Myeloid,Mast
6314604,PTHLH,CD200,0.9963774,Endothelial,Fibroblast
4372649,JAG2,FRAT1,0.99608874,Mast,vSMCs
9914935,CD3D,CRK,0.9948542,Myeloid,Neuronal
8367346,DRD4,SLA2,0.99427474,vSMCs,Endothelial
6313830,PTHLH,CD24,0.99414325,Endothelial,Cardiomyocyte
3316121,IFNGR1,FRAT1,0.99376553,Neuronal,vSMCs
7384361,KLF4,FRAT1,0.99313104,Pericyte,vSMCs
8367852,DRD4,IL12RB1,0.9902315,vSMCs,Myeloid
8368523,DRD4,NCKAP1,0.9900822,vSMCs,Pericyte
4373826,JAG2,CD24,0.99008,Mast,Cardiomyocyte
4374600,JAG2,CD200,0.9896557,Mast,Fibroblast
8370038,DRD4,SEPTIN9,0.98939145,vSMCs,Lymphoid
7788149,LAMA1,FRAT1,0.98857826,Fibroblast,vSMCs
9915573,CD3D,TNFSF8,0.98847455,Myeloid,Endothelial
9636975,HSPA4,SAFB,0.9883369,Cardiomyocyte,Mast
3317298,IFNGR1,CD24,0.9879744,Neuronal,Cardiomyocyte
3318072,IFNGR1,CD200,0.9873514,Neuronal,Fibroblast
9913847,CD3D,NCKAP1,0.9872274,Myeloid,Pericyte
7386312,KLF4,CD200,0.98668605,Pericyte,Fibroblast
9638659,HSPA4,CRK,0.985894,Cardiomyocyte,Neuronal
283157,EEF1E1,FRAT1,0.9856034,Lymphoid,vSMCs
7385538,KLF4,CD24,0.98552924,Pericyte,Cardiomyocyte
6312555,PTHLH,SAFB,0.98473644,Endothelial,Mast
9912564,CD3D,ACTR2,0.98414135,Myeloid,Lymphoid
7789326,LAMA1,CD24,0.9825614,Fibroblast,Cardiomyocyte
6314239,PTHLH,CRK,0.9819036,Endothelial,Neuronal
9636900,HSPA4,IL12RB1,0.9809038,Cardiomyocyte,Myeloid
2952978,CD300LF,CD24,0.9807423,Lymphoid,Cardiomyocyte
9639297,HSPA4,TNFSF8,0.9792979,Cardiomyocyte,Endothelial
285108,EEF1E1,CD200,0.97923774,Lymphoid,Fibroblast
6312480,PTHLH,IL12RB1,0.9779517,Endothelial,Myeloid
9637571,HSPA4,NCKAP1,0.9775582,Cardiomyocyte,Pericyte
4374235,JAG2,CRK,0.9763874,Mast,Neuronal
3316405,IFNGR1,RIN2,0.9751703,Neuronal,Mast
9636288,HSPA4,ACTR2,0.9751281,Cardiomyocyte,Lymphoid
7384263,KLF4,SAFB,0.9745584,Pericyte,Mast
6313151,PTHLH,NCKAP1,0.97396076,Endothelial,Pericyte
7385947,KLF4,CRK,0.9727954,Pericyte,Neuronal
6311868,PTHLH,ACTR2,0.97125036,Endothelial,Lymphoid
4371970,JAG2,SLA2,0.9706589,Mast,Endothelial
7788433,LAMA1,RIN2,0.9698215,Fibroblast,Mast
7789735,LAMA1,CRK,0.9690024,Fibroblast,Neuronal
2953511,CD300LF,SMURF2,0.9689421,Lymphoid,Mast
3315442,IFNGR1,SLA2,0.96859026,Neuronal,Endothelial
2953387,CD300LF,CRK,0.96652335,Lymphoid,Neuronal
4373358,JAG2,PPP2R3A,0.96634865,Mast,Pericyte
7383682,KLF4,SLA2,0.96623105,Pericyte,Endothelial
7384188,KLF4,IL12RB1,0.96622264,Pericyte,Myeloid
4374662,JAG2,SEPTIN9,0.9659039,Mast,Lymphoid
4372476,JAG2,IL12RB1,0.9658028,Mast,Myeloid
3316830,IFNGR1,PPP2R3A,0.964332,Neuronal,Pericyte
3318134,IFNGR1,SEPTIN9,0.96385366,Neuronal,Lymphoid
7787470,LAMA1,SLA2,0.96328884,Fibroblast,Endothelial
3315948,IFNGR1,IL12RB1,0.96313477,Neuronal,Myeloid
7383576,KLF4,ACTR2,0.9620607,Pericyte,Lymphoid
2951122,CD300LF,SLA2,0.9614796,Lymphoid,Endothelial
7788858,LAMA1,PPP2R3A,0.9590002,Fibroblast,Pericyte
7787976,LAMA1,IL12RB1,0.9586297,Fibroblast,Myeloid
7790162,LAMA1,SEPTIN9,0.95856774,Fibroblast,Lymphoid
2952510,CD300LF,PPP2R3A,0.95745736,Lymphoid,Pericyte
11042568,GADD45B,IL12RB1,0.9570297,Lymphoid,Myeloid
