,Src,Dst,Prob,Src Cell,Dst Cell
4903839,CD2AP,GDF6,0.8544145,vSMCs,Myeloid
4302711,NR0B2,GDF6,0.8538978,Cardiomyocyte,Myeloid
4904530,CD2AP,BMP5,0.8512926,vSMCs,Cardiomyocyte
10988674,DTX4,BMP5,0.85029453,Myeloid,Cardiomyocyte
4303505,NR0B2,LIMK1,0.8458668,Cardiomyocyte,vSMCs
4469691,NUP50,GDF6,0.8456897,Mast,Myeloid
5356203,CCR5,GDF6,0.8456895,Fibroblast,Myeloid
10988777,DTX4,LIMK1,0.845135,Myeloid,vSMCs
4904813,CD2AP,STK17B,0.8436027,vSMCs,Neuronal
4303685,NR0B2,STK17B,0.8434994,Cardiomyocyte,Neuronal
5356894,CCR5,BMP5,0.84290296,Fibroblast,Cardiomyocyte
4470382,NUP50,BMP5,0.8426175,Mast,Cardiomyocyte
10988957,DTX4,STK17B,0.8425414,Myeloid,Neuronal
4905026,CD2AP,CBY1,0.8396596,vSMCs,Lymphoid
4303898,NR0B2,CBY1,0.83924097,Cardiomyocyte,Lymphoid
10989170,DTX4,CBY1,0.8386745,Myeloid,Lymphoid
5356997,CCR5,LIMK1,0.8382869,Fibroblast,vSMCs
5322807,BTG1,GDF6,0.8382327,Pericyte,Myeloid
4470485,NUP50,LIMK1,0.8375621,Mast,vSMCs
4904516,CD2AP,PLXNA4,0.8369572,vSMCs,Mast
1801047,PTPN13,GDF6,0.8367323,Neuronal,Myeloid
4304622,NR0B2,FAM8A1,0.8365892,Cardiomyocyte,Mast
5357177,CCR5,STK17B,0.8364049,Fibroblast,Neuronal
10988660,DTX4,PLXNA4,0.83601004,Myeloid,Mast
10213803,FST,GDF6,0.83584905,Lymphoid,Myeloid
5323498,BTG1,BMP5,0.8353319,Pericyte,Cardiomyocyte
4470665,NUP50,STK17B,0.83507156,Mast,Neuronal
4905996,CD2AP,PIK3C2A,0.8348228,vSMCs,Pericyte
4304868,NR0B2,PIK3C2A,0.83450717,Cardiomyocyte,Pericyte
1801738,PTPN13,BMP5,0.8338208,Neuronal,Cardiomyocyte
10990140,DTX4,PIK3C2A,0.83382064,Myeloid,Pericyte
4905934,CD2AP,SLA2,0.83348835,vSMCs,Fibroblast
4304806,NR0B2,SLA2,0.83341575,Cardiomyocyte,Fibroblast
10214494,FST,BMP5,0.8328825,Lymphoid,Cardiomyocyte
10990078,DTX4,SLA2,0.8324331,Myeloid,Fibroblast
5357390,CCR5,CBY1,0.83139575,Fibroblast,Lymphoid
4470878,NUP50,CBY1,0.8311037,Mast,Lymphoid
5323601,BTG1,LIMK1,0.83054286,Pericyte,vSMCs
5358114,CCR5,FAM8A1,0.82908994,Fibroblast,Mast
1801841,PTPN13,LIMK1,0.82901615,Neuronal,vSMCs
5323781,BTG1,STK17B,0.82838154,Pericyte,Neuronal
10214597,FST,LIMK1,0.8279935,Lymphoid,vSMCs
5358360,CCR5,PIK3C2A,0.826957,Fibroblast,Pericyte
4471848,NUP50,PIK3C2A,0.82633674,Mast,Pericyte
10214777,FST,STK17B,0.82568085,Lymphoid,Neuronal
4471786,NUP50,SLA2,0.82506543,Mast,Fibroblast
10696527,RND1,GDF6,0.8247589,Endothelial,Myeloid
5323994,BTG1,CBY1,0.82392293,Pericyte,Lymphoid
1802234,PTPN13,CBY1,0.822432,Neuronal,Lymphoid
10697218,RND1,BMP5,0.82194185,Endothelial,Cardiomyocyte
4905951,CD2AP,CSF3,0.82182163,vSMCs,Endothelial
4304823,NR0B2,CSF3,0.82168734,Cardiomyocyte,Endothelial
5324718,BTG1,FAM8A1,0.82143253,Pericyte,Mast
10990095,DTX4,CSF3,0.8207954,Myeloid,Endothelial
1802958,PTPN13,FAM8A1,0.81992275,Neuronal,Mast
10215714,FST,FAM8A1,0.8189119,Lymphoid,Mast
5324902,BTG1,SLA2,0.81850445,Pericyte,Fibroblast
1803204,PTPN13,PIK3C2A,0.81786275,Neuronal,Pericyte
10697321,RND1,LIMK1,0.817287,Endothelial,vSMCs
1803142,PTPN13,SLA2,0.81696117,Neuronal,Fibroblast
10215960,FST,PIK3C2A,0.81687313,Lymphoid,Pericyte
10215898,FST,SLA2,0.815811,Lymphoid,Fibroblast
10697501,RND1,STK17B,0.81523967,Endothelial,Neuronal
5358315,CCR5,CSF3,0.8146923,Fibroblast,Endothelial
4471803,NUP50,CSF3,0.81350386,Mast,Endothelial
10697714,RND1,CBY1,0.8107171,Endothelial,Lymphoid
10698438,RND1,FAM8A1,0.8083216,Endothelial,Mast
5324919,BTG1,CSF3,0.8069309,Pericyte,Endothelial
10698684,RND1,PIK3C2A,0.80627394,Endothelial,Pericyte
10698622,RND1,SLA2,0.8055318,Endothelial,Fibroblast
1803159,PTPN13,CSF3,0.8054208,Neuronal,Endothelial
10215915,FST,CSF3,0.8043287,Lymphoid,Endothelial
