,Src,Dst,Prob,Src Cell,Dst Cell
4455660,PELI1,XRCC3,1.3265847,Mast,vSMCs
9941712,PNCK,XRCC3,1.3127394,Cardiomyocyte,vSMCs
7561488,ELANE,XRCC3,1.3126622,Fibroblast,vSMCs
3599508,SEMA4A,XRCC3,1.3071539,Endothelial,vSMCs
2549052,TCF7,XRCC3,1.3034104,Myeloid,vSMCs
2679600,MFAP2,XRCC3,1.295015,Neuronal,vSMCs
4456410,PELI1,MCOLN3,1.2937607,Mast,Myeloid
7127340,PTPRC,XRCC3,1.292376,Pericyte,vSMCs
7464336,PSIP1,XRCC3,1.2871002,Lymphoid,vSMCs
9942462,PNCK,MCOLN3,1.2820387,Cardiomyocyte,Myeloid
7562238,ELANE,MCOLN3,1.2819645,Fibroblast,Myeloid
391206,TLR7,MCOLN3,1.2819537,vSMCs,Myeloid
4455659,PELI1,ZAP70,1.2808151,Mast,Fibroblast
3600258,SEMA4A,MCOLN3,1.276179,Endothelial,Myeloid
4453823,PELI1,RAB38,1.2716222,Mast,Neuronal
4455091,PELI1,LPAR3,1.2716192,Mast,Cardiomyocyte
4455111,PELI1,FPR1,1.2689317,Mast,Pericyte
9942210,PNCK,MC1R,1.266876,Cardiomyocyte,Fibroblast
390954,TLR7,MC1R,1.2667929,vSMCs,Fibroblast
2680350,MFAP2,MCOLN3,1.2649939,Neuronal,Myeloid
4455808,PELI1,EIF4E,1.2638378,Mast,Lymphoid
9942533,PNCK,NINL,1.262456,Cardiomyocyte,Mast
7562309,ELANE,NINL,1.2623832,Fibroblast,Mast
391277,TLR7,NINL,1.2623725,vSMCs,Mast
7128090,PTPRC,MCOLN3,1.2622886,Pericyte,Myeloid
3599507,SEMA4A,ZAP70,1.2612554,Endothelial,Fibroblast
7560919,ELANE,LPAR3,1.2609972,Fibroblast,Cardiomyocyte
389887,TLR7,LPAR3,1.2609863,vSMCs,Cardiomyocyte
9940938,PNCK,TRAF6,1.2605006,Cardiomyocyte,Neuronal
7560714,ELANE,TRAF6,1.2604289,Fibroblast,Neuronal
389682,TLR7,TRAF6,1.2604179,vSMCs,Neuronal
2549550,TCF7,MC1R,1.25952,Myeloid,Fibroblast
9941163,PNCK,FPR1,1.2593356,Cardiomyocyte,Pericyte
7560939,ELANE,FPR1,1.259264,Fibroblast,Pericyte
389907,TLR7,FPR1,1.2592529,vSMCs,Pericyte
4454576,PELI1,EYA1,1.2578744,Mast,Endothelial
7465086,PSIP1,MCOLN3,1.2573613,Lymphoid,Myeloid
3600329,SEMA4A,NINL,1.256621,Endothelial,Mast
3598939,SEMA4A,LPAR3,1.255085,Endothelial,Cardiomyocyte
3597671,SEMA4A,RAB38,1.2544785,Endothelial,Neuronal
2549873,TCF7,NINL,1.2544155,Myeloid,Mast
9941654,PNCK,EEF1E1,1.2540721,Cardiomyocyte,Lymphoid
7561430,ELANE,EEF1E1,1.2540007,Fibroblast,Lymphoid
390398,TLR7,EEF1E1,1.2539897,vSMCs,Lymphoid
2548483,TCF7,LPAR3,1.2533507,Myeloid,Cardiomyocyte
2548278,TCF7,TRAF6,1.2532351,Myeloid,Neuronal
3598959,SEMA4A,FPR1,1.2531481,Endothelial,Pericyte
2548503,TCF7,FPR1,1.2520518,Myeloid,Pericyte
2680098,MFAP2,MC1R,1.2503077,Neuronal,Fibroblast
8600298,DUSP2,MC1R,1.2481167,Pericyte,Fibroblast
3599450,SEMA4A,EEF1E1,1.2479204,Endothelial,Lymphoid
9940628,PNCK,EYA1,1.2469321,Cardiomyocyte,Endothelial
7560404,ELANE,EYA1,1.2468603,Fibroblast,Endothelial
389372,TLR7,EYA1,1.2468497,vSMCs,Endothelial
2548994,TCF7,EEF1E1,1.2467984,Myeloid,Lymphoid
2680421,MFAP2,NINL,1.2457141,Neuronal,Mast
2679031,MFAP2,LPAR3,1.2444478,Neuronal,Cardiomyocyte
8600621,DUSP2,NINL,1.2431221,Pericyte,Mast
2679051,MFAP2,FPR1,1.2428751,Neuronal,Pericyte
7464834,PSIP1,MC1R,1.242866,Lymphoid,Fibroblast
8599231,DUSP2,LPAR3,1.2420388,Pericyte,Cardiomyocyte
8599026,DUSP2,TRAF6,1.2418838,Pericyte,Neuronal
2547968,TCF7,EYA1,1.2390691,Myeloid,Endothelial
7465157,PSIP1,NINL,1.2382135,Lymphoid,Mast
2679542,MFAP2,EEF1E1,1.2376739,Neuronal,Lymphoid
7463767,PSIP1,LPAR3,1.2369931,Lymphoid,Cardiomyocyte
7463562,PSIP1,TRAF6,1.2366353,Lymphoid,Neuronal
8599742,DUSP2,EEF1E1,1.2355095,Pericyte,Lymphoid
7463787,PSIP1,FPR1,1.2354813,Lymphoid,Pericyte
2678516,MFAP2,EYA1,1.2304217,Neuronal,Endothelial
8598716,DUSP2,EYA1,1.2279068,Pericyte,Endothelial
7463252,PSIP1,EYA1,1.2230228,Lymphoid,Endothelial
