,Src,Dst,Prob,Src Cell,Dst Cell
5328120,ENAM,NTM,0.87126106,Cardiomyocyte,Fibroblast
856092,UBASH3B,NTM,0.8696665,Myeloid,Fibroblast
854217,UBASH3B,GZMB,0.8687754,Myeloid,vSMCs
853940,UBASH3B,PHF8,0.8652847,Myeloid,Mast
5325908,ENAM,SNIP1,0.8621466,Cardiomyocyte,Myeloid
2280800,KIF5C,SNIP1,0.862141,Fibroblast,Myeloid
853556,UBASH3B,MYCBP2,0.86178577,Myeloid,Pericyte
5326245,ENAM,GZMB,0.86126655,Cardiomyocyte,vSMCs
2281137,KIF5C,GZMB,0.86126095,Fibroblast,vSMCs
5327775,ENAM,CDC34,0.86093324,Cardiomyocyte,Mast
2282667,KIF5C,CDC34,0.8609275,Fibroblast,Mast
853774,UBASH3B,PPP2R5D,0.85985005,Myeloid,Cardiomyocyte
853360,UBASH3B,RNF43,0.85979533,Myeloid,Endothelial
6821832,LGI2,NTM,0.85846585,Pericyte,Fibroblast
853233,UBASH3B,COL1A2,0.8582747,Myeloid,Lymphoid
3488304,TRIP12,NTM,0.85789216,Mast,Fibroblast
2862888,LAMC3,NTM,0.85739994,Endothelial,Fibroblast
3486092,TRIP12,SNIP1,0.85725546,Mast,Myeloid
6460548,ARHGDIB,NTM,0.8569232,Lymphoid,Fibroblast
5325584,ENAM,MYCBP2,0.8565743,Cardiomyocyte,Pericyte
2280476,KIF5C,MYCBP2,0.8565687,Fibroblast,Pericyte
3486429,TRIP12,GZMB,0.8564898,Mast,vSMCs
6578952,RHOG,NTM,0.8557535,Neuronal,Fibroblast
2860676,LAMC3,SNIP1,0.85557634,Endothelial,Myeloid
6458336,ARHGDIB,SNIP1,0.8547979,Lymphoid,Myeloid
2861013,LAMC3,GZMB,0.8547967,Endothelial,vSMCs
5325261,ENAM,COL1A2,0.85445935,Cardiomyocyte,Lymphoid
2280153,KIF5C,COL1A2,0.8544538,Fibroblast,Lymphoid
6458673,ARHGDIB,GZMB,0.854015,Lymphoid,vSMCs
6576740,RHOG,SNIP1,0.85366803,Neuronal,Myeloid
2282907,KIF5C,NF1,0.85349053,Fibroblast,Cardiomyocyte
6577077,RHOG,GZMB,0.8528867,Neuronal,vSMCs
855841,UBASH3B,CAMK1D,0.8520845,Myeloid,Neuronal
5325388,ENAM,RNF43,0.8519555,Cardiomyocyte,Endothelial
2280280,KIF5C,RNF43,0.8519499,Fibroblast,Endothelial
2860736,LAMC3,PHF8,0.8510731,Endothelial,Mast
6458396,ARHGDIB,PHF8,0.85024333,Lymphoid,Mast
3485768,TRIP12,MYCBP2,0.84972763,Mast,Pericyte
6576800,RHOG,PHF8,0.8491263,Neuronal,Mast
6819620,LGI2,SNIP1,0.8484485,Pericyte,Myeloid
2860352,LAMC3,MYCBP2,0.84834343,Endothelial,Pericyte
6821487,LGI2,CDC34,0.84779,Pericyte,Mast
3485986,TRIP12,PPP2R5D,0.8477251,Mast,Cardiomyocyte
5327869,ENAM,CAMK1D,0.8476627,Cardiomyocyte,Neuronal
2282761,KIF5C,CAMK1D,0.84765714,Fibroblast,Neuronal
6458012,ARHGDIB,MYCBP2,0.84764314,Lymphoid,Pericyte
3485572,TRIP12,RNF43,0.84761316,Mast,Endothelial
6819957,LGI2,GZMB,0.8475688,Pericyte,vSMCs
6576416,RHOG,MYCBP2,0.846514,Neuronal,Pericyte
3485445,TRIP12,COL1A2,0.84634465,Mast,Lymphoid
2860570,LAMC3,PPP2R5D,0.8461288,Endothelial,Cardiomyocyte
6458230,ARHGDIB,PPP2R5D,0.84537524,Lymphoid,Cardiomyocyte
2860029,LAMC3,COL1A2,0.84514767,Endothelial,Lymphoid
6457816,ARHGDIB,RNF43,0.84509635,Lymphoid,Endothelial
6576634,RHOG,PPP2R5D,0.84425586,Neuronal,Cardiomyocyte
6576220,RHOG,RNF43,0.84398144,Neuronal,Endothelial
6576093,RHOG,COL1A2,0.84336567,Neuronal,Lymphoid
6818973,LGI2,COL1A2,0.84128964,Pericyte,Lymphoid
6821727,LGI2,NF1,0.8402671,Pericyte,Cardiomyocyte
3488053,TRIP12,CAMK1D,0.84020406,Mast,Neuronal
2862637,LAMC3,CAMK1D,0.838932,Endothelial,Neuronal
6819100,LGI2,RNF43,0.83835816,Pericyte,Endothelial
6460297,ARHGDIB,CAMK1D,0.83826405,Lymphoid,Neuronal
6821581,LGI2,CAMK1D,0.83452415,Pericyte,Neuronal
10398240,BRSK2,NTM,0.8123894,vSMCs,Fibroblast
10396028,BRSK2,SNIP1,0.81171584,vSMCs,Myeloid
10396088,BRSK2,PHF8,0.8076363,vSMCs,Mast
10395704,BRSK2,MYCBP2,0.80460453,vSMCs,Pericyte
10395922,BRSK2,PPP2R5D,0.80269563,vSMCs,Cardiomyocyte
10395508,BRSK2,RNF43,0.80258167,vSMCs,Endothelial
10395381,BRSK2,COL1A2,0.8014121,vSMCs,Lymphoid
10397989,BRSK2,CAMK1D,0.7955925,vSMCs,Neuronal
