,Src,Dst,Prob,Src Cell,Dst Cell
1489728,APIP,SDC1,1.1065295,Fibroblast,Mast
1489526,APIP,HOXB7,1.1016135,Fibroblast,Myeloid
1489425,APIP,BCAR3,1.101069,Fibroblast,Pericyte
1490100,APIP,SSB,1.1005818,Fibroblast,Neuronal
6954196,OSM,RGS9,1.0932305,Myeloid,Fibroblast
6954528,OSM,SDC1,1.0929911,Myeloid,Mast
1490564,APIP,PPARGC1A,1.0927079,Fibroblast,Cardiomyocyte
6954225,OSM,BCAR3,1.0874587,Myeloid,Pericyte
6954900,OSM,SSB,1.0869187,Myeloid,Neuronal
1488845,APIP,SOCS1,1.086877,Fibroblast,Endothelial
2819164,MMP9,RGS9,1.0808779,Mast,Fibroblast
6955364,OSM,PPARGC1A,1.0795454,Myeloid,Cardiomyocyte
2819294,MMP9,HOXB7,1.0770892,Mast,Myeloid
2819193,MMP9,BCAR3,1.0752282,Mast,Pericyte
2819868,MMP9,SSB,1.0746406,Mast,Neuronal
6953645,OSM,SOCS1,1.0736818,Myeloid,Endothelial
390696,TLR7,SDC1,1.0720181,vSMCs,Mast
390364,TLR7,RGS9,1.0718702,vSMCs,Fibroblast
1490532,APIP,FKBP8,1.0702173,Fibroblast,Lymphoid
390494,TLR7,HOXB7,1.0688682,vSMCs,Myeloid
2820332,MMP9,PPARGC1A,1.0677174,Mast,Cardiomyocyte
390393,TLR7,BCAR3,1.0663295,vSMCs,Pericyte
5339376,AKAP12,SDC1,1.0659508,Neuronal,Mast
391068,TLR7,SSB,1.0656885,vSMCs,Neuronal
5339044,AKAP12,RGS9,1.0654856,Neuronal,Fibroblast
5339174,AKAP12,HOXB7,1.0637021,Neuronal,Myeloid
2818613,MMP9,SOCS1,1.0618244,Mast,Endothelial
5339073,AKAP12,BCAR3,1.0600762,Neuronal,Pericyte
391532,TLR7,PPARGC1A,1.059222,vSMCs,Cardiomyocyte
1488614,APIP,DRD4,1.0579302,Fibroblast,vSMCs
6955332,OSM,FKBP8,1.0575342,Myeloid,Lymphoid
393732,NRG2,SDC1,1.0565623,Endothelial,Mast
393400,NRG2,RGS9,1.0561173,Endothelial,Fibroblast
393530,NRG2,HOXB7,1.0542885,Endothelial,Myeloid
5345448,BRK1,SDC1,1.0538032,Lymphoid,Mast
5340212,AKAP12,PPARGC1A,1.0535527,Neuronal,Cardiomyocyte
5345116,BRK1,RGS9,1.0534393,Lymphoid,Fibroblast
389813,TLR7,SOCS1,1.0532739,vSMCs,Endothelial
5345246,BRK1,HOXB7,1.0513135,Lymphoid,Myeloid
393429,NRG2,BCAR3,1.0507505,Endothelial,Pericyte
394104,NRG2,SSB,1.0500317,Endothelial,Neuronal
5345145,BRK1,BCAR3,1.0480614,Lymphoid,Pericyte
5338493,AKAP12,SOCS1,1.0474745,Neuronal,Endothelial
5345820,BRK1,SSB,1.0473677,Lymphoid,Neuronal
2242656,UNC13B,SDC1,1.0469763,Pericyte,Mast
2242324,UNC13B,RGS9,1.0465361,Pericyte,Fibroblast
2820300,MMP9,FKBP8,1.0461372,Mast,Lymphoid
6953414,OSM,DRD4,1.0455104,Myeloid,vSMCs
2242454,UNC13B,HOXB7,1.0447211,Pericyte,Myeloid
394568,NRG2,PPARGC1A,1.0442569,Endothelial,Cardiomyocyte
5346284,BRK1,PPARGC1A,1.0414481,Lymphoid,Cardiomyocyte
2243028,UNC13B,SSB,1.0405056,Pericyte,Neuronal
391500,TLR7,FKBP8,1.0380199,vSMCs,Lymphoid
5344565,BRK1,SOCS1,1.0354886,Lymphoid,Endothelial
2243492,UNC13B,PPARGC1A,1.0347818,Pericyte,Cardiomyocyte
2818382,MMP9,DRD4,1.03435,Mast,vSMCs
5340180,AKAP12,FKBP8,1.0327923,Neuronal,Lymphoid
2241773,UNC13B,SOCS1,1.0288204,Pericyte,Endothelial
394536,NRG2,FKBP8,1.0236629,Endothelial,Lymphoid
5338262,AKAP12,DRD4,1.0214559,Neuronal,vSMCs
2243460,UNC13B,FKBP8,1.0143739,Pericyte,Lymphoid
392618,NRG2,DRD4,1.0124173,Endothelial,vSMCs
5344334,BRK1,DRD4,1.0095664,Lymphoid,vSMCs
2241542,UNC13B,DRD4,1.00323,Pericyte,vSMCs
