,Src,Dst,Prob,Src Cell,Dst Cell
6286119,SMAD6,ALOX5,0.96916765,Endothelial,Myeloid
6286093,SMAD6,DLG4,0.9691632,Endothelial,vSMCs
1628895,GSKIP,ALOX5,0.96700615,Cardiomyocyte,Myeloid
1628869,GSKIP,DLG4,0.96700174,Cardiomyocyte,vSMCs
6286898,SMAD6,PTPRE,0.96637774,Endothelial,Cardiomyocyte
2342355,ARHGAP22,ALOX5,0.9663496,Mast,Myeloid
2342329,ARHGAP22,DLG4,0.9663452,Mast,vSMCs
4740795,NXPH3,ALOX5,0.9663192,vSMCs,Myeloid
5912691,EEF2K,ALOX5,0.96602046,Neuronal,Myeloid
5912665,EEF2K,DLG4,0.966016,Neuronal,vSMCs
6285518,SMAD6,VEGFD,0.96561223,Endothelial,Fibroblast
9182463,ERBB2,ALOX5,0.9653598,Pericyte,Myeloid
9182437,ERBB2,DLG4,0.9653554,Pericyte,vSMCs
2946519,PTX3,ALOX5,0.9649473,Fibroblast,Myeloid
2946493,PTX3,DLG4,0.9649429,Fibroblast,vSMCs
10472737,TGFA,DLG4,0.9639846,Myeloid,vSMCs
2343134,ARHGAP22,PTPRE,0.9635699,Mast,Cardiomyocyte
4741574,NXPH3,PTPRE,0.9635396,vSMCs,Cardiomyocyte
1628877,GSKIP,HHEX,0.9634701,Cardiomyocyte,Endothelial
1628294,GSKIP,VEGFD,0.9634678,Cardiomyocyte,Fibroblast
5913470,EEF2K,PTPRE,0.96324193,Neuronal,Cardiomyocyte
6285025,SMAD6,TMED10,0.9631915,Endothelial,Lymphoid
2342337,ARHGAP22,HHEX,0.96280956,Mast,Endothelial
2341754,ARHGAP22,VEGFD,0.96280724,Mast,Fibroblast
4740777,NXPH3,HHEX,0.9627793,vSMCs,Endothelial
4740194,NXPH3,VEGFD,0.96277696,vSMCs,Fibroblast
9183242,ERBB2,PTPRE,0.96259266,Pericyte,Cardiomyocyte
5912673,EEF2K,HHEX,0.962482,Neuronal,Endothelial
5912090,EEF2K,VEGFD,0.9624796,Neuronal,Fibroblast
2947298,PTX3,PTPRE,0.96215284,Fibroblast,Cardiomyocyte
9182445,ERBB2,HHEX,0.96183604,Pericyte,Endothelial
9181862,ERBB2,VEGFD,0.9618338,Pericyte,Fibroblast
2946501,PTX3,HHEX,0.9613881,Fibroblast,Endothelial
10473542,TGFA,PTPRE,0.96123326,Myeloid,Cardiomyocyte
6285741,SMAD6,MAP3K8,0.96117395,Endothelial,Mast
1627801,GSKIP,TMED10,0.96105826,Cardiomyocyte,Lymphoid
8669379,PLD3,ALOX5,0.96102047,Lymphoid,Myeloid
8669353,PLD3,DLG4,0.96101606,Lymphoid,vSMCs
10472745,TGFA,HHEX,0.96047986,Myeloid,Endothelial
10472162,TGFA,VEGFD,0.9604776,Myeloid,Fibroblast
2341261,ARHGAP22,TMED10,0.9603952,Mast,Lymphoid
4739701,NXPH3,TMED10,0.96036506,vSMCs,Lymphoid
5911597,EEF2K,TMED10,0.96006864,Neuronal,Lymphoid
6285085,SMAD6,L1CAM,0.9596565,Endothelial,Neuronal
9181369,ERBB2,TMED10,0.95943224,Pericyte,Lymphoid
1628517,GSKIP,MAP3K8,0.95910454,Cardiomyocyte,Mast
2945425,PTX3,TMED10,0.95896184,Fibroblast,Lymphoid
6287300,SMAD6,PTPRC,0.95872223,Endothelial,Pericyte
4740417,NXPH3,MAP3K8,0.95837086,vSMCs,Mast
8670158,PLD3,PTPRE,0.95827305,Lymphoid,Cardiomyocyte
10471669,TGFA,TMED10,0.9580857,Myeloid,Lymphoid
5912313,EEF2K,MAP3K8,0.9580771,Neuronal,Mast
1627861,GSKIP,L1CAM,0.9576051,Cardiomyocyte,Neuronal
9182085,ERBB2,MAP3K8,0.9575221,Pericyte,Mast
8669361,PLD3,HHEX,0.9575219,Lymphoid,Endothelial
8668778,PLD3,VEGFD,0.95751965,Lymphoid,Fibroblast
2341321,ARHGAP22,L1CAM,0.95689195,Mast,Neuronal
4739761,NXPH3,L1CAM,0.95686215,vSMCs,Neuronal
2946141,PTX3,MAP3K8,0.9568128,Fibroblast,Mast
1630076,GSKIP,PTPRC,0.95666033,Cardiomyocyte,Pericyte
10472385,TGFA,MAP3K8,0.95624113,Myeloid,Mast
9181429,ERBB2,L1CAM,0.9560353,Pericyte,Neuronal
2343536,ARHGAP22,PTPRC,0.95595676,Mast,Pericyte
4741976,NXPH3,PTPRC,0.95592695,vSMCs,Pericyte
5913872,EEF2K,PTPRC,0.95563394,Neuronal,Pericyte
2945485,PTX3,L1CAM,0.95526713,Fibroblast,Neuronal
10471729,TGFA,L1CAM,0.95477206,Myeloid,Neuronal
2947700,PTX3,PTPRC,0.95436674,Fibroblast,Pericyte
10473964,TGFA,MYD88,0.9538117,Myeloid,Pericyte
8669001,PLD3,MAP3K8,0.9532944,Lymphoid,Mast
8668345,PLD3,L1CAM,0.95182943,Lymphoid,Neuronal
8670580,PLD3,MYD88,0.9508722,Lymphoid,Pericyte
