,Src,Dst,Prob,Src Cell,Dst Cell
4582474,HCFC1,B2M,1.0830069,Pericyte,Lymphoid
5532742,LDLR,B2M,1.0829961,vSMCs,Lymphoid
10860922,SLK,B2M,1.0828992,Endothelial,Lymphoid
3392362,MAPK14,B2M,1.0828297,Mast,Lymphoid
7697410,PRKAA1,B2M,1.082571,Fibroblast,Lymphoid
10611970,MFAP2,B2M,1.0824125,Neuronal,Lymphoid
5532310,LDLR,THEM4,1.0824019,vSMCs,Pericyte
4582190,HCFC1,PSMD2,1.0824006,Pericyte,Mast
5532458,LDLR,PSMD2,1.0823786,vSMCs,Mast
10860490,SLK,THEM4,1.082298,Endothelial,Pericyte
10860638,SLK,PSMD2,1.0822905,Endothelial,Mast
3391930,MAPK14,THEM4,1.0822394,Mast,Pericyte
4581383,HCFC1,KDM5C,1.0822058,Pericyte,Endothelial
5531651,LDLR,KDM5C,1.0822035,vSMCs,Endothelial
5531943,LDLR,ZRANB2,1.0820801,vSMCs,Neuronal
4581675,HCFC1,ZRANB2,1.082077,Pericyte,Neuronal
5533750,LDLR,PIN1,1.0820748,vSMCs,Cardiomyocyte
4583482,HCFC1,PIN1,1.0820718,Pericyte,Cardiomyocyte
3391271,MAPK14,KDM5C,1.0820409,Mast,Endothelial
4870462,VIM,THEM4,1.0820262,Lymphoid,Pericyte
4870610,VIM,PSMD2,1.082006,Lymphoid,Mast
10860123,SLK,ZRANB2,1.0819724,Endothelial,Neuronal
7697126,PRKAA1,PSMD2,1.0819705,Fibroblast,Mast
10861930,SLK,PIN1,1.0819672,Endothelial,Cardiomyocyte
7696978,PRKAA1,THEM4,1.0819638,Fibroblast,Pericyte
3391563,MAPK14,ZRANB2,1.0819198,Mast,Neuronal
3393370,MAPK14,PIN1,1.0819144,Mast,Cardiomyocyte
4869803,VIM,KDM5C,1.0818279,Lymphoid,Endothelial
10611538,MFAP2,THEM4,1.0818217,Neuronal,Pericyte
10611686,MFAP2,PSMD2,1.0817914,Neuronal,Mast
7696319,PRKAA1,KDM5C,1.081766,Fibroblast,Endothelial
4870095,VIM,ZRANB2,1.0817038,Lymphoid,Neuronal
4871902,VIM,PIN1,1.0816985,Lymphoid,Cardiomyocyte
6625702,TRPV1,B2M,1.08168,Cardiomyocyte,Lymphoid
7696611,PRKAA1,ZRANB2,1.0816349,Fibroblast,Neuronal
7698418,PRKAA1,PIN1,1.0816296,Fibroblast,Cardiomyocyte
10610879,MFAP2,KDM5C,1.0816232,Neuronal,Endothelial
10612978,MFAP2,PIN1,1.0814965,Neuronal,Cardiomyocyte
6437470,IRF8,B2M,1.0814615,Myeloid,Lymphoid
4583519,HCFC1,EFNB3,1.0812223,Pericyte,Fibroblast
5533787,LDLR,EFNB3,1.081188,vSMCs,Fibroblast
10861967,SLK,EFNB3,1.0811096,Endothelial,Fibroblast
6625270,TRPV1,THEM4,1.0810812,Cardiomyocyte,Pericyte
6625418,TRPV1,PSMD2,1.0810701,Cardiomyocyte,Mast
3393407,MAPK14,EFNB3,1.0810118,Mast,Fibroblast
4583202,HCFC1,KITLG,1.0808885,Pericyte,vSMCs
6624611,TRPV1,KDM5C,1.0808833,Cardiomyocyte,Endothelial
6437038,IRF8,THEM4,1.0808748,Myeloid,Pericyte
6437186,IRF8,PSMD2,1.0808367,Myeloid,Mast
4871939,VIM,EFNB3,1.0808177,Lymphoid,Fibroblast
10861650,SLK,KITLG,1.0807812,Endothelial,vSMCs
6624903,TRPV1,ZRANB2,1.0807568,Cardiomyocyte,Neuronal
3393090,MAPK14,KITLG,1.080713,Mast,vSMCs
6436379,IRF8,KDM5C,1.0806764,Myeloid,Endothelial
4583953,HCFC1,HOXB7,1.0806671,Pericyte,Myeloid
5534221,LDLR,HOXB7,1.0806603,vSMCs,Myeloid
10613015,MFAP2,EFNB3,1.080597,Neuronal,Fibroblast
10862401,SLK,HOXB7,1.0805604,Endothelial,Myeloid
6436671,IRF8,ZRANB2,1.0805571,Myeloid,Neuronal
6438478,IRF8,PIN1,1.0805517,Myeloid,Cardiomyocyte
4871622,VIM,KITLG,1.0805047,Lymphoid,vSMCs
3393841,MAPK14,HOXB7,1.080496,Mast,Myeloid
7698138,PRKAA1,KITLG,1.080453,Fibroblast,vSMCs
10612698,MFAP2,KITLG,1.0802965,Neuronal,vSMCs
4872373,VIM,HOXB7,1.080286,Lymphoid,Myeloid
7698889,PRKAA1,HOXB7,1.0802304,Fibroblast,Myeloid
10613449,MFAP2,HOXB7,1.0800793,Neuronal,Myeloid
6626747,TRPV1,EFNB3,1.0798883,Cardiomyocyte,Fibroblast
6438515,IRF8,EFNB3,1.0796386,Myeloid,Fibroblast
6626430,TRPV1,KITLG,1.0795647,Cardiomyocyte,vSMCs
6438198,IRF8,KITLG,1.0793478,Myeloid,vSMCs
6627181,TRPV1,HOXB7,1.0793447,Cardiomyocyte,Myeloid
