,Src,Dst,Prob,Src Cell,Dst Cell
2143559,CYTL1,IL2RG,1.1693937,Fibroblast,Myeloid
2145477,CYTL1,LIFR,1.1584648,Fibroblast,Endothelial
2144137,CYTL1,FRAT2,1.1577419,Fibroblast,Cardiomyocyte
9575687,PIAS4,IL2RG,1.1577301,Endothelial,Myeloid
6888827,CABLES1,IL2RG,1.1577113,vSMCs,Myeloid
5334395,PCSK2,IL2RG,1.1576613,Neuronal,Myeloid
8300567,RAP1GAP,IL2RG,1.152462,Cardiomyocyte,Myeloid
9319545,TNFRSF10C,LIFR,1.1486729,Myeloid,Endothelial
9318205,TNFRSF10C,FRAT2,1.1477793,Myeloid,Cardiomyocyte
5336313,PCSK2,LIFR,1.1473534,Neuronal,Endothelial
5334973,PCSK2,FRAT2,1.1465626,Neuronal,Cardiomyocyte
2145548,CYTL1,HES6,1.146499,Fibroblast,Neuronal
6890745,CABLES1,LIFR,1.1461519,vSMCs,Endothelial
9576265,PIAS4,FRAT2,1.1455635,Endothelial,Cardiomyocyte
6889405,CABLES1,FRAT2,1.1455449,vSMCs,Cardiomyocyte
2146289,CYTL1,HNRNPUL1,1.1452353,Fibroblast,vSMCs
2146404,CYTL1,IRF7,1.1428775,Fibroblast,Mast
8302485,RAP1GAP,LIFR,1.1419113,Cardiomyocyte,Endothelial
2144636,CYTL1,ADIPOR1,1.136889,Fibroblast,Lymphoid
9319616,TNFRSF10C,HES6,1.1361971,Myeloid,Neuronal
9577676,PIAS4,HES6,1.134706,Endothelial,Neuronal
6890816,CABLES1,HES6,1.1346877,vSMCs,Neuronal
9742667,NRAS,IL2RG,1.1346831,Mast,Myeloid
9320357,TNFRSF10C,HNRNPUL1,1.1345803,Myeloid,vSMCs
5337125,PCSK2,HNRNPUL1,1.1338382,Neuronal,vSMCs
9578417,PIAS4,HNRNPUL1,1.1336784,Endothelial,vSMCs
9320472,TNFRSF10C,IRF7,1.132273,Myeloid,Mast
2144732,CYTL1,MAPK9,1.1320599,Fibroblast,Pericyte
5337240,PCSK2,IRF7,1.131516,Neuronal,Mast
9578532,PIAS4,IRF7,1.1313269,Endothelial,Mast
6891672,CABLES1,IRF7,1.1313084,vSMCs,Mast
8302556,RAP1GAP,HES6,1.1300052,Cardiomyocyte,Neuronal
2389475,NOTCH3,IL2RG,1.1290144,Pericyte,Myeloid
8303297,RAP1GAP,HNRNPUL1,1.1286933,Cardiomyocyte,vSMCs
5929451,MCF2L,IL2RG,1.1275551,Lymphoid,Myeloid
8303412,RAP1GAP,IRF7,1.1263747,Cardiomyocyte,Mast
9318704,TNFRSF10C,ADIPOR1,1.1261418,Myeloid,Lymphoid
9576764,PIAS4,ADIPOR1,1.1255202,Endothelial,Lymphoid
5335472,PCSK2,ADIPOR1,1.1255031,Neuronal,Lymphoid
6889904,CABLES1,ADIPOR1,1.1255019,vSMCs,Lymphoid
9578554,PIAS4,PPP1R2,1.123739,Endothelial,Fibroblast
6891694,CABLES1,PPP1R2,1.1237206,vSMCs,Fibroblast
9744585,NRAS,LIFR,1.1234411,Mast,Endothelial
9320494,TNFRSF10C,PPP1R2,1.1233572,Myeloid,Fibroblast
5337262,PCSK2,PPP1R2,1.1230782,Neuronal,Fibroblast
9743245,NRAS,FRAT2,1.1228334,Mast,Cardiomyocyte
9318800,TNFRSF10C,MAPK9,1.1226043,Myeloid,Pericyte
5335568,PCSK2,MAPK9,1.1212496,Neuronal,Pericyte
8301644,RAP1GAP,ADIPOR1,1.1204367,Cardiomyocyte,Lymphoid
9576860,PIAS4,MAPK9,1.1199766,Endothelial,Pericyte
6890000,CABLES1,MAPK9,1.1199586,vSMCs,Pericyte
2391393,NOTCH3,LIFR,1.1183277,Pericyte,Endothelial
8303434,RAP1GAP,PPP1R2,1.1181715,Cardiomyocyte,Fibroblast
2390053,NOTCH3,FRAT2,1.1176496,Pericyte,Cardiomyocyte
5931369,MCF2L,LIFR,1.116695,Lymphoid,Endothelial
5930029,MCF2L,FRAT2,1.1160454,Lymphoid,Cardiomyocyte
8301740,RAP1GAP,MAPK9,1.1159042,Cardiomyocyte,Pericyte
9744656,NRAS,HES6,1.1121597,Mast,Neuronal
9745397,NRAS,HNRNPUL1,1.1111262,Mast,vSMCs
2391464,NOTCH3,HES6,1.1068449,Pericyte,Neuronal
2392205,NOTCH3,HNRNPUL1,1.1056657,Pericyte,vSMCs
5931440,MCF2L,HES6,1.1053239,Lymphoid,Neuronal
5932181,MCF2L,HNRNPUL1,1.1042027,Lymphoid,vSMCs
2392320,NOTCH3,IRF7,1.1033862,Pericyte,Mast
9743744,NRAS,ADIPOR1,1.103118,Mast,Lymphoid
5932296,MCF2L,IRF7,1.1019217,Lymphoid,Mast
9745534,NRAS,PPP1R2,1.1013272,Mast,Fibroblast
9743840,NRAS,MAPK9,1.097775,Mast,Pericyte
2390552,NOTCH3,ADIPOR1,1.0976267,Pericyte,Lymphoid
2392342,NOTCH3,PPP1R2,1.095588,Pericyte,Fibroblast
5932318,MCF2L,PPP1R2,1.0942608,Lymphoid,Fibroblast
5930624,MCF2L,MAPK9,1.0912122,Lymphoid,Pericyte
