,Src,Dst,Prob,Src Cell,Dst Cell
6900822,PPP2R2C,IL2RG,0.9002603,Cardiomyocyte,Myeloid
750884,IL1RN,TSHZ3,0.8913076,Myeloid,vSMCs
6898784,PPP2R2C,TSHZ3,0.8913029,Cardiomyocyte,vSMCs
752342,IL1RN,PPP1R3A,0.8893506,Myeloid,Cardiomyocyte
224658,MRAP2,IL2RG,0.88920873,vSMCs,Myeloid
8810466,HRH1,IL2RG,0.88635206,Endothelial,Myeloid
750840,IL1RN,ITGA3,0.8837839,Myeloid,Neuronal
6898740,PPP2R2C,ITGA3,0.8837792,Cardiomyocyte,Neuronal
751381,IL1RN,PHKG2,0.87902886,Myeloid,Mast
6899281,PPP2R2C,PHKG2,0.8790242,Cardiomyocyte,Mast
752222,IL1RN,RAN,0.8787644,Myeloid,Pericyte
6900122,PPP2R2C,RAN,0.87875974,Cardiomyocyte,Pericyte
224078,MRAP2,PPP1R3A,0.8784797,vSMCs,Cardiomyocyte
8808428,HRH1,TSHZ3,0.87757987,Endothelial,vSMCs
3631050,SERPINA1,IL2RG,0.8768632,Mast,Myeloid
752736,IL1RN,FGF2,0.87685114,Myeloid,Endothelial
6900636,PPP2R2C,FGF2,0.87684655,Cardiomyocyte,Endothelial
1144566,STAM2,IL2RG,0.87571925,Pericyte,Myeloid
8809886,HRH1,PPP1R3A,0.87565887,Endothelial,Cardiomyocyte
750393,IL1RN,CIC,0.87543297,Myeloid,Lymphoid
6898293,PPP2R2C,CIC,0.8754284,Cardiomyocyte,Lymphoid
7650714,KL,IL2RG,0.87441564,Fibroblast,Myeloid
10638138,MIB2,IL2RG,0.8742238,Neuronal,Myeloid
222576,MRAP2,ITGA3,0.87301314,vSMCs,Neuronal
750319,IL1RN,STX1A,0.87092084,Myeloid,Fibroblast
6898219,PPP2R2C,STX1A,0.8709163,Cardiomyocyte,Fibroblast
8808384,HRH1,ITGA3,0.8702107,Endothelial,Neuronal
10103802,ICAM1,IL2RG,0.87016183,Lymphoid,Myeloid
223117,MRAP2,PHKG2,0.8683364,vSMCs,Mast
3629012,SERPINA1,TSHZ3,0.86823034,Mast,vSMCs
223958,MRAP2,RAN,0.8680791,vSMCs,Pericyte
1142528,STAM2,TSHZ3,0.8671028,Pericyte,vSMCs
3630470,SERPINA1,PPP1R3A,0.86633545,Mast,Cardiomyocyte
224472,MRAP2,FGF2,0.8661997,vSMCs,Endothelial
7648676,KL,TSHZ3,0.86581266,Fibroblast,vSMCs
10636100,MIB2,TSHZ3,0.8656294,Neuronal,vSMCs
8808925,HRH1,PHKG2,0.86554945,Endothelial,Mast
8809766,HRH1,RAN,0.8652932,Endothelial,Pericyte
1143986,STAM2,PPP1R3A,0.865211,Pericyte,Cardiomyocyte
222129,MRAP2,CIC,0.86480504,vSMCs,Lymphoid
7650134,KL,PPP1R3A,0.8639238,Fibroblast,Cardiomyocyte
10637558,MIB2,PPP1R3A,0.8637417,Neuronal,Cardiomyocyte
8807937,HRH1,CIC,0.8620301,Endothelial,Lymphoid
10101764,ICAM1,TSHZ3,0.8616224,Lymphoid,vSMCs
3628968,SERPINA1,ITGA3,0.8609771,Mast,Neuronal
222055,MRAP2,STX1A,0.8603622,vSMCs,Fibroblast
1142484,STAM2,ITGA3,0.8598633,Pericyte,Neuronal
10103222,ICAM1,PPP1R3A,0.8597453,Lymphoid,Cardiomyocyte
7648632,KL,ITGA3,0.8585844,Fibroblast,Neuronal
8807863,HRH1,STX1A,0.85760176,Endothelial,Fibroblast
3630350,SERPINA1,RAN,0.85613585,Mast,Pericyte
1143025,STAM2,PHKG2,0.8552798,Pericyte,Mast
10101720,ICAM1,ITGA3,0.85444695,Lymphoid,Neuronal
3630864,SERPINA1,FGF2,0.85429287,Mast,Endothelial
7649173,KL,PHKG2,0.854008,Fibroblast,Mast
10636597,MIB2,PHKG2,0.8538355,Neuronal,Mast
7650014,KL,RAN,0.85375965,Fibroblast,Pericyte
10637438,MIB2,RAN,0.8535878,Neuronal,Pericyte
1144380,STAM2,FGF2,0.8531917,Pericyte,Endothelial
3628521,SERPINA1,CIC,0.8529239,Mast,Lymphoid
7650528,KL,FGF2,0.85192317,Fibroblast,Endothelial
1142037,STAM2,CIC,0.8518252,Pericyte,Lymphoid
10637952,MIB2,FGF2,0.8517532,Neuronal,Endothelial
7648185,KL,CIC,0.8505588,Fibroblast,Lymphoid
10635609,MIB2,CIC,0.8503901,Neuronal,Lymphoid
10102261,ICAM1,PHKG2,0.8499022,Lymphoid,Mast
10103102,ICAM1,RAN,0.84965694,Lymphoid,Pericyte
3628447,SERPINA1,STX1A,0.8485567,Mast,Fibroblast
10103616,ICAM1,FGF2,0.8478342,Lymphoid,Endothelial
1141963,STAM2,STX1A,0.8474652,Pericyte,Fibroblast
10635535,MIB2,STX1A,0.8460397,Neuronal,Fibroblast
10101199,ICAM1,STX1A,0.84215385,Lymphoid,Fibroblast
