,Src,Dst,Prob,Src Cell,Dst Cell
4355344,RPAP2,CTTN,1.041811,Myeloid,vSMCs
4353890,RPAP2,PTHLH,1.0177387,Myeloid,Endothelial
4356229,RPAP2,MAPK3,1.0095677,Myeloid,Mast
9941179,RRAS2,APC,1.0080565,Pericyte,Myeloid
8471755,TPO,APC,1.0079948,Endothelial,Myeloid
4354079,RPAP2,CDK5R1,1.0077415,Myeloid,Cardiomyocyte
9941584,RRAS2,CTTN,1.0037948,Pericyte,vSMCs
8472160,TPO,CTTN,1.0037183,Endothelial,vSMCs
10633387,WNT9A,APC,1.0031459,Fibroblast,Myeloid
10184059,MTSS1,APC,1.000973,Mast,Myeloid
10633792,WNT9A,CTTN,0.99887556,Fibroblast,vSMCs
10184464,MTSS1,CTTN,0.99673456,Mast,vSMCs
4355441,RPAP2,CENPA,0.99601275,Myeloid,Pericyte
757279,SPAG9,APC,0.99283206,Neuronal,Myeloid
4354572,RPAP2,ITGB2,0.9901693,Myeloid,Lymphoid
4354736,RPAP2,TAF7,0.9897862,Myeloid,Neuronal
757684,SPAG9,CTTN,0.98863196,Neuronal,vSMCs
2232775,GPC3,APC,0.98300606,Lymphoid,Myeloid
9940130,RRAS2,PTHLH,0.98073536,Pericyte,Endothelial
2233180,GPC3,CTTN,0.97885346,Lymphoid,vSMCs
10632338,WNT9A,PTHLH,0.97580874,Fibroblast,Endothelial
10183010,MTSS1,PTHLH,0.9738102,Mast,Endothelial
9942469,RRAS2,MAPK3,0.9727734,Pericyte,Mast
8473045,TPO,MAPK3,0.97267854,Endothelial,Mast
9940319,RRAS2,CDK5R1,0.9710393,Pericyte,Cardiomyocyte
8470895,TPO,CDK5R1,0.9709329,Endothelial,Cardiomyocyte
10634677,WNT9A,MAPK3,0.9679656,Fibroblast,Mast
10632527,WNT9A,CDK5R1,0.9662171,Fibroblast,Cardiomyocyte
756230,SPAG9,PTHLH,0.9659093,Neuronal,Endothelial
10183199,MTSS1,CDK5R1,0.9641952,Mast,Cardiomyocyte
8472257,TPO,CENPA,0.9596237,Endothelial,Pericyte
758569,SPAG9,MAPK3,0.9580752,Neuronal,Mast
2231726,GPC3,PTHLH,0.95637995,Lymphoid,Endothelial
756419,SPAG9,CDK5R1,0.95636517,Neuronal,Cardiomyocyte
811927,CNKSR1,APC,0.9558366,Cardiomyocyte,Myeloid
10633889,WNT9A,CENPA,0.9549701,Fibroblast,Pericyte
4355792,RPAP2,ESRRB,0.9547694,Myeloid,Fibroblast
9940812,RRAS2,ITGB2,0.95410174,Pericyte,Lymphoid
8471388,TPO,ITGB2,0.95399964,Endothelial,Lymphoid
9940976,RRAS2,TAF7,0.95376503,Pericyte,Neuronal
8471552,TPO,TAF7,0.95364815,Endothelial,Neuronal
10184561,MTSS1,CENPA,0.9529603,Mast,Pericyte
812332,CNKSR1,CTTN,0.95180357,Cardiomyocyte,vSMCs
9658831,SLITRK4,APC,0.95167196,vSMCs,Myeloid
10633020,WNT9A,ITGB2,0.94936854,Fibroblast,Lymphoid
10633184,WNT9A,TAF7,0.9490044,Fibroblast,Neuronal
2234065,GPC3,MAPK3,0.94860715,Lymphoid,Mast
10183692,MTSS1,ITGB2,0.9473781,Mast,Lymphoid
10183856,MTSS1,TAF7,0.9470372,Mast,Neuronal
2231915,GPC3,CDK5R1,0.94691867,Lymphoid,Cardiomyocyte
757781,SPAG9,CENPA,0.9452197,Neuronal,Pericyte
756912,SPAG9,ITGB2,0.939684,Neuronal,Lymphoid
2233277,GPC3,CENPA,0.9358803,Lymphoid,Pericyte
2232572,GPC3,TAF7,0.93007606,Lymphoid,Neuronal
810878,CNKSR1,PTHLH,0.9299709,Cardiomyocyte,Endothelial
9657782,SLITRK4,PTHLH,0.9258607,vSMCs,Endothelial
813217,CNKSR1,MAPK3,0.9223998,Cardiomyocyte,Mast
9942032,RRAS2,ESRRB,0.91998655,Pericyte,Fibroblast
8472608,TPO,ESRRB,0.9198903,Endothelial,Fibroblast
9660121,SLITRK4,MAPK3,0.91835386,vSMCs,Mast
9657971,SLITRK4,CDK5R1,0.916714,vSMCs,Cardiomyocyte
10184912,MTSS1,ESRRB,0.91350424,Mast,Fibroblast
812429,CNKSR1,CENPA,0.9100259,Cardiomyocyte,Pericyte
758132,SPAG9,ESRRB,0.9060847,Neuronal,Fibroblast
9659333,SLITRK4,CENPA,0.9060311,vSMCs,Pericyte
811560,CNKSR1,ITGB2,0.90469986,Cardiomyocyte,Lymphoid
811724,CNKSR1,TAF7,0.9043884,Cardiomyocyte,Neuronal
9658464,SLITRK4,ITGB2,0.9007246,vSMCs,Lymphoid
9658628,SLITRK4,TAF7,0.9004032,vSMCs,Neuronal
2233628,GPC3,ESRRB,0.89713305,Lymphoid,Fibroblast
812780,CNKSR1,ESRRB,0.8723499,Cardiomyocyte,Fibroblast
9659684,SLITRK4,ESRRB,0.8685185,vSMCs,Fibroblast
