,Src,Dst,Prob,Src Cell,Dst Cell
83560,NTRK3,NRXN1,1.1263592,vSMCs,Fibroblast
4968484,FBXO32,NRXN1,1.1262865,Cardiomyocyte,Fibroblast
5448172,OGT,NRXN1,1.1235749,Neuronal,Fibroblast
10592723,WASF1,SLC52A2,1.1222082,Fibroblast,Endothelial
82091,NTRK3,SLC52A2,1.1135466,vSMCs,Endothelial
4967015,FBXO32,SLC52A2,1.1134748,Cardiomyocyte,Endothelial
5446703,OGT,SLC52A2,1.110796,Neuronal,Endothelial
897208,CSF3R,NRXN1,1.1105847,Mast,Fibroblast
5654620,GTF2H3,NRXN1,1.1079895,Pericyte,Fibroblast
8174500,PTHLH,NRXN1,1.1047517,Endothelial,Fibroblast
10593472,WASF1,PDK2,1.1023353,Fibroblast,Pericyte
3101344,TNKS2,NRXN1,1.1013677,Lymphoid,Fibroblast
895739,CSF3R,SLC52A2,1.097974,Mast,Endothelial
10595002,WASF1,CNTNAP2,1.0966729,Fibroblast,Myeloid
5653151,GTF2H3,SLC52A2,1.0954045,Pericyte,Endothelial
10594113,WASF1,IL11RA,1.0942553,Fibroblast,Neuronal
10594889,WASF1,SIRT1,1.0941485,Fibroblast,Lymphoid
82840,NTRK3,PDK2,1.09383,vSMCs,Pericyte
4967764,FBXO32,PDK2,1.0937595,Cardiomyocyte,Pericyte
5447452,OGT,PDK2,1.0911285,Neuronal,Pericyte
3099875,TNKS2,SLC52A2,1.0888655,Lymphoid,Endothelial
10594785,WASF1,CDC5L,1.0887963,Fibroblast,Mast
84370,NTRK3,CNTNAP2,1.0882175,vSMCs,Myeloid
4969294,FBXO32,CNTNAP2,1.0881474,Cardiomyocyte,Myeloid
2217868,TLR8,NRXN1,1.0869299,Myeloid,Fibroblast
83481,NTRK3,IL11RA,1.0858355,vSMCs,Neuronal
4968405,FBXO32,IL11RA,1.0857656,Cardiomyocyte,Neuronal
84257,NTRK3,SIRT1,1.0857204,vSMCs,Lymphoid
4969181,FBXO32,SIRT1,1.0856506,Cardiomyocyte,Lymphoid
5448982,OGT,CNTNAP2,1.0855309,Neuronal,Myeloid
10593027,WASF1,AMH,1.0846525,Fibroblast,vSMCs
5448869,OGT,SIRT1,1.0830412,Neuronal,Lymphoid
10594420,WASF1,STAT4,1.0819713,Fibroblast,Cardiomyocyte
84153,NTRK3,CDC5L,1.0804172,vSMCs,Mast
4969077,FBXO32,CDC5L,1.0803475,Cardiomyocyte,Mast
896488,CSF3R,PDK2,1.0785383,Mast,Pericyte
5448765,OGT,CDC5L,1.0777521,Neuronal,Mast
4967319,FBXO32,AMH,1.0762348,Cardiomyocyte,vSMCs
2216399,TLR8,SLC52A2,1.0745853,Myeloid,Endothelial
83788,NTRK3,STAT4,1.0736496,vSMCs,Cardiomyocyte
5447007,OGT,AMH,1.0736493,Neuronal,vSMCs
898018,CSF3R,CNTNAP2,1.0730151,Mast,Myeloid
8173780,PTHLH,PDK2,1.0728377,Endothelial,Pericyte
5448400,OGT,STAT4,1.0710022,Neuronal,Cardiomyocyte
897129,CSF3R,IL11RA,1.0706961,Mast,Neuronal
897905,CSF3R,SIRT1,1.0705668,Mast,Lymphoid
5655430,GTF2H3,CNTNAP2,1.0705014,Pericyte,Myeloid
3100624,TNKS2,PDK2,1.0695919,Lymphoid,Pericyte
5654541,GTF2H3,IL11RA,1.068183,Pericyte,Neuronal
5655317,GTF2H3,SIRT1,1.0680565,Pericyte,Lymphoid
8175310,PTHLH,CNTNAP2,1.0673294,Endothelial,Myeloid
8174421,PTHLH,IL11RA,1.0649836,Endothelial,Neuronal
8175197,PTHLH,SIRT1,1.0648758,Endothelial,Lymphoid
3102154,TNKS2,CNTNAP2,1.0641165,Lymphoid,Myeloid
5655213,GTF2H3,CDC5L,1.0628505,Pericyte,Mast
3101265,TNKS2,IL11RA,1.0618218,Lymphoid,Neuronal
896043,CSF3R,AMH,1.0612934,Mast,vSMCs
8175093,PTHLH,CDC5L,1.0596701,Endothelial,Mast
5653455,GTF2H3,AMH,1.058803,Pericyte,vSMCs
897436,CSF3R,STAT4,1.0586865,Mast,Cardiomyocyte
3101937,TNKS2,CDC5L,1.0565205,Lymphoid,Mast
5654848,GTF2H3,STAT4,1.0562004,Pericyte,Cardiomyocyte
8173335,PTHLH,AMH,1.0556368,Endothelial,vSMCs
2217148,TLR8,PDK2,1.0555631,Myeloid,Pericyte
8174728,PTHLH,STAT4,1.0530298,Endothelial,Cardiomyocyte
3100179,TNKS2,AMH,1.0524963,Lymphoid,vSMCs
3101572,TNKS2,STAT4,1.0499129,Lymphoid,Cardiomyocyte
2217789,TLR8,IL11RA,1.0478835,Myeloid,Neuronal
2218565,TLR8,SIRT1,1.0477587,Myeloid,Lymphoid
2218461,TLR8,CDC5L,1.0426524,Myeloid,Mast
2216703,TLR8,AMH,1.0386816,Myeloid,vSMCs
2218096,TLR8,STAT4,1.0361292,Myeloid,Cardiomyocyte
